transcript_BGM_M len_BGM_M n_var_BGM_M
TRINITY_DN3428_c0_g1_i9 2260 7
TRINITY_DN3429_c0_g1_i11 343 1
TRINITY_DN3429_c1_g2_i6 1339 1
TRINITY_DN342_c1_g1_i8 670 3
TRINITY_DN342_c2_g1_i2 9625 5
TRINITY_DN342_c2_g2_i4 1831 8
TRINITY_DN34304_c0_g1_i3 412 16
TRINITY_DN34307_c0_g1_i2 364 1
TRINITY_DN34308_c0_g1_i3 1156 32
TRINITY_DN3430_c0_g1_i16 2152 11
TRINITY_DN34312_c2_g1_i3 388 12
TRINITY_DN34316_c0_g1_i1 316 12
TRINITY_DN34327_c0_g1_i3 304 11
TRINITY_DN34345_c0_g1_i1 367 10
TRINITY_DN34357_c0_g1_i7 364 11
TRINITY_DN3436_c0_g1_i2 1015 1
TRINITY_DN3436_c0_g2_i2 958 2
TRINITY_DN3437_c0_g1_i2 757 9
TRINITY_DN3437_c0_g2_i1 598 6
TRINITY_DN3438_c0_g1_i1 4888 3
TRINITY_DN3440_c0_g1_i5 4588 1
TRINITY_DN3440_c1_g1_i15 568 18
TRINITY_DN34424_c0_g1_i2 850 4
TRINITY_DN34430_c0_g1_i1 352 10
TRINITY_DN34448_c0_g1_i1 352 4
TRINITY_DN3445_c0_g1_i14 961 1
TRINITY_DN3445_c1_g1_i3 322 4
TRINITY_DN3447_c0_g1_i2 625 1
TRINITY_DN3447_c1_g1_i4 892 24
TRINITY_DN34480_c1_g1_i1 1444 1
TRINITY_DN3448_c0_g1_i13 4066 8
TRINITY_DN344_c1_g1_i2 481 1
TRINITY_DN344_c2_g1_i6 811 11
TRINITY_DN344_c3_g1_i3 1309 5
TRINITY_DN34522_c0_g2_i1 727 3
TRINITY_DN3453_c0_g5_i1 1534 5
TRINITY_DN34544_c1_g1_i3 586 1
TRINITY_DN34560_c0_g1_i1 352 1
TRINITY_DN3456_c0_g1_i8 1141 28
TRINITY_DN3457_c0_g1_i2 3256 1
TRINITY_DN3457_c1_g1_i1 532 19
TRINITY_DN3457_c2_g1_i2 1690 1
TRINITY_DN3457_c3_g2_i1 646 1
TRINITY_DN34585_c0_g2_i1 373 1
TRINITY_DN3458_c0_g1_i6 760 21
TRINITY_DN3459_c0_g2_i3 2527 10
TRINITY_DN3459_c14_g1_i13 1486 5
TRINITY_DN3459_c1_g2_i2 1207 52
TRINITY_DN3459_c2_g1_i12 2440 13
TRINITY_DN345_c0_g2_i1 493 1
TRINITY_DN345_c0_g5_i1 493 1
TRINITY_DN345_c1_g1_i6 490 3
TRINITY_DN345_c5_g1_i2 811 8
TRINITY_DN34623_c0_g1_i1 343 14
TRINITY_DN34633_c1_g2_i1 586 1
TRINITY_DN3463_c0_g1_i2 751 1
TRINITY_DN3464_c0_g1_i11 2332 7
TRINITY_DN3466_c0_g3_i1 1924 4
TRINITY_DN3467_c0_g1_i1 2605 2
TRINITY_DN346_c1_g1_i1 1624 2
TRINITY_DN3470_c0_g2_i3 1144 1
TRINITY_DN3470_c1_g1_i5 2320 55
TRINITY_DN3472_c0_g3_i2 2635 20
TRINITY_DN3474_c0_g1_i9 1027 7
TRINITY_DN3474_c3_g1_i1 907 1
TRINITY_DN3476_c0_g1_i3 493 2
TRINITY_DN3476_c1_g1_i12 475 5
TRINITY_DN34789_c0_g1_i6 1189 1
TRINITY_DN347_c1_g1_i18 1870 67
TRINITY_DN34812_c0_g1_i2 427 9
TRINITY_DN34816_c0_g1_i1 4084 23
TRINITY_DN3481_c0_g1_i17 2461 1
TRINITY_DN3483_c0_g2_i2 2329 7
TRINITY_DN3483_c0_g3_i3 529 1
TRINITY_DN3483_c1_g1_i9 3094 11
TRINITY_DN3483_c3_g1_i1 2686 6
TRINITY_DN3484_c2_g1_i1 409 1
TRINITY_DN34852_c2_g1_i14 436 5
TRINITY_DN3485_c0_g3_i1 853 1
TRINITY_DN34862_c0_g1_i1 1981 1
TRINITY_DN3486_c0_g1_i15 3709 1
TRINITY_DN34874_c0_g1_i2 796 28
TRINITY_DN34874_c0_g2_i1 607 4
TRINITY_DN3487_c0_g1_i1 448 1
TRINITY_DN34882_c0_g1_i4 1639 1
TRINITY_DN3488_c0_g1_i8 6169 2
TRINITY_DN348_c0_g1_i1 1225 2
TRINITY_DN348_c0_g2_i9 1975 5
TRINITY_DN348_c2_g1_i2 382 16
TRINITY_DN34909_c0_g1_i1 1429 3
TRINITY_DN34911_c0_g1_i7 628 27
TRINITY_DN34916_c0_g1_i9 2050 111
TRINITY_DN34920_c0_g1_i4 958 3
TRINITY_DN34922_c0_g1_i1 481 6
TRINITY_DN34924_c0_g1_i2 460 5
TRINITY_DN3492_c1_g3_i1 3412 7
TRINITY_DN3492_c2_g1_i1 1597 12
TRINITY_DN34938_c0_g1_i4 1435 5
TRINITY_DN3496_c1_g1_i7 5956 12
TRINITY_DN3497_c1_g1_i1 3100 76
TRINITY_DN3498_c1_g1_i2 1936 2
TRINITY_DN3499_c0_g1_i2 1240 6
TRINITY_DN3499_c0_g2_i12 1324 3
TRINITY_DN3500_c1_g1_i2 2425 7
TRINITY_DN35010_c0_g1_i3 1039 2
TRINITY_DN3503_c0_g1_i1 916 1
TRINITY_DN3504_c0_g1_i5 850 2
TRINITY_DN3505_c0_g1_i4 412 8
TRINITY_DN35064_c0_g1_i2 532 18
TRINITY_DN3506_c2_g2_i4 385 2
TRINITY_DN35074_c0_g1_i4 970 3
TRINITY_DN35079_c0_g2_i5 718 6
TRINITY_DN350_c2_g1_i3 1414 3
TRINITY_DN35102_c0_g1_i1 322 8
TRINITY_DN35122_c0_g1_i1 313 13
TRINITY_DN3512_c1_g1_i9 2344 11
TRINITY_DN3513_c0_g2_i19 706 3
TRINITY_DN35142_c0_g1_i1 442 23
TRINITY_DN35149_c0_g1_i3 1225 4
TRINITY_DN3514_c0_g1_i6 1645 52
TRINITY_DN3514_c1_g1_i5 973 36
TRINITY_DN3514_c2_g1_i4 2968 53
TRINITY_DN35161_c0_g1_i14 715 16
TRINITY_DN35165_c0_g2_i1 367 22
TRINITY_DN3516_c0_g1_i5 634 2
TRINITY_DN351_c0_g1_i18 946 12
TRINITY_DN35213_c0_g1_i11 1237 28
TRINITY_DN35226_c0_g1_i6 364 2
TRINITY_DN35233_c0_g1_i4 511 24
TRINITY_DN35239_c0_g1_i5 916 10
TRINITY_DN35239_c1_g1_i1 313 16
TRINITY_DN3523_c1_g1_i3 1519 23
TRINITY_DN35249_c0_g1_i2 475 6
TRINITY_DN3525_c0_g2_i2 1828 1
TRINITY_DN35291_c0_g1_i3 604 6
TRINITY_DN35295_c0_g1_i8 406 18
TRINITY_DN3529_c1_g1_i11 1624 3
TRINITY_DN3529_c2_g1_i1 1090 47
TRINITY_DN352_c1_g1_i1 772 1
TRINITY_DN3530_c0_g1_i6 1429 54
TRINITY_DN3530_c0_g2_i1 874 1
TRINITY_DN3530_c0_g3_i2 322 1
TRINITY_DN3530_c1_g2_i8 688 18
TRINITY_DN3531_c0_g1_i9 1357 4
TRINITY_DN3532_c0_g1_i7 1159 4
TRINITY_DN35337_c3_g1_i7 1252 4
TRINITY_DN3533_c0_g1_i3 400 2
TRINITY_DN35344_c1_g1_i1 400 15
TRINITY_DN3534_c0_g1_i1 901 35
TRINITY_DN35350_c0_g1_i15 322 17
TRINITY_DN35354_c0_g1_i2 799 25
TRINITY_DN3536_c0_g1_i8 955 3
TRINITY_DN3536_c0_g3_i4 5029 212
TRINITY_DN3537_c0_g1_i11 1810 9
TRINITY_DN35395_c0_g2_i1 568 2
TRINITY_DN35395_c1_g1_i3 313 2
TRINITY_DN353_c0_g1_i13 2002 7
TRINITY_DN35405_c0_g2_i11 1957 16
TRINITY_DN3540_c0_g1_i14 736 1
TRINITY_DN3541_c0_g1_i4 2476 8
TRINITY_DN35436_c0_g1_i1 301 9
TRINITY_DN3543_c0_g1_i8 1357 3
TRINITY_DN3544_c0_g1_i7 2362 4
TRINITY_DN354591_c0_g1_i1 1936 2
TRINITY_DN3545_c0_g1_i1 985 12
TRINITY_DN35463_c0_g1_i9 754 13
TRINITY_DN3546_c0_g1_i12 3025 26
TRINITY_DN35472_c0_g1_i3 316 11
TRINITY_DN3548_c0_g1_i8 1495 51
TRINITY_DN3548_c1_g1_i7 4378 1
TRINITY_DN3549_c0_g1_i6 358 9
TRINITY_DN354_c1_g3_i1 1417 7
TRINITY_DN354_c2_g1_i2 1978 3
TRINITY_DN354_c3_g1_i2 2722 2
TRINITY_DN355013_c0_g1_i1 739 2
TRINITY_DN35509_c0_g1_i3 505 23
TRINITY_DN355182_c0_g1_i1 4846 8
TRINITY_DN3552_c0_g1_i2 2176 7
TRINITY_DN35541_c0_g1_i2 751 2
TRINITY_DN35547_c0_g1_i15 1204 1
TRINITY_DN3557_c2_g1_i3 2233 5
TRINITY_DN3557_c3_g1_i6 7141 13
TRINITY_DN35584_c0_g1_i1 454 1
TRINITY_DN35586_c1_g1_i4 1576 2
TRINITY_DN3558_c1_g1_i3 1144 1
TRINITY_DN35593_c0_g3_i5 1135 11
TRINITY_DN35596_c0_g2_i6 2116 4
TRINITY_DN355_c0_g1_i11 1390 1
TRINITY_DN355_c0_g2_i1 3880 29
TRINITY_DN355_c1_g1_i1 1081 1
TRINITY_DN356167_c0_g1_i1 760 1
TRINITY_DN35636_c0_g1_i2 745 26
TRINITY_DN3563_c0_g1_i4 1531 13
TRINITY_DN3563_c0_g3_i2 1702 9
TRINITY_DN35657_c0_g1_i14 832 10
TRINITY_DN3565_c0_g1_i5 1735 52
TRINITY_DN35679_c0_g1_i4 379 2
TRINITY_DN3567_c0_g1_i5 1261 45
TRINITY_DN35686_c0_g1_i6 2428 14
TRINITY_DN35686_c0_g4_i1 400 2
TRINITY_DN3569_c0_g1_i1 724 8
TRINITY_DN356_c0_g4_i2 721 1
TRINITY_DN356_c1_g2_i1 433 2
TRINITY_DN356_c1_g3_i5 1030 48
TRINITY_DN356_c2_g1_i9 322 10
TRINITY_DN356_c5_g1_i1 406 4
TRINITY_DN3570_c0_g1_i4 319 1
TRINITY_DN35727_c0_g1_i1 1414 6
TRINITY_DN3574_c0_g1_i2 1915 51
TRINITY_DN3574_c0_g2_i1 1747 51
TRINITY_DN35762_c1_g1_i3 5473 11
TRINITY_DN3576_c0_g1_i13 2254 1
TRINITY_DN3578_c1_g1_i2 367 1
TRINITY_DN357_c0_g2_i1 4891 6
TRINITY_DN357_c1_g1_i8 1321 25
TRINITY_DN357_c1_g2_i1 601 6
TRINITY_DN357_c3_g1_i4 1123 3
TRINITY_DN357_c3_g2_i4 1519 1
TRINITY_DN357_c4_g1_i1 1114 1
TRINITY_DN3581_c0_g1_i6 499 15
TRINITY_DN35831_c0_g1_i7 748 13
TRINITY_DN3583_c0_g1_i5 2686 7
TRINITY_DN35843_c0_g1_i5 316 2
TRINITY_DN35854_c0_g1_i13 6724 3
TRINITY_DN35854_c0_g2_i2 5113 31
TRINITY_DN3585_c0_g1_i2 1498 3
TRINITY_DN3585_c1_g1_i1 871 3
TRINITY_DN35861_c0_g1_i5 337 19
TRINITY_DN35861_c0_g2_i2 328 7
TRINITY_DN3589_c0_g2_i1 712 29
TRINITY_DN3589_c8_g1_i5 778 2
TRINITY_DN358_c0_g1_i24 2401 3
TRINITY_DN35901_c1_g1_i7 2869 15
TRINITY_DN35905_c0_g1_i4 385 14
TRINITY_DN35917_c1_g2_i1 694 1
TRINITY_DN35935_c0_g1_i1 388 11
TRINITY_DN35944_c0_g2_i1 352 14
TRINITY_DN3596_c0_g1_i12 301 1
TRINITY_DN3597_c3_g1_i1 1381 2
TRINITY_DN35989_c0_g1_i1 463 2
TRINITY_DN359_c11_g1_i1 1165 1
TRINITY_DN359_c1_g1_i3 2284 2
TRINITY_DN359_c1_g2_i1 2518 23
TRINITY_DN359_c1_g3_i2 2080 1
TRINITY_DN359_c2_g1_i5 2317 26
TRINITY_DN359_c3_g1_i7 538 2
TRINITY_DN359_c5_g1_i1 1321 2
TRINITY_DN35_c0_g1_i4 1519 4
TRINITY_DN35_c0_g2_i3 1555 2
TRINITY_DN3600_c0_g1_i1 2266 9
TRINITY_DN3600_c0_g2_i1 3214 4
TRINITY_DN3600_c1_g1_i6 1765 45
TRINITY_DN3601_c0_g1_i1 307 1
TRINITY_DN36023_c0_g1_i1 928 1
TRINITY_DN3602_c6_g1_i2 397 1
TRINITY_DN3605_c0_g1_i2 2503 3
TRINITY_DN3605_c0_g2_i3 964 2
TRINITY_DN36077_c0_g1_i7 301 13
TRINITY_DN3607_c0_g1_i6 1192 6
TRINITY_DN36082_c0_g1_i6 1861 1
TRINITY_DN3610_c0_g1_i7 676 23
TRINITY_DN36129_c0_g1_i5 1174 6
TRINITY_DN3614_c0_g1_i4 475 21
TRINITY_DN3616_c1_g1_i1 1048 2
TRINITY_DN36174_c0_g2_i2 2434 11
TRINITY_DN3617_c0_g1_i3 1438 25
TRINITY_DN3617_c1_g1_i7 718 2
TRINITY_DN3619_c0_g1_i13 5296 4
TRINITY_DN361_c0_g1_i4 3298 21
TRINITY_DN36219_c0_g1_i5 436 1
TRINITY_DN3621_c0_g1_i12 685 16
TRINITY_DN36220_c0_g1_i1 325 5
TRINITY_DN3623_c0_g1_i4 2446 13
TRINITY_DN36266_c0_g1_i18 754 18
TRINITY_DN36271_c0_g1_i3 538 13
TRINITY_DN3627_c0_g1_i16 1813 1
TRINITY_DN36284_c0_g1_i1 439 17
TRINITY_DN3629_c0_g2_i5 1567 4
TRINITY_DN36324_c0_g1_i6 772 3
TRINITY_DN36325_c0_g1_i7 973 30
TRINITY_DN36329_c0_g1_i3 304 1
TRINITY_DN36333_c3_g2_i1 502 1
TRINITY_DN36357_c0_g1_i2 721 1
TRINITY_DN36357_c1_g1_i1 580 3
TRINITY_DN3636_c1_g1_i6 388 15
TRINITY_DN3637_c0_g2_i1 904 1
TRINITY_DN3637_c1_g1_i2 562 8
TRINITY_DN36385_c0_g1_i1 664 21
TRINITY_DN3638_c1_g1_i8 580 2
TRINITY_DN36390_c0_g1_i5 1828 56
TRINITY_DN36395_c0_g1_i2 361 3
TRINITY_DN36396_c0_g1_i4 1519 33
TRINITY_DN36399_c0_g1_i2 379 7
TRINITY_DN363_c1_g1_i1 325 1
TRINITY_DN363_c2_g2_i1 1234 2
TRINITY_DN3642_c2_g1_i2 985 2
TRINITY_DN36437_c0_g1_i2 436 10
TRINITY_DN3643_c1_g1_i2 1642 2
TRINITY_DN36445_c0_g1_i7 1408 32
TRINITY_DN3646_c0_g1_i6 397 10
TRINITY_DN3647_c0_g1_i21 2824 5
TRINITY_DN364_c0_g2_i3 964 6
TRINITY_DN364_c0_g3_i8 1393 4
TRINITY_DN36503_c1_g4_i1 340 5
TRINITY_DN3651_c0_g1_i5 1045 38
TRINITY_DN3652_c1_g1_i1 1498 12
TRINITY_DN36542_c0_g1_i2 451 1
TRINITY_DN3654_c1_g1_i3 2311 41
TRINITY_DN3654_c1_g2_i2 361 9
TRINITY_DN36552_c0_g1_i2 430 2
TRINITY_DN3655_c0_g1_i2 532 11
TRINITY_DN3657_c11_g1_i1 1792 4
TRINITY_DN3657_c3_g1_i3 724 2
TRINITY_DN36587_c0_g3_i1 448 11
TRINITY_DN3658_c1_g1_i1 550 18
TRINITY_DN3659_c0_g2_i1 1048 1
TRINITY_DN365_c14_g1_i1 3157 6
TRINITY_DN365_c16_g1_i2 403 6
TRINITY_DN365_c2_g1_i6 448 3
TRINITY_DN365_c3_g1_i6 1141 1
TRINITY_DN365_c4_g1_i1 991 11
TRINITY_DN365_c5_g1_i2 2059 1
TRINITY_DN365_c9_g1_i1 646 18
TRINITY_DN36635_c0_g1_i3 373 14
TRINITY_DN3663_c1_g1_i9 340 15
TRINITY_DN3664_c0_g1_i1 556 1
TRINITY_DN3665_c0_g1_i7 3817 6
TRINITY_DN3667_c0_g1_i1 622 4
TRINITY_DN36684_c0_g2_i1 562 2
TRINITY_DN3668_c0_g1_i9 2338 5
TRINITY_DN3668_c1_g1_i2 556 10
TRINITY_DN3669_c0_g1_i1 496 3
TRINITY_DN366_c0_g1_i20 2374 5
TRINITY_DN3671_c0_g1_i8 493 18
TRINITY_DN3671_c0_g2_i1 1168 2
TRINITY_DN36731_c0_g1_i5 2527 14
TRINITY_DN3674_c0_g1_i5 2749 4
TRINITY_DN3675_c0_g2_i1 358 1
TRINITY_DN36766_c0_g1_i5 301 12
TRINITY_DN3677_c0_g1_i10 850 1
TRINITY_DN3678_c1_g1_i7 724 1
TRINITY_DN3678_c2_g1_i1 1120 1
TRINITY_DN367_c0_g1_i5 1939 92
TRINITY_DN367_c10_g1_i1 1096 1
TRINITY_DN367_c8_g1_i1 493 2
TRINITY_DN36804_c0_g1_i1 334 2
TRINITY_DN3680_c2_g1_i4 955 2
TRINITY_DN3683_c0_g1_i10 1579 2
TRINITY_DN368_c0_g1_i1 694 3
TRINITY_DN36911_c0_g1_i2 343 9
TRINITY_DN36924_c0_g1_i7 607 16
TRINITY_DN3692_c1_g1_i2 997 1
TRINITY_DN36942_c0_g1_i4 2506 69
TRINITY_DN3694_c0_g1_i5 3439 6
TRINITY_DN3697_c0_g1_i10 520 2
TRINITY_DN3697_c0_g2_i1 1378 12
TRINITY_DN3698_c0_g1_i8 4027 3
TRINITY_DN36992_c0_g2_i1 556 2
TRINITY_DN369_c0_g1_i5 1783 3
TRINITY_DN36_c2_g1_i5 811 5
TRINITY_DN37017_c0_g1_i16 361 1
TRINITY_DN37036_c0_g1_i1 727 1
TRINITY_DN37040_c0_g1_i1 310 11
TRINITY_DN37055_c0_g1_i1 490 12
TRINITY_DN37084_c0_g1_i4 304 1
TRINITY_DN3709_c0_g2_i2 1738 1
TRINITY_DN3709_c1_g1_i7 1483 4
TRINITY_DN37101_c0_g1_i3 571 7
TRINITY_DN37106_c0_g1_i3 1918 10
TRINITY_DN3713_c0_g1_i10 2023 3
TRINITY_DN3713_c0_g2_i13 1825 3
TRINITY_DN37168_c0_g1_i9 4039 6
TRINITY_DN3716_c0_g1_i2 1237 14
TRINITY_DN37183_c0_g1_i3 865 15
TRINITY_DN37189_c0_g1_i18 598 26
TRINITY_DN37193_c0_g2_i4 466 1
TRINITY_DN37196_c0_g1_i1 1315 2
TRINITY_DN37197_c0_g2_i3 2287 9
TRINITY_DN37198_c0_g1_i5 865 3
TRINITY_DN3719_c0_g1_i5 1774 3
TRINITY_DN37207_c1_g1_i6 319 11
TRINITY_DN3720_c0_g1_i5 1540 2
TRINITY_DN3720_c1_g1_i1 934 7
TRINITY_DN37227_c0_g1_i8 622 10
TRINITY_DN3724_c0_g1_i7 985 1
TRINITY_DN37272_c0_g1_i6 721 1
TRINITY_DN37275_c0_g1_i8 2851 18
TRINITY_DN3727_c0_g3_i6 472 1
TRINITY_DN37282_c0_g1_i2 1942 33
TRINITY_DN37295_c1_g1_i1 322 9
TRINITY_DN372_c1_g1_i1 1015 1
TRINITY_DN37302_c0_g1_i5 445 6
TRINITY_DN3730_c0_g1_i4 6337 30
TRINITY_DN37313_c0_g1_i8 616 14
TRINITY_DN37335_c0_g1_i6 3070 1
TRINITY_DN37335_c0_g2_i2 979 3
TRINITY_DN3733_c4_g2_i1 1810 3
TRINITY_DN3734_c0_g1_i5 1663 7
TRINITY_DN37354_c0_g1_i4 1087 3
TRINITY_DN3735_c2_g1_i4 346 13
TRINITY_DN37375_c0_g2_i5 532 12
TRINITY_DN37387_c0_g1_i4 1006 1
TRINITY_DN373_c1_g1_i9 1873 5
TRINITY_DN373_c2_g1_i8 763 2
TRINITY_DN37404_c0_g2_i1 427 16
TRINITY_DN3741_c0_g1_i4 799 18
TRINITY_DN3742_c0_g1_i7 955 56
TRINITY_DN37439_c0_g1_i1 301 15
TRINITY_DN3743_c0_g1_i5 307 11
TRINITY_DN3744_c1_g1_i4 1063 3
TRINITY_DN3744_c2_g1_i9 484 1
TRINITY_DN3744_c3_g1_i5 670 4
TRINITY_DN3744_c6_g1_i1 3529 5
TRINITY_DN37464_c0_g1_i3 337 10
TRINITY_DN37468_c0_g1_i3 403 17
TRINITY_DN37469_c0_g1_i3 307 3
TRINITY_DN3746_c2_g1_i8 2326 1
TRINITY_DN3746_c4_g1_i5 2005 4
TRINITY_DN37498_c0_g2_i9 424 17
TRINITY_DN3749_c0_g1_i8 1228 5
TRINITY_DN374_c0_g2_i1 538 5
TRINITY_DN3750_c0_g6_i2 910 2
TRINITY_DN3751_c0_g1_i3 1282 2
TRINITY_DN3751_c1_g1_i12 5560 4
TRINITY_DN3752_c1_g1_i1 1945 2
TRINITY_DN3753_c1_g1_i3 916 11
TRINITY_DN37551_c0_g1_i6 934 1
TRINITY_DN37553_c0_g2_i4 1630 2
TRINITY_DN3755_c2_g1_i3 460 1
TRINITY_DN37560_c0_g1_i2 787 1
TRINITY_DN37560_c0_g4_i1 343 1
TRINITY_DN3757_c0_g1_i9 3346 10
TRINITY_DN3757_c1_g2_i1 904 16
TRINITY_DN3758_c0_g1_i4 1057 8
TRINITY_DN3758_c0_g4_i1 1012 36
TRINITY_DN3758_c1_g2_i5 2248 9
TRINITY_DN3759_c0_g1_i4 1252 9
TRINITY_DN3759_c1_g1_i4 1060 8
TRINITY_DN375_c0_g2_i2 412 2
TRINITY_DN375_c4_g1_i1 1729 2
TRINITY_DN37603_c0_g4_i1 553 4
TRINITY_DN376081_c0_g1_i1 913 1
TRINITY_DN3760_c0_g2_i1 373 2
TRINITY_DN3761_c0_g1_i3 661 35
TRINITY_DN37625_c0_g1_i7 310 1
TRINITY_DN37673_c0_g2_i3 721 2
TRINITY_DN3767_c0_g1_i1 1060 2
TRINITY_DN3767_c0_g4_i1 1561 4
TRINITY_DN37705_c0_g1_i5 385 17
TRINITY_DN3770_c0_g1_i5 1399 57
TRINITY_DN3771_c1_g4_i2 751 2
TRINITY_DN3772_c0_g1_i3 1699 14
TRINITY_DN3772_c2_g1_i8 640 24
TRINITY_DN3772_c4_g2_i1 433 9
TRINITY_DN3773_c0_g1_i3 439 1
TRINITY_DN3774_c0_g2_i5 1240 6
TRINITY_DN3774_c0_g3_i8 1240 5
TRINITY_DN37756_c0_g1_i1 346 1
TRINITY_DN3775_c0_g1_i10 901 22
TRINITY_DN377607_c0_g1_i1 391 1
TRINITY_DN3777_c0_g1_i9 400 9
TRINITY_DN37786_c0_g1_i5 601 1
TRINITY_DN3778_c0_g1_i6 3502 6
TRINITY_DN3778_c2_g1_i7 610 12
TRINITY_DN37796_c0_g1_i5 460 13
TRINITY_DN3779_c0_g1_i1 3055 2
TRINITY_DN377_c0_g1_i5 919 4
TRINITY_DN377_c4_g1_i2 2359 4
TRINITY_DN3781_c0_g2_i3 3076 3
TRINITY_DN37834_c2_g1_i1 358 5
TRINITY_DN37836_c0_g1_i1 388 13
TRINITY_DN37845_c0_g1_i2 1345 2
TRINITY_DN3784_c2_g1_i1 343 1
TRINITY_DN37853_c0_g1_i1 493 7
TRINITY_DN37862_c0_g1_i3 463 9
TRINITY_DN3786_c0_g1_i4 649 5
TRINITY_DN3787_c1_g1_i14 442 14
TRINITY_DN378_c0_g1_i1 1507 1
TRINITY_DN378_c1_g3_i1 859 1
TRINITY_DN37918_c0_g1_i1 1978 6
TRINITY_DN37929_c0_g3_i4 313 5
TRINITY_DN37932_c1_g1_i21 523 29
TRINITY_DN3793_c0_g1_i3 529 8
TRINITY_DN3795_c0_g1_i3 412 9
TRINITY_DN37960_c0_g1_i4 883 25
TRINITY_DN37969_c0_g1_i2 886 1
TRINITY_DN3797_c0_g1_i1 994 6
TRINITY_DN3798_c0_g1_i3 652 4
TRINITY_DN3798_c1_g1_i2 2977 10
TRINITY_DN37_c0_g1_i12 4258 12
TRINITY_DN38000_c0_g1_i9 598 7
TRINITY_DN38008_c0_g1_i3 394 9
TRINITY_DN3800_c0_g2_i2 577 6
TRINITY_DN3800_c1_g1_i1 838 2
TRINITY_DN3801_c0_g1_i2 517 1
TRINITY_DN38034_c0_g1_i2 898 1
TRINITY_DN38053_c0_g1_i7 3877 13
TRINITY_DN3805_c0_g1_i7 3178 1
TRINITY_DN3805_c0_g3_i1 943 3
TRINITY_DN3806_c0_g1_i3 325 1
TRINITY_DN3808_c0_g2_i2 3682 21
TRINITY_DN38127_c0_g1_i2 355 1
TRINITY_DN3812_c0_g1_i2 418 13
TRINITY_DN38164_c0_g1_i2 847 13
TRINITY_DN3817_c0_g2_i3 607 23
TRINITY_DN3818_c0_g1_i11 1030 11
TRINITY_DN381_c0_g2_i7 3679 1
TRINITY_DN38228_c1_g1_i1 3919 6
TRINITY_DN38231_c1_g1_i1 361 1
TRINITY_DN38237_c0_g2_i6 2881 12
TRINITY_DN3823_c0_g1_i4 1159 8
TRINITY_DN3824_c0_g1_i5 1093 10
TRINITY_DN38257_c0_g1_i1 436 15
TRINITY_DN38258_c0_g1_i2 418 7
TRINITY_DN38268_c0_g1_i2 313 3
TRINITY_DN3826_c0_g1_i6 1234 11
TRINITY_DN38292_c0_g1_i10 2152 4
TRINITY_DN382_c0_g1_i9 640 4
TRINITY_DN3830_c0_g1_i4 1843 42
TRINITY_DN38310_c0_g1_i1 481 9
TRINITY_DN38343_c0_g1_i8 2506 1
TRINITY_DN3836_c0_g2_i2 2734 3
TRINITY_DN38385_c0_g2_i1 442 10
TRINITY_DN3838_c0_g1_i6 904 1
TRINITY_DN3838_c0_g3_i2 1414 2
TRINITY_DN3838_c1_g1_i12 2788 1
TRINITY_DN383_c0_g1_i7 1069 6
TRINITY_DN383_c1_g1_i2 1051 1
TRINITY_DN383_c7_g1_i2 694 22
TRINITY_DN38406_c0_g1_i1 529 3
TRINITY_DN3841_c0_g1_i15 1075 6
TRINITY_DN3841_c2_g2_i3 607 1
TRINITY_DN3841_c8_g1_i1 1270 4
TRINITY_DN38421_c0_g2_i4 973 3
TRINITY_DN38423_c1_g1_i15 370 15
TRINITY_DN3842_c0_g1_i7 1357 31
TRINITY_DN38433_c0_g1_i2 1618 40
TRINITY_DN38435_c0_g1_i14 1666 28
TRINITY_DN38449_c0_g1_i1 310 1
TRINITY_DN38451_c0_g1_i6 721 1
TRINITY_DN3847_c0_g1_i4 511 12
TRINITY_DN38487_c0_g1_i5 607 1
TRINITY_DN3849_c0_g1_i1 832 29
TRINITY_DN384_c0_g1_i2 2635 1
TRINITY_DN384_c0_g2_i5 1651 4
TRINITY_DN384_c4_g1_i2 766 12
TRINITY_DN38506_c0_g1_i1 3058 9
TRINITY_DN3850_c0_g1_i4 1288 2
TRINITY_DN3851_c0_g1_i3 751 25
TRINITY_DN38534_c0_g2_i4 3352 13
TRINITY_DN38537_c0_g1_i5 661 2
TRINITY_DN3854_c0_g2_i12 3538 8
TRINITY_DN38560_c0_g1_i2 469 14
TRINITY_DN3857_c1_g1_i1 1183 4
TRINITY_DN3857_c1_g4_i2 1051 1
TRINITY_DN385_c0_g1_i3 2089 1
TRINITY_DN385_c1_g1_i9 1147 38
TRINITY_DN38606_c0_g1_i1 430 21
TRINITY_DN3860_c0_g2_i1 2293 2
TRINITY_DN3861_c0_g1_i8 859 3
TRINITY_DN3861_c1_g1_i10 1177 20
TRINITY_DN3861_c1_g2_i1 1888 6
TRINITY_DN38635_c0_g2_i4 3580 4
TRINITY_DN3863_c0_g1_i4 2317 9
TRINITY_DN3864_c0_g1_i2 1129 1
TRINITY_DN3866_c1_g1_i10 1879 103
TRINITY_DN3867_c0_g1_i2 1504 2
TRINITY_DN38689_c0_g2_i2 325 8
TRINITY_DN3870_c0_g1_i1 5116 7
TRINITY_DN3870_c3_g1_i7 424 3
TRINITY_DN3871_c0_g2_i2 1189 2
TRINITY_DN3872_c0_g1_i4 604 2
TRINITY_DN38732_c0_g1_i1 316 9
TRINITY_DN38734_c0_g2_i6 502 10
