transcript_BGM_F len_BGM_F n_var_BGM_F
TRINITY_DN33927_c0_g1_i7 2515 1
TRINITY_DN3393_c0_g1_i8 2248 94
TRINITY_DN33946_c0_g2_i6 988 3
TRINITY_DN3394_c0_g1_i5 1579 20
TRINITY_DN33951_c0_g2_i1 376 10
TRINITY_DN3395_c1_g3_i3 4321 2
TRINITY_DN3396_c0_g1_i2 649 5
TRINITY_DN3398_c1_g1_i2 814 1
TRINITY_DN3398_c2_g1_i20 1213 1
TRINITY_DN3398_c2_g2_i1 379 1
TRINITY_DN339_c0_g1_i2 970 17
TRINITY_DN339_c1_g1_i3 5581 12
TRINITY_DN339_c2_g1_i5 4276 8
TRINITY_DN339_c3_g1_i5 3442 26
TRINITY_DN339_c7_g1_i1 1660 1
TRINITY_DN33_c0_g1_i1 1225 2
TRINITY_DN33_c0_g4_i1 1219 3
TRINITY_DN34015_c1_g1_i10 2248 41
TRINITY_DN3401_c1_g2_i5 1267 2
TRINITY_DN34053_c0_g3_i3 2041 6
TRINITY_DN3405_c0_g1_i5 1771 5
TRINITY_DN34071_c1_g1_i5 682 27
TRINITY_DN340821_c0_g1_i1 565 1
TRINITY_DN34083_c0_g1_i6 3706 1
TRINITY_DN34086_c0_g1_i3 448 1
TRINITY_DN3410_c0_g1_i1 1498 3
TRINITY_DN34110_c0_g1_i6 355 2
TRINITY_DN3411_c0_g1_i19 7585 19
TRINITY_DN34123_c0_g1_i1 1339 1
TRINITY_DN3413_c0_g1_i17 2104 7
TRINITY_DN34140_c0_g1_i1 430 20
TRINITY_DN34163_c0_g1_i3 328 16
TRINITY_DN34164_c0_g1_i8 505 9
TRINITY_DN34164_c0_g3_i1 439 5
TRINITY_DN3416_c0_g1_i9 325 11
TRINITY_DN3416_c2_g1_i4 436 3
TRINITY_DN34201_c0_g1_i5 607 22
TRINITY_DN3424_c1_g1_i3 880 3
TRINITY_DN3424_c4_g1_i3 4582 16
TRINITY_DN34262_c0_g1_i18 3391 1
TRINITY_DN3426_c0_g1_i26 1390 18
TRINITY_DN34284_c0_g1_i1 1897 10
TRINITY_DN34288_c0_g1_i6 2518 9
TRINITY_DN3428_c0_g1_i9 2260 5
TRINITY_DN3429_c0_g1_i11 343 2
TRINITY_DN3429_c1_g2_i6 1339 2
TRINITY_DN342_c1_g1_i8 670 4
TRINITY_DN342_c2_g1_i2 9625 5
TRINITY_DN342_c2_g2_i4 1831 7
TRINITY_DN34304_c0_g1_i3 412 18
TRINITY_DN34308_c0_g1_i3 1156 37
TRINITY_DN3430_c0_g1_i16 2152 8
TRINITY_DN34312_c2_g1_i3 388 10
TRINITY_DN34316_c0_g1_i1 316 15
TRINITY_DN34327_c0_g1_i3 304 10
TRINITY_DN34345_c0_g1_i1 367 11
TRINITY_DN34357_c0_g1_i7 364 3
TRINITY_DN3436_c0_g1_i2 1015 1
TRINITY_DN3436_c0_g2_i2 958 1
TRINITY_DN3437_c0_g1_i2 757 8
TRINITY_DN3437_c0_g2_i1 598 3
TRINITY_DN3438_c0_g1_i1 4888 7
TRINITY_DN3440_c0_g1_i5 4588 2
TRINITY_DN3440_c1_g1_i15 568 14
TRINITY_DN34424_c0_g1_i2 850 1
TRINITY_DN3442_c0_g2_i4 658 1
TRINITY_DN3445_c1_g1_i3 322 5
TRINITY_DN34467_c0_g4_i7 1108 3
TRINITY_DN3447_c0_g1_i2 625 1
TRINITY_DN3448_c0_g1_i13 4066 3
TRINITY_DN344_c1_g1_i2 481 1
TRINITY_DN344_c2_g1_i6 811 3
TRINITY_DN344_c3_g1_i3 1309 2
TRINITY_DN34522_c0_g2_i1 727 2
TRINITY_DN3453_c0_g5_i1 1534 4
TRINITY_DN34560_c0_g1_i1 352 1
TRINITY_DN3456_c0_g1_i8 1141 22
TRINITY_DN3457_c0_g1_i2 3256 1
TRINITY_DN3457_c1_g1_i1 532 21
TRINITY_DN3457_c2_g1_i2 1690 2
TRINITY_DN3457_c3_g2_i1 646 1
TRINITY_DN3458_c0_g1_i6 760 19
TRINITY_DN3459_c0_g2_i3 2527 7
TRINITY_DN3459_c14_g1_i13 1486 3
TRINITY_DN3459_c1_g2_i2 1207 44
TRINITY_DN3459_c2_g1_i12 2440 10
TRINITY_DN345_c1_g1_i6 490 5
TRINITY_DN34623_c0_g1_i1 343 11
TRINITY_DN34633_c1_g2_i1 586 1
TRINITY_DN3463_c0_g1_i2 751 2
TRINITY_DN3464_c0_g1_i11 2332 8
TRINITY_DN34651_c1_g1_i1 1033 1
TRINITY_DN3466_c0_g1_i2 2005 1
TRINITY_DN3466_c0_g3_i1 1924 2
TRINITY_DN3467_c0_g1_i1 2605 1
TRINITY_DN346_c1_g1_i1 1624 2
TRINITY_DN3470_c0_g2_i3 1144 1
TRINITY_DN3470_c1_g1_i5 2320 67
TRINITY_DN3472_c0_g3_i2 2635 24
TRINITY_DN3473_c0_g2_i6 2044 2
TRINITY_DN3474_c0_g1_i9 1027 3
TRINITY_DN3476_c0_g1_i3 493 1
TRINITY_DN3476_c1_g1_i12 475 2
TRINITY_DN34789_c0_g1_i6 1189 1
TRINITY_DN347_c1_g1_i18 1870 66
TRINITY_DN34812_c0_g1_i2 427 1
TRINITY_DN34816_c0_g1_i1 4084 18
TRINITY_DN3481_c0_g1_i17 2461 1
TRINITY_DN3483_c0_g2_i2 2329 7
TRINITY_DN3483_c0_g3_i3 529 1
TRINITY_DN3483_c1_g1_i9 3094 16
TRINITY_DN3484_c2_g1_i1 409 1
TRINITY_DN34862_c0_g1_i1 1981 1
TRINITY_DN3486_c0_g1_i15 3709 6
TRINITY_DN34874_c0_g1_i2 796 17
TRINITY_DN34874_c0_g2_i1 607 2
TRINITY_DN3487_c0_g1_i1 448 2
TRINITY_DN34882_c0_g1_i4 1639 1
TRINITY_DN3488_c0_g1_i8 6169 2
TRINITY_DN348_c0_g1_i1 1225 2
TRINITY_DN348_c0_g2_i9 1975 5
TRINITY_DN348_c1_g3_i1 1822 1
TRINITY_DN348_c2_g1_i2 382 15
TRINITY_DN34911_c0_g1_i7 628 16
TRINITY_DN34916_c0_g1_i9 2050 72
TRINITY_DN34920_c0_g1_i4 958 3
TRINITY_DN34922_c0_g1_i1 481 13
TRINITY_DN34924_c0_g1_i2 460 3
TRINITY_DN3492_c1_g3_i1 3412 20
TRINITY_DN34938_c0_g1_i4 1435 3
TRINITY_DN34955_c0_g1_i2 511 1
TRINITY_DN34960_c3_g1_i1 298 1
TRINITY_DN3496_c1_g1_i7 5956 7
TRINITY_DN3497_c1_g1_i1 3100 69
TRINITY_DN3498_c1_g1_i2 1936 1
TRINITY_DN3499_c0_g1_i2 1240 6
TRINITY_DN3499_c0_g2_i12 1324 3
TRINITY_DN3500_c1_g1_i2 2425 6
TRINITY_DN35010_c0_g1_i3 1039 1
TRINITY_DN3504_c0_g1_i5 850 1
TRINITY_DN35064_c0_g1_i2 532 17
TRINITY_DN3506_c2_g2_i4 385 4
TRINITY_DN35079_c0_g2_i5 718 6
TRINITY_DN350_c0_g5_i1 1576 1
TRINITY_DN35102_c0_g1_i1 322 6
TRINITY_DN35117_c2_g2_i1 682 1
TRINITY_DN35122_c0_g1_i1 313 7
TRINITY_DN3512_c1_g1_i9 2344 11
TRINITY_DN3513_c0_g2_i19 706 1
TRINITY_DN35142_c0_g1_i1 442 18
TRINITY_DN35149_c0_g1_i3 1225 3
TRINITY_DN3514_c0_g1_i6 1645 46
TRINITY_DN3514_c1_g1_i5 973 30
TRINITY_DN3514_c2_g1_i4 2968 49
TRINITY_DN3515_c0_g1_i13 1018 3
TRINITY_DN35161_c0_g1_i14 715 7
TRINITY_DN35165_c0_g2_i1 367 21
TRINITY_DN3516_c0_g1_i5 634 2
TRINITY_DN351_c0_g1_i18 946 12
TRINITY_DN35213_c0_g1_i11 1237 24
TRINITY_DN35233_c0_g1_i4 511 22
TRINITY_DN35239_c0_g1_i5 916 13
TRINITY_DN35239_c1_g1_i1 313 17
TRINITY_DN3523_c1_g1_i3 1519 25
TRINITY_DN35291_c0_g1_i3 604 9
TRINITY_DN35295_c0_g1_i8 406 14
TRINITY_DN3529_c1_g1_i11 1624 1
TRINITY_DN3529_c2_g1_i1 1090 47
TRINITY_DN352_c0_g1_i16 1816 2
TRINITY_DN352_c1_g1_i1 772 1
TRINITY_DN3530_c0_g1_i6 1429 55
TRINITY_DN3530_c0_g3_i2 322 1
TRINITY_DN3530_c1_g2_i8 688 17
TRINITY_DN3531_c0_g1_i9 1357 4
TRINITY_DN35337_c3_g1_i7 1252 2
TRINITY_DN3533_c0_g1_i3 400 2
TRINITY_DN35344_c1_g1_i1 400 16
TRINITY_DN3534_c0_g1_i1 901 34
TRINITY_DN35350_c0_g1_i15 322 16
TRINITY_DN35354_c0_g1_i2 799 24
TRINITY_DN3536_c0_g1_i8 955 3
TRINITY_DN3536_c0_g3_i4 5029 214
TRINITY_DN3537_c0_g1_i11 1810 10
TRINITY_DN35395_c0_g2_i1 568 4
TRINITY_DN353_c0_g1_i13 2002 5
TRINITY_DN35405_c0_g2_i11 1957 9
TRINITY_DN3540_c0_g1_i14 736 2
TRINITY_DN3541_c0_g1_i4 2476 9
TRINITY_DN35436_c0_g1_i1 301 10
TRINITY_DN3543_c0_g1_i8 1357 2
TRINITY_DN3544_c0_g1_i7 2362 2
TRINITY_DN3545_c0_g1_i1 985 8
TRINITY_DN35463_c0_g1_i9 754 7
TRINITY_DN3546_c0_g1_i12 3025 13
TRINITY_DN35472_c0_g1_i3 316 7
TRINITY_DN3547_c0_g1_i3 853 1
TRINITY_DN3548_c0_g1_i8 1495 38
TRINITY_DN3549_c0_g1_i6 358 1
TRINITY_DN354_c1_g3_i1 1417 7
TRINITY_DN354_c2_g1_i2 1978 3
TRINITY_DN354_c3_g1_i2 2722 2
TRINITY_DN355013_c0_g1_i1 739 2
TRINITY_DN35509_c0_g1_i3 505 25
TRINITY_DN3552_c0_g1_i2 2176 6
TRINITY_DN35541_c0_g1_i2 751 2
TRINITY_DN35546_c2_g1_i1 637 1
TRINITY_DN35547_c0_g1_i15 1204 7
TRINITY_DN3557_c2_g1_i3 2233 4
TRINITY_DN3557_c3_g1_i6 7141 13
TRINITY_DN35586_c1_g1_i4 1576 3
TRINITY_DN3558_c1_g1_i3 1144 1
TRINITY_DN355_c0_g2_i1 3880 30
TRINITY_DN355_c1_g1_i1 1081 1
TRINITY_DN356167_c0_g1_i1 760 1
TRINITY_DN3562_c0_g1_i11 547 2
TRINITY_DN35636_c0_g1_i2 745 17
TRINITY_DN3563_c0_g1_i4 1531 5
TRINITY_DN3563_c0_g3_i2 1702 2
TRINITY_DN3565_c0_g1_i5 1735 66
TRINITY_DN3567_c0_g1_i5 1261 59
TRINITY_DN35686_c0_g1_i6 2428 13
TRINITY_DN3569_c0_g1_i1 724 8
TRINITY_DN356_c1_g3_i5 1030 51
TRINITY_DN356_c2_g1_i9 322 6
TRINITY_DN356_c5_g1_i1 406 1
TRINITY_DN3570_c0_g1_i4 319 2
TRINITY_DN3574_c0_g1_i2 1915 39
TRINITY_DN3574_c0_g2_i1 1747 25
TRINITY_DN35762_c1_g1_i3 5473 9
TRINITY_DN357_c0_g2_i1 4891 4
TRINITY_DN357_c1_g1_i8 1321 23
TRINITY_DN357_c1_g2_i1 601 10
TRINITY_DN357_c3_g2_i4 1519 1
TRINITY_DN357_c4_g1_i1 1114 2
TRINITY_DN35810_c0_g1_i2 400 5
TRINITY_DN3581_c0_g1_i6 499 15
TRINITY_DN35831_c0_g1_i7 748 6
TRINITY_DN3583_c0_g1_i5 2686 3
TRINITY_DN35843_c0_g1_i5 316 4
TRINITY_DN35854_c0_g1_i13 6724 6
TRINITY_DN35854_c0_g2_i2 5113 33
TRINITY_DN3585_c0_g1_i2 1498 4
TRINITY_DN3585_c1_g1_i1 871 2
TRINITY_DN35861_c0_g1_i5 337 19
TRINITY_DN35861_c0_g2_i2 328 2
TRINITY_DN35898_c0_g1_i4 310 4
TRINITY_DN3589_c0_g2_i1 712 21
TRINITY_DN3589_c8_g1_i5 778 1
TRINITY_DN358_c0_g1_i24 2401 3
TRINITY_DN35901_c1_g1_i7 2869 6
TRINITY_DN35905_c0_g1_i4 385 15
TRINITY_DN35935_c0_g1_i1 388 10
TRINITY_DN35944_c0_g2_i1 352 10
TRINITY_DN3596_c0_g1_i12 301 1
TRINITY_DN3597_c3_g1_i1 1381 2
TRINITY_DN35989_c0_g1_i1 463 2
TRINITY_DN359_c11_g1_i1 1165 3
TRINITY_DN359_c1_g1_i3 2284 2
TRINITY_DN359_c1_g2_i1 2518 10
TRINITY_DN359_c2_g1_i5 2317 33
TRINITY_DN359_c3_g1_i7 538 2
TRINITY_DN35_c0_g1_i4 1519 4
TRINITY_DN35_c0_g2_i3 1555 8
TRINITY_DN3600_c0_g1_i1 2266 10
TRINITY_DN3600_c0_g2_i1 3214 4
TRINITY_DN3600_c1_g1_i6 1765 45
TRINITY_DN3601_c0_g1_i1 307 1
TRINITY_DN36023_c0_g1_i1 928 1
TRINITY_DN3605_c0_g1_i2 2503 2
TRINITY_DN3605_c0_g2_i3 964 2
TRINITY_DN36077_c0_g1_i7 301 11
TRINITY_DN3607_c0_g1_i6 1192 6
TRINITY_DN3610_c0_g1_i7 676 9
TRINITY_DN36129_c0_g1_i5 1174 6
TRINITY_DN3613_c1_g1_i14 1084 2
TRINITY_DN3614_c0_g1_i4 475 22
TRINITY_DN3616_c1_g1_i1 1048 10
TRINITY_DN36174_c0_g2_i2 2434 12
TRINITY_DN3617_c0_g1_i3 1438 18
TRINITY_DN3617_c1_g1_i7 718 2
TRINITY_DN3619_c0_g1_i13 5296 4
TRINITY_DN36219_c0_g1_i5 436 1
TRINITY_DN3621_c0_g1_i12 685 17
TRINITY_DN3622_c2_g1_i1 2617 3
TRINITY_DN3623_c0_g1_i4 2446 10
TRINITY_DN36266_c0_g1_i18 754 17
TRINITY_DN36271_c0_g1_i3 538 11
TRINITY_DN3627_c0_g1_i16 1813 1
TRINITY_DN36284_c0_g1_i1 439 18
TRINITY_DN3629_c0_g2_i5 1567 3
TRINITY_DN362_c4_g1_i1 5851 1
TRINITY_DN36325_c0_g1_i7 973 14
TRINITY_DN36357_c0_g1_i2 721 2
TRINITY_DN3636_c1_g1_i6 388 14
TRINITY_DN3637_c0_g2_i1 904 1
TRINITY_DN3637_c1_g1_i2 562 2
TRINITY_DN36385_c0_g1_i1 664 24
TRINITY_DN3638_c1_g1_i8 580 2
TRINITY_DN36390_c0_g1_i5 1828 58
TRINITY_DN36396_c0_g1_i4 1519 26
TRINITY_DN36399_c0_g1_i2 379 5
TRINITY_DN363_c2_g2_i1 1234 2
TRINITY_DN3641_c0_g3_i1 1372 3
TRINITY_DN36444_c0_g1_i1 2668 1
TRINITY_DN36445_c0_g1_i7 1408 27
TRINITY_DN3646_c0_g1_i6 397 1
TRINITY_DN3647_c0_g1_i21 2824 6
TRINITY_DN364_c0_g2_i3 964 1
TRINITY_DN364_c0_g3_i8 1393 2
TRINITY_DN3651_c0_g1_i5 1045 37
TRINITY_DN3652_c1_g1_i1 1498 12
TRINITY_DN3654_c1_g1_i3 2311 45
TRINITY_DN3654_c1_g2_i2 361 5
TRINITY_DN3655_c0_g1_i2 532 11
TRINITY_DN3657_c11_g1_i1 1792 3
TRINITY_DN3657_c15_g1_i1 1636 3
TRINITY_DN3657_c3_g1_i3 724 1
TRINITY_DN36587_c0_g3_i1 448 12
TRINITY_DN3658_c1_g1_i1 550 20
TRINITY_DN365_c16_g1_i2 403 2
TRINITY_DN365_c2_g1_i6 448 3
TRINITY_DN365_c3_g1_i6 1141 1
TRINITY_DN365_c5_g1_i2 2059 2
TRINITY_DN365_c9_g1_i1 646 24
TRINITY_DN36635_c0_g1_i3 373 13
TRINITY_DN3663_c1_g1_i9 340 9
TRINITY_DN3664_c0_g1_i1 556 1
TRINITY_DN3665_c0_g1_i7 3817 5
TRINITY_DN3667_c0_g1_i1 622 3
TRINITY_DN3668_c0_g1_i9 2338 5
TRINITY_DN3668_c1_g1_i2 556 7
TRINITY_DN3669_c0_g1_i1 496 2
TRINITY_DN366_c0_g1_i20 2374 8
TRINITY_DN3671_c0_g1_i8 493 18
TRINITY_DN36731_c0_g1_i5 2527 1
TRINITY_DN3674_c0_g1_i5 2749 2
TRINITY_DN3675_c0_g1_i5 1600 1
TRINITY_DN36766_c0_g1_i5 301 8
TRINITY_DN3677_c0_g1_i10 850 1
TRINITY_DN3678_c1_g1_i7 724 1
TRINITY_DN3678_c2_g1_i1 1120 1
TRINITY_DN367_c0_g1_i5 1939 69
TRINITY_DN367_c10_g1_i1 1096 2
TRINITY_DN367_c1_g1_i2 541 1
TRINITY_DN36804_c0_g1_i1 334 2
TRINITY_DN368_c0_g1_i1 694 2
TRINITY_DN36911_c0_g1_i2 343 7
TRINITY_DN36924_c0_g1_i7 607 12
TRINITY_DN3692_c1_g1_i2 997 2
TRINITY_DN3693_c0_g1_i4 1270 2
TRINITY_DN36942_c0_g1_i4 2506 37
TRINITY_DN3694_c0_g1_i5 3439 6
TRINITY_DN3697_c0_g1_i10 520 2
TRINITY_DN3697_c0_g2_i1 1378 13
TRINITY_DN3698_c0_g1_i8 4027 7
TRINITY_DN36992_c0_g2_i1 556 1
TRINITY_DN369_c0_g1_i5 1783 3
TRINITY_DN36_c2_g1_i5 811 3
TRINITY_DN37028_c0_g1_i2 934 10
TRINITY_DN37040_c0_g1_i1 310 14
TRINITY_DN37055_c0_g1_i1 490 11
TRINITY_DN3709_c0_g2_i2 1738 2
TRINITY_DN3709_c1_g1_i7 1483 1
TRINITY_DN37101_c0_g1_i3 571 3
TRINITY_DN3713_c0_g1_i10 2023 3
TRINITY_DN3713_c0_g2_i13 1825 3
TRINITY_DN37168_c0_g1_i9 4039 5
TRINITY_DN3716_c0_g1_i2 1237 11
TRINITY_DN37183_c0_g1_i3 865 9
TRINITY_DN37189_c0_g1_i18 598 33
TRINITY_DN37193_c0_g2_i4 466 1
TRINITY_DN37196_c0_g1_i1 1315 2
TRINITY_DN37197_c0_g2_i3 2287 11
TRINITY_DN37198_c0_g1_i5 865 3
TRINITY_DN3719_c0_g1_i5 1774 3
TRINITY_DN37207_c1_g1_i6 319 14
TRINITY_DN3720_c0_g1_i5 1540 2
TRINITY_DN3720_c1_g1_i1 934 5
TRINITY_DN37227_c0_g1_i8 622 12
TRINITY_DN37275_c0_g1_i8 2851 15
TRINITY_DN3727_c0_g3_i6 472 1
TRINITY_DN37282_c0_g1_i2 1942 14
TRINITY_DN37295_c1_g1_i1 322 7
TRINITY_DN372_c1_g1_i1 1015 1
TRINITY_DN37302_c0_g1_i5 445 1
TRINITY_DN3730_c0_g1_i4 6337 30
TRINITY_DN37313_c0_g1_i8 616 16
TRINITY_DN37335_c0_g1_i6 3070 1
TRINITY_DN37335_c0_g2_i2 979 2
TRINITY_DN3733_c4_g2_i1 1810 3
TRINITY_DN3734_c0_g1_i5 1663 4
TRINITY_DN37354_c0_g1_i4 1087 9
TRINITY_DN3735_c2_g1_i4 346 11
TRINITY_DN37375_c0_g2_i5 532 2
TRINITY_DN37387_c0_g1_i4 1006 1
TRINITY_DN37395_c0_g1_i5 904 1
TRINITY_DN37395_c0_g4_i9 1840 2
TRINITY_DN373_c1_g1_i9 1873 7
TRINITY_DN373_c2_g1_i8 763 2
TRINITY_DN37404_c0_g2_i1 427 16
TRINITY_DN3741_c0_g1_i4 799 14
TRINITY_DN3742_c0_g1_i7 955 64
TRINITY_DN37439_c0_g1_i1 301 14
TRINITY_DN3743_c0_g1_i5 307 14
TRINITY_DN3744_c1_g1_i4 1063 2
TRINITY_DN3744_c2_g1_i9 484 1
TRINITY_DN3744_c3_g1_i5 670 3
TRINITY_DN3744_c6_g1_i1 3529 5
TRINITY_DN37464_c0_g1_i3 337 4
TRINITY_DN37468_c0_g1_i3 403 12
TRINITY_DN3746_c2_g1_i8 2326 1
TRINITY_DN3746_c4_g1_i5 2005 3
TRINITY_DN37498_c0_g2_i9 424 19
TRINITY_DN374_c0_g2_i1 538 8
TRINITY_DN3750_c0_g6_i2 910 4
TRINITY_DN3751_c0_g1_i3 1282 1
TRINITY_DN3751_c1_g1_i12 5560 6
TRINITY_DN3752_c1_g1_i1 1945 2
TRINITY_DN3753_c0_g1_i2 1240 1
TRINITY_DN3753_c1_g1_i3 916 14
TRINITY_DN37553_c0_g2_i4 1630 2
TRINITY_DN3755_c2_g1_i3 460 1
TRINITY_DN37560_c0_g1_i2 787 1
TRINITY_DN37560_c0_g4_i1 343 1
TRINITY_DN3757_c0_g1_i9 3346 10
TRINITY_DN3757_c1_g2_i1 904 12
TRINITY_DN3758_c0_g1_i4 1057 11
TRINITY_DN3758_c0_g4_i1 1012 27
TRINITY_DN3758_c1_g2_i5 2248 9
TRINITY_DN3759_c0_g1_i4 1252 6
TRINITY_DN3759_c1_g1_i4 1060 7
TRINITY_DN375_c0_g2_i2 412 7
TRINITY_DN375_c4_g1_i1 1729 3
TRINITY_DN376081_c0_g1_i1 913 1
TRINITY_DN3760_c0_g2_i1 373 2
TRINITY_DN3761_c0_g1_i3 661 31
TRINITY_DN37673_c0_g2_i3 721 1
TRINITY_DN3767_c0_g1_i1 1060 2
TRINITY_DN3767_c0_g4_i1 1561 7
TRINITY_DN3768_c1_g1_i3 2476 2
TRINITY_DN37705_c0_g1_i5 385 21
TRINITY_DN3770_c0_g1_i5 1399 16
TRINITY_DN3771_c1_g4_i2 751 4
TRINITY_DN3772_c0_g1_i3 1699 18
TRINITY_DN3772_c2_g1_i8 640 25
TRINITY_DN3772_c4_g2_i1 433 4
TRINITY_DN3774_c0_g2_i5 1240 4
TRINITY_DN3774_c0_g3_i8 1240 4
TRINITY_DN37756_c0_g1_i1 346 1
TRINITY_DN3775_c0_g1_i10 901 29
TRINITY_DN3777_c0_g1_i9 400 3
TRINITY_DN37786_c0_g1_i5 601 1
TRINITY_DN3778_c2_g1_i7 610 2
TRINITY_DN37796_c0_g1_i5 460 19
TRINITY_DN377_c0_g1_i5 919 1
TRINITY_DN377_c4_g1_i2 2359 3
TRINITY_DN3781_c0_g2_i3 3076 3
TRINITY_DN37834_c2_g1_i1 358 3
TRINITY_DN37836_c0_g1_i1 388 14
TRINITY_DN37845_c0_g1_i2 1345 1
TRINITY_DN37853_c0_g1_i1 493 3
TRINITY_DN37862_c0_g1_i3 463 5
TRINITY_DN3786_c0_g1_i4 649 7
TRINITY_DN3787_c1_g1_i14 442 9
TRINITY_DN37918_c0_g1_i1 1978 7
TRINITY_DN37929_c0_g3_i4 313 4
TRINITY_DN37932_c1_g1_i21 523 25
TRINITY_DN3793_c0_g1_i3 529 9
TRINITY_DN3795_c0_g1_i3 412 1
TRINITY_DN37960_c0_g1_i4 883 17
TRINITY_DN37964_c0_g1_i1 436 1
TRINITY_DN37969_c0_g1_i2 886 1
TRINITY_DN3797_c0_g1_i1 994 7
TRINITY_DN3798_c1_g1_i2 2977 6
TRINITY_DN37_c0_g1_i12 4258 11
TRINITY_DN38008_c0_g1_i3 394 5
TRINITY_DN3800_c0_g2_i2 577 15
TRINITY_DN3800_c1_g1_i1 838 2
TRINITY_DN38053_c0_g1_i7 3877 13
TRINITY_DN3805_c0_g1_i7 3178 1
TRINITY_DN3805_c0_g3_i1 943 2
TRINITY_DN3806_c0_g1_i3 325 1
TRINITY_DN3808_c0_g2_i2 3682 20
TRINITY_DN380_c0_g1_i14 697 1
TRINITY_DN38127_c0_g1_i2 355 1
TRINITY_DN3812_c0_g1_i2 418 8
TRINITY_DN38164_c0_g1_i2 847 1
TRINITY_DN3817_c0_g2_i3 607 11
TRINITY_DN3818_c0_g1_i11 1030 7
TRINITY_DN38231_c1_g1_i1 361 3
TRINITY_DN38237_c0_g2_i6 2881 8
TRINITY_DN3824_c0_g1_i5 1093 8
TRINITY_DN38257_c0_g1_i1 436 14
TRINITY_DN38258_c0_g1_i2 418 1
TRINITY_DN38268_c0_g1_i2 313 7
TRINITY_DN3826_c0_g1_i6 1234 15
TRINITY_DN38292_c0_g1_i10 2152 4
TRINITY_DN382_c0_g1_i9 640 2
TRINITY_DN3830_c0_g1_i4 1843 48
TRINITY_DN38310_c0_g1_i1 481 11
TRINITY_DN3832_c0_g1_i11 574 2
TRINITY_DN38343_c0_g1_i8 2506 1
TRINITY_DN3836_c0_g2_i2 2734 1
TRINITY_DN38385_c0_g2_i1 442 6
TRINITY_DN3838_c0_g1_i6 904 9
TRINITY_DN3838_c0_g3_i2 1414 1
TRINITY_DN3838_c1_g1_i12 2788 1
TRINITY_DN383_c0_g1_i7 1069 5
TRINITY_DN383_c7_g1_i2 694 19
TRINITY_DN38406_c0_g1_i1 529 4
TRINITY_DN3841_c0_g1_i15 1075 6
TRINITY_DN3841_c2_g2_i3 607 1
TRINITY_DN3841_c8_g1_i1 1270 4
TRINITY_DN38423_c1_g1_i15 370 16
TRINITY_DN3842_c0_g1_i7 1357 43
TRINITY_DN38433_c0_g1_i2 1618 45
TRINITY_DN38435_c0_g1_i14 1666 13
TRINITY_DN3847_c0_g1_i4 511 9
TRINITY_DN38487_c0_g1_i5 607 1
TRINITY_DN3848_c0_g1_i1 1594 2
TRINITY_DN3849_c0_g1_i1 832 29
TRINITY_DN384_c0_g1_i2 2635 1
TRINITY_DN384_c0_g2_i5 1651 4
TRINITY_DN384_c4_g1_i2 766 4
TRINITY_DN38506_c0_g1_i1 3058 2
TRINITY_DN3850_c0_g1_i4 1288 1
TRINITY_DN3851_c0_g1_i3 751 29
TRINITY_DN38534_c0_g2_i4 3352 10
TRINITY_DN38537_c0_g1_i5 661 1
TRINITY_DN3854_c0_g2_i12 3538 8
TRINITY_DN38560_c0_g1_i2 469 18
TRINITY_DN3857_c1_g1_i1 1183 4
TRINITY_DN3857_c1_g4_i2 1051 1
TRINITY_DN385_c0_g1_i3 2089 1
TRINITY_DN385_c1_g1_i9 1147 38
TRINITY_DN38606_c0_g1_i1 430 23
TRINITY_DN3861_c0_g1_i8 859 1
TRINITY_DN3861_c1_g1_i10 1177 17
TRINITY_DN3861_c1_g2_i1 1888 6
TRINITY_DN3862_c0_g1_i3 2344 3
TRINITY_DN38635_c0_g1_i1 511 4
TRINITY_DN38635_c0_g2_i4 3580 4
TRINITY_DN3863_c0_g1_i4 2317 11
TRINITY_DN3864_c0_g1_i2 1129 3
TRINITY_DN3866_c1_g1_i10 1879 107
TRINITY_DN38678_c0_g3_i3 715 1
TRINITY_DN3867_c0_g1_i2 1504 2
TRINITY_DN38689_c0_g2_i2 325 9
TRINITY_DN3870_c0_g1_i1 5116 7
TRINITY_DN3870_c1_g1_i8 925 1
TRINITY_DN3870_c3_g1_i7 424 6
TRINITY_DN3871_c0_g2_i2 1189 2
TRINITY_DN38732_c0_g1_i1 316 2
TRINITY_DN38734_c0_g2_i6 502 9
TRINITY_DN3876_c0_g1_i5 2296 26
TRINITY_DN3876_c0_g2_i1 517 6
TRINITY_DN3877_c2_g1_i4 3064 35
TRINITY_DN3877_c6_g1_i3 1732 1
TRINITY_DN38780_c0_g1_i4 310 13
TRINITY_DN3878_c1_g1_i3 613 6
TRINITY_DN38791_c0_g1_i4 472 7
TRINITY_DN38796_c0_g1_i8 724 5
TRINITY_DN387_c0_g1_i11 859 1
TRINITY_DN38814_c0_g1_i6 523 29
TRINITY_DN38819_c0_g2_i1 1906 4
TRINITY_DN38819_c0_g4_i1 403 1
TRINITY_DN3882_c0_g1_i8 4093 39
TRINITY_DN38835_c0_g1_i7 613 2
TRINITY_DN38844_c0_g1_i1 2167 1
TRINITY_DN38854_c0_g3_i1 343 8
TRINITY_DN3885_c1_g1_i3 2317 2
TRINITY_DN3886_c0_g1_i2 2221 103
TRINITY_DN38876_c0_g1_i3 367 16
