transcript_BRO_F len_BRO_F n_var_BRO_F
TRINITY_DN4151_c1_g1_i6 1546 17
TRINITY_DN4154_c1_g1_i7 856 23
TRINITY_DN41551_c0_g1_i2 1612 17
TRINITY_DN4157_c1_g2_i1 2875 1
TRINITY_DN41584_c0_g1_i9 2050 21
TRINITY_DN416_c2_g1_i6 1147 60
TRINITY_DN416_c5_g1_i2 1432 0
TRINITY_DN4171_c0_g1_i6 574 7
TRINITY_DN4171_c1_g1_i5 310 4
TRINITY_DN4171_c2_g1_i3 1408 5
TRINITY_DN4175_c0_g2_i8 748 3
TRINITY_DN4177_c0_g1_i2 538 0
TRINITY_DN41788_c0_g1_i3 424 0
TRINITY_DN41796_c0_g1_i5 445 6
TRINITY_DN41796_c0_g2_i3 307 7
TRINITY_DN41817_c0_g1_i1 358 0
TRINITY_DN41817_c0_g3_i1 337 6
TRINITY_DN4181_c1_g1_i1 367 2
TRINITY_DN41835_c0_g1_i5 1708 8
TRINITY_DN4185_c0_g1_i2 388 3
TRINITY_DN4185_c0_g2_i20 349 2
TRINITY_DN4186_c0_g1_i7 886 3
TRINITY_DN41873_c0_g2_i1 343 11
TRINITY_DN41879_c0_g1_i1 364 13
TRINITY_DN41898_c0_g1_i1 1402 0
TRINITY_DN418_c3_g1_i9 1753 0
TRINITY_DN41911_c0_g1_i14 475 2
TRINITY_DN4194_c0_g1_i9 787 3
TRINITY_DN41961_c0_g2_i1 562 0
TRINITY_DN4196_c0_g1_i4 724 2
TRINITY_DN41_c0_g2_i14 412 9
TRINITY_DN42005_c0_g1_i2 313 0
TRINITY_DN4200_c0_g1_i13 1948 2
TRINITY_DN42025_c1_g1_i2 424 0
TRINITY_DN4203_c0_g1_i11 973 17
TRINITY_DN42077_c0_g1_i2 442 18
TRINITY_DN42079_c0_g1_i1 319 0
TRINITY_DN4207_c0_g1_i11 1849 16
TRINITY_DN4207_c0_g3_i1 646 0
TRINITY_DN4207_c0_g4_i2 1924 35
TRINITY_DN42093_c0_g1_i4 913 0
TRINITY_DN420_c0_g1_i1 436 1
TRINITY_DN420_c0_g7_i1 436 1
TRINITY_DN420_c3_g2_i2 2491 1
TRINITY_DN420_c6_g1_i3 1414 1
TRINITY_DN4211_c2_g1_i2 634 3
TRINITY_DN42122_c1_g1_i5 982 0
TRINITY_DN42179_c0_g1_i4 529 0
TRINITY_DN4219_c0_g1_i2 334 6
TRINITY_DN421_c0_g2_i2 1135 2
TRINITY_DN42258_c0_g2_i12 319 10
TRINITY_DN4225_c0_g1_i12 1162 37
TRINITY_DN42273_c0_g1_i4 2947 0
TRINITY_DN42281_c0_g1_i1 433 0
TRINITY_DN42298_c0_g1_i1 340 8
TRINITY_DN42323_c0_g2_i1 304 1
TRINITY_DN42369_c0_g1_i12 331 3
TRINITY_DN423_c0_g1_i4 490 0
TRINITY_DN42410_c0_g2_i1 520 0
TRINITY_DN4241_c0_g1_i9 1201 37
TRINITY_DN42453_c0_g1_i2 1129 0
TRINITY_DN4245_c0_g1_i4 1903 69
TRINITY_DN4246_c0_g1_i19 493 10
TRINITY_DN42475_c0_g2_i7 490 0
TRINITY_DN42475_c0_g3_i1 337 0
TRINITY_DN4248_c2_g1_i3 739 21
TRINITY_DN4248_c3_g1_i4 1438 27
TRINITY_DN4248_c4_g1_i1 1279 1
TRINITY_DN42500_c0_g2_i1 301 0
TRINITY_DN4250_c0_g1_i1 568 2
TRINITY_DN4250_c0_g2_i1 301 0
TRINITY_DN42521_c0_g1_i2 925 2
TRINITY_DN4255_c1_g1_i7 667 15
TRINITY_DN4261_c0_g1_i1 442 8
TRINITY_DN42621_c0_g1_i10 1600 1
TRINITY_DN42621_c2_g1_i2 349 0
TRINITY_DN42658_c0_g3_i1 586 0
TRINITY_DN42698_c0_g1_i3 673 1
TRINITY_DN42761_c0_g1_i1 847 0
TRINITY_DN4277_c0_g1_i4 2980 13
TRINITY_DN4279_c0_g1_i5 373 6
TRINITY_DN427_c0_g1_i3 979 15
TRINITY_DN427_c1_g1_i4 3571 20
TRINITY_DN4281_c0_g1_i7 658 2
TRINITY_DN4287_c0_g1_i2 673 0
TRINITY_DN42881_c1_g1_i1 763 0
TRINITY_DN4289_c0_g1_i11 1549 14
TRINITY_DN428_c1_g2_i2 310 0
TRINITY_DN42947_c1_g1_i8 1396 34
TRINITY_DN4297_c0_g4_i10 736 2
TRINITY_DN4300_c2_g1_i3 649 0
TRINITY_DN43066_c0_g1_i15 469 15
TRINITY_DN43066_c0_g2_i2 490 12
TRINITY_DN43074_c0_g1_i1 3493 0
TRINITY_DN43102_c0_g1_i2 385 7
TRINITY_DN43104_c0_g1_i1 340 0
TRINITY_DN4311_c0_g2_i2 2155 0
TRINITY_DN4312_c0_g1_i9 469 1
TRINITY_DN4313_c0_g1_i1 619 2
TRINITY_DN43229_c0_g1_i1 343 5
TRINITY_DN4323_c0_g1_i13 700 14
TRINITY_DN432_c0_g1_i11 1222 35
TRINITY_DN4330_c0_g1_i1 895 40
TRINITY_DN4331_c0_g2_i3 418 0
TRINITY_DN4332_c0_g1_i8 1465 29
TRINITY_DN4332_c0_g2_i8 709 3
TRINITY_DN4333_c0_g1_i4 1012 29
TRINITY_DN43341_c0_g1_i9 310 2
TRINITY_DN433_c4_g1_i3 4462 0
TRINITY_DN43404_c0_g1_i7 802 0
TRINITY_DN4341_c0_g2_i1 595 1
TRINITY_DN43420_c0_g1_i1 538 0
TRINITY_DN4342_c0_g1_i8 2737 1
TRINITY_DN4345_c0_g2_i2 1480 0
TRINITY_DN4348_c0_g1_i1 412 7
TRINITY_DN4350_c0_g1_i9 388 12
TRINITY_DN4351_c0_g1_i2 6736 6
TRINITY_DN4351_c0_g2_i7 2233 0
TRINITY_DN43527_c0_g1_i2 301 0
TRINITY_DN4354_c0_g1_i2 1063 4
TRINITY_DN4355_c0_g1_i11 2401 104
TRINITY_DN4356_c2_g1_i2 334 4
TRINITY_DN43577_c0_g1_i1 1111 6
TRINITY_DN435_c0_g1_i5 1072 14
TRINITY_DN435_c0_g2_i3 1069 5
TRINITY_DN435_c1_g1_i8 574 24
TRINITY_DN4362_c0_g3_i1 298 0
TRINITY_DN43631_c0_g1_i1 1351 0
TRINITY_DN4366_c0_g1_i4 493 15
TRINITY_DN43672_c0_g1_i1 307 10
TRINITY_DN43674_c0_g1_i1 454 0
TRINITY_DN4368_c0_g2_i1 1303 0
TRINITY_DN436_c0_g2_i3 928 2
TRINITY_DN436_c1_g2_i1 1090 0
TRINITY_DN436_c5_g1_i2 4105 1
TRINITY_DN43700_c0_g1_i3 358 0
TRINITY_DN43702_c0_g1_i1 409 24
TRINITY_DN43728_c2_g1_i1 1993 1
TRINITY_DN4373_c0_g1_i1 1561 0
TRINITY_DN4378_c0_g1_i4 1042 0
TRINITY_DN4378_c1_g1_i4 373 14
TRINITY_DN4379_c0_g1_i5 445 9
TRINITY_DN437_c1_g1_i1 3673 0
TRINITY_DN4381_c0_g1_i2 1927 0
TRINITY_DN43843_c0_g1_i1 1315 0
TRINITY_DN438_c1_g1_i4 397 1
TRINITY_DN43933_c0_g1_i7 484 16
TRINITY_DN4395_c0_g1_i9 301 0
TRINITY_DN4397_c0_g1_i2 715 10
TRINITY_DN43989_c0_g2_i2 334 6
TRINITY_DN4399_c0_g1_i4 466 17
TRINITY_DN439_c0_g1_i8 1867 12
TRINITY_DN439_c2_g1_i1 4246 6
TRINITY_DN44007_c1_g1_i2 397 16
TRINITY_DN4400_c0_g1_i2 874 23
TRINITY_DN44022_c0_g1_i2 736 0
TRINITY_DN44030_c0_g1_i1 694 29
TRINITY_DN4404_c2_g1_i7 3550 82
TRINITY_DN4406_c1_g1_i2 319 0
TRINITY_DN4408_c0_g1_i1 499 0
TRINITY_DN44092_c0_g1_i1 6763 0
TRINITY_DN44097_c1_g1_i2 331 0
TRINITY_DN44098_c0_g2_i1 313 0
TRINITY_DN44101_c0_g2_i4 2977 0
TRINITY_DN44125_c0_g1_i4 367 16
TRINITY_DN4414_c1_g1_i5 646 10
TRINITY_DN44164_c0_g1_i4 361 0
TRINITY_DN4419_c2_g1_i1 349 0
TRINITY_DN44204_c0_g1_i3 559 4
TRINITY_DN44247_c0_g1_i11 970 0
TRINITY_DN44247_c0_g2_i1 472 0
TRINITY_DN4425_c0_g1_i8 919 1
TRINITY_DN4426_c0_g1_i10 598 29
TRINITY_DN4427_c0_g1_i2 1630 38
TRINITY_DN4428_c0_g1_i6 1681 0
TRINITY_DN442_c0_g1_i3 1282 15
TRINITY_DN44305_c0_g1_i3 304 1
TRINITY_DN44335_c0_g1_i7 3361 0
TRINITY_DN4437_c0_g1_i6 7795 1
TRINITY_DN44383_c0_g1_i1 1042 0
TRINITY_DN44383_c0_g2_i1 1063 0
TRINITY_DN4439_c0_g1_i18 679 21
TRINITY_DN443_c3_g2_i1 313 0
TRINITY_DN443_c3_g4_i1 358 0
TRINITY_DN4442_c0_g1_i1 904 17
TRINITY_DN4443_c0_g1_i2 385 9
TRINITY_DN4443_c0_g2_i6 439 6
TRINITY_DN44466_c0_g1_i7 370 19
TRINITY_DN4448_c0_g1_i10 832 0
TRINITY_DN444_c0_g1_i1 1018 1
TRINITY_DN444_c2_g1_i21 589 0
TRINITY_DN44505_c0_g2_i1 1261 22
TRINITY_DN44513_c0_g1_i5 499 0
TRINITY_DN4451_c0_g1_i1 955 1
TRINITY_DN4452_c0_g1_i3 2284 0
TRINITY_DN4452_c1_g3_i2 4459 0
TRINITY_DN44538_c0_g1_i5 853 0
TRINITY_DN44563_c3_g1_i1 610 0
TRINITY_DN4456_c0_g1_i5 574 2
TRINITY_DN445_c0_g1_i4 2125 79
TRINITY_DN445_c0_g2_i1 1651 47
TRINITY_DN445_c1_g1_i4 3712 35
TRINITY_DN445_c2_g1_i3 520 11
TRINITY_DN44606_c0_g1_i3 334 9
TRINITY_DN44622_c2_g2_i1 562 0
TRINITY_DN4466_c1_g1_i2 1504 40
TRINITY_DN4466_c9_g1_i1 1246 1
TRINITY_DN4469_c0_g1_i11 1471 79
TRINITY_DN4469_c0_g2_i1 919 2
TRINITY_DN44702_c0_g2_i1 364 0
TRINITY_DN44713_c0_g2_i1 370 0
TRINITY_DN4472_c0_g1_i4 667 6
TRINITY_DN4473_c0_g1_i3 349 1
TRINITY_DN4474_c0_g1_i7 370 14
TRINITY_DN4474_c0_g2_i11 415 5
TRINITY_DN44751_c0_g1_i1 850 0
TRINITY_DN44758_c0_g1_i2 568 6
TRINITY_DN4477_c0_g3_i14 3091 0
TRINITY_DN447_c0_g2_i1 379 1
TRINITY_DN44805_c0_g3_i1 592 0
TRINITY_DN4481_c0_g1_i4 1279 2
TRINITY_DN4482_c0_g1_i9 4138 105
TRINITY_DN4483_c0_g1_i5 991 28
TRINITY_DN44851_c0_g1_i4 2452 0
TRINITY_DN44891_c0_g1_i7 364 1
TRINITY_DN44893_c0_g4_i2 463 0
TRINITY_DN4489_c0_g1_i1 523 0
TRINITY_DN448_c1_g1_i1 553 0
TRINITY_DN448_c1_g3_i1 343 0
TRINITY_DN4490_c0_g1_i8 418 10
TRINITY_DN44926_c0_g1_i2 5734 4
TRINITY_DN4492_c1_g1_i21 850 0
TRINITY_DN44931_c0_g1_i3 382 8
TRINITY_DN44971_c1_g2_i1 343 0
TRINITY_DN44_c0_g1_i6 1720 1
TRINITY_DN44_c2_g3_i2 1729 31
TRINITY_DN44_c5_g1_i6 1567 11
TRINITY_DN44_c6_g1_i8 958 35
TRINITY_DN4500_c0_g1_i1 1204 1
TRINITY_DN45015_c0_g1_i3 532 0
TRINITY_DN45030_c0_g1_i1 421 0
TRINITY_DN4503_c1_g1_i6 493 10
TRINITY_DN4503_c1_g2_i12 559 17
TRINITY_DN45071_c0_g1_i7 520 16
TRINITY_DN45145_c0_g1_i1 397 0
TRINITY_DN4514_c0_g2_i4 1009 1
TRINITY_DN45176_c0_g1_i2 709 9
TRINITY_DN4518_c0_g1_i4 544 13
TRINITY_DN45200_c1_g2_i1 349 0
TRINITY_DN45228_c0_g1_i3 520 0
TRINITY_DN4522_c0_g2_i10 457 8
TRINITY_DN45245_c0_g1_i1 346 0
TRINITY_DN4526_c0_g1_i3 3010 1
TRINITY_DN4529_c0_g1_i5 859 16
TRINITY_DN452_c1_g2_i1 382 1
TRINITY_DN4531_c1_g1_i3 2857 0
TRINITY_DN45339_c0_g2_i3 331 13
TRINITY_DN45340_c0_g2_i1 304 8
TRINITY_DN45343_c0_g1_i3 2653 1
TRINITY_DN45375_c0_g1_i6 1828 0
TRINITY_DN45381_c0_g1_i3 2893 5
TRINITY_DN453_c7_g1_i3 328 2
TRINITY_DN4540_c0_g1_i23 1381 34
TRINITY_DN4541_c1_g1_i4 1087 0
TRINITY_DN45425_c0_g4_i4 1090 0
TRINITY_DN4542_c0_g1_i8 502 13
TRINITY_DN45432_c0_g1_i10 532 4
TRINITY_DN4544_c0_g1_i2 550 0
TRINITY_DN45457_c0_g1_i4 736 5
TRINITY_DN45466_c0_g1_i1 313 0
TRINITY_DN45480_c0_g1_i2 298 10
TRINITY_DN45500_c0_g1_i2 529 0
TRINITY_DN4550_c3_g3_i1 1342 8
TRINITY_DN4550_c4_g2_i1 499 1
TRINITY_DN4551_c0_g2_i5 331 0
TRINITY_DN4553_c0_g1_i6 2293 16
TRINITY_DN4553_c0_g2_i1 673 0
TRINITY_DN45560_c0_g1_i1 316 0
TRINITY_DN45582_c0_g2_i1 304 0
TRINITY_DN4561_c0_g1_i3 916 0
TRINITY_DN4563_c1_g1_i2 781 1
TRINITY_DN45677_c0_g1_i6 400 0
TRINITY_DN4569_c0_g2_i8 3523 0
TRINITY_DN45700_c1_g1_i1 331 0
TRINITY_DN45715_c0_g2_i2 664 2
TRINITY_DN45718_c0_g2_i7 379 0
TRINITY_DN4578_c0_g1_i9 1054 24
TRINITY_DN45830_c0_g1_i4 439 8
TRINITY_DN4585_c0_g1_i1 493 24
TRINITY_DN45861_c0_g1_i7 367 3
TRINITY_DN458_c17_g1_i6 433 0
TRINITY_DN458_c23_g1_i1 373 3
TRINITY_DN458_c7_g1_i9 577 8
TRINITY_DN45915_c1_g1_i2 1726 8
TRINITY_DN45978_c0_g1_i6 718 0
TRINITY_DN4597_c0_g1_i3 679 22
TRINITY_DN45985_c0_g1_i3 376 2
TRINITY_DN45994_c0_g1_i3 397 4
TRINITY_DN45_c0_g1_i6 2230 1
TRINITY_DN46002_c0_g1_i5 385 11
TRINITY_DN4600_c0_g1_i6 463 13
TRINITY_DN46010_c2_g1_i1 319 0
TRINITY_DN46016_c0_g1_i23 1099 26
TRINITY_DN4602_c0_g1_i1 454 0
TRINITY_DN4603_c0_g1_i4 337 0
TRINITY_DN4603_c0_g3_i2 1285 1
TRINITY_DN4604_c0_g1_i14 418 6
TRINITY_DN460_c0_g1_i12 11353 96
TRINITY_DN4613_c0_g2_i6 742 0
TRINITY_DN46161_c0_g2_i1 304 0
TRINITY_DN4618_c0_g1_i8 670 5
TRINITY_DN46204_c0_g1_i3 382 0
TRINITY_DN46205_c0_g1_i1 343 0
TRINITY_DN46205_c0_g4_i1 304 2
TRINITY_DN46220_c2_g1_i3 541 0
TRINITY_DN4623_c1_g1_i1 2404 0
TRINITY_DN46246_c0_g1_i6 397 11
TRINITY_DN46249_c0_g1_i1 514 0
TRINITY_DN46357_c0_g1_i4 325 0
TRINITY_DN463_c5_g1_i1 2605 0
TRINITY_DN46400_c0_g1_i5 4099 19
TRINITY_DN46400_c0_g2_i1 985 13
TRINITY_DN4642_c0_g3_i2 1171 0
TRINITY_DN46434_c0_g2_i1 319 9
TRINITY_DN46455_c0_g1_i7 331 20
TRINITY_DN46467_c0_g1_i1 400 11
TRINITY_DN46470_c0_g3_i1 706 5
TRINITY_DN4647_c0_g2_i4 358 7
TRINITY_DN46534_c0_g1_i8 412 0
TRINITY_DN46536_c0_g1_i5 700 2
TRINITY_DN4655_c0_g1_i16 673 34
TRINITY_DN46575_c0_g1_i3 325 6
TRINITY_DN4657_c0_g2_i4 4219 2
TRINITY_DN4661_c0_g1_i1 2008 81
TRINITY_DN46623_c0_g1_i8 361 0
TRINITY_DN46648_c0_g1_i5 1039 2
TRINITY_DN46648_c0_g2_i1 745 0
TRINITY_DN46716_c2_g1_i2 298 3
TRINITY_DN46725_c0_g1_i2 412 0
TRINITY_DN46766_c0_g1_i1 337 0
TRINITY_DN4676_c0_g5_i3 1456 0
TRINITY_DN4679_c0_g1_i2 517 0
TRINITY_DN4680_c0_g3_i2 379 4
TRINITY_DN4680_c0_g4_i1 1267 14
TRINITY_DN46837_c0_g1_i4 1165 0
TRINITY_DN46859_c0_g1_i2 424 0
TRINITY_DN4688_c0_g2_i1 343 12
TRINITY_DN4691_c0_g1_i4 1609 1
TRINITY_DN46930_c0_g2_i7 700 0
TRINITY_DN4693_c1_g1_i9 343 13
TRINITY_DN4693_c1_g2_i1 370 3
TRINITY_DN46943_c0_g1_i3 1162 0
TRINITY_DN46965_c0_g1_i4 385 15
TRINITY_DN46965_c1_g1_i2 346 0
TRINITY_DN4696_c0_g1_i1 1243 26
TRINITY_DN46976_c0_g1_i2 502 0
TRINITY_DN47004_c0_g1_i1 298 11
TRINITY_DN47010_c0_g1_i5 598 14
TRINITY_DN47011_c0_g1_i4 400 0
TRINITY_DN47054_c0_g1_i3 1159 0
TRINITY_DN47063_c0_g1_i1 1609 3
TRINITY_DN47063_c0_g2_i1 1609 2
TRINITY_DN470_c1_g1_i7 2356 5
TRINITY_DN4713_c0_g1_i7 1243 33
TRINITY_DN47147_c0_g2_i9 322 0
TRINITY_DN47162_c0_g1_i1 424 0
TRINITY_DN47185_c0_g3_i1 355 0
TRINITY_DN471_c2_g1_i2 484 4
TRINITY_DN4720_c0_g1_i3 991 1
TRINITY_DN4721_c0_g1_i9 796 15
TRINITY_DN4722_c0_g1_i2 523 29
TRINITY_DN47236_c0_g1_i1 685 0
TRINITY_DN4724_c0_g1_i6 2404 47
TRINITY_DN472_c1_g1_i9 826 1
TRINITY_DN4730_c0_g1_i14 628 14
TRINITY_DN47321_c0_g1_i2 310 3
TRINITY_DN47345_c0_g1_i1 412 0
TRINITY_DN47357_c0_g1_i1 2533 59
TRINITY_DN4735_c0_g1_i19 460 0
TRINITY_DN4735_c1_g1_i7 718 16
TRINITY_DN4736_c0_g1_i8 1414 0
TRINITY_DN4738_c2_g2_i3 1567 42
TRINITY_DN4739_c0_g2_i2 454 3
TRINITY_DN4744_c0_g1_i4 3727 0
TRINITY_DN47479_c0_g1_i1 361 0
TRINITY_DN47479_c1_g5_i1 496 0
TRINITY_DN4749_c0_g2_i2 1441 7
TRINITY_DN474_c0_g2_i16 1189 0
TRINITY_DN4755_c0_g2_i1 565 19
TRINITY_DN475_c2_g1_i6 2608 2
TRINITY_DN4765_c1_g1_i1 1696 0
TRINITY_DN47668_c0_g1_i5 331 3
TRINITY_DN4768_c0_g1_i3 712 0
TRINITY_DN476_c0_g1_i1 1336 0
TRINITY_DN476_c0_g2_i1 904 1
TRINITY_DN47705_c0_g1_i1 361 8
TRINITY_DN47707_c0_g1_i3 460 22
TRINITY_DN4771_c0_g1_i1 1876 0
TRINITY_DN47757_c0_g1_i1 1147 0
TRINITY_DN4778_c1_g1_i3 925 0
TRINITY_DN4778_c2_g1_i1 1351 37
TRINITY_DN4779_c0_g1_i7 370 11
TRINITY_DN47808_c0_g1_i4 1093 27
TRINITY_DN4786_c0_g1_i7 2602 79
TRINITY_DN4786_c0_g2_i1 1519 27
TRINITY_DN4786_c2_g1_i1 793 1
TRINITY_DN47882_c0_g3_i6 301 0
TRINITY_DN47883_c0_g2_i1 478 0
TRINITY_DN47884_c0_g2_i1 496 15
TRINITY_DN478_c1_g2_i1 1525 0
TRINITY_DN47910_c0_g1_i2 958 0
TRINITY_DN47953_c0_g1_i6 3064 44
TRINITY_DN47977_c1_g2_i1 967 0
TRINITY_DN479_c0_g3_i2 2224 0
TRINITY_DN4801_c0_g1_i17 328 9
TRINITY_DN48024_c0_g1_i6 589 9
TRINITY_DN4808_c0_g1_i3 571 10
TRINITY_DN4814_c0_g2_i6 1063 0
TRINITY_DN48181_c0_g1_i6 562 25
TRINITY_DN4820_c0_g1_i2 4771 0
TRINITY_DN48232_c0_g1_i1 430 0
TRINITY_DN4825_c0_g1_i2 802 0
TRINITY_DN4828_c0_g1_i4 2515 0
TRINITY_DN48299_c0_g1_i1 694 7
TRINITY_DN48299_c0_g2_i1 853 4
TRINITY_DN48299_c1_g1_i1 799 2
TRINITY_DN482_c0_g1_i2 3577 1
TRINITY_DN482_c1_g1_i3 2713 8
TRINITY_DN48309_c0_g1_i1 520 2
TRINITY_DN4833_c1_g1_i4 1489 0
TRINITY_DN48348_c0_g1_i1 301 0
TRINITY_DN4834_c0_g1_i14 595 24
TRINITY_DN4837_c0_g1_i6 1129 20
TRINITY_DN48453_c0_g1_i4 2056 0
TRINITY_DN48458_c0_g1_i1 487 0
TRINITY_DN48463_c0_g1_i7 337 7
TRINITY_DN4848_c0_g1_i5 895 26
TRINITY_DN48495_c0_g1_i1 406 7
TRINITY_DN48507_c0_g1_i2 343 0
TRINITY_DN4853_c0_g1_i1 724 0
TRINITY_DN4854_c0_g1_i8 4105 103
TRINITY_DN485_c0_g1_i7 1027 7
TRINITY_DN4860_c0_g1_i8 946 30
TRINITY_DN4861_c0_g1_i3 1999 1
TRINITY_DN4861_c1_g2_i3 643 0
TRINITY_DN48620_c0_g1_i2 406 10
TRINITY_DN4862_c0_g3_i1 331 0
TRINITY_DN4866_c0_g2_i1 595 11
TRINITY_DN48717_c0_g1_i8 397 2
TRINITY_DN4871_c0_g1_i20 1717 91
TRINITY_DN48740_c0_g1_i4 676 0
TRINITY_DN48761_c0_g2_i2 340 0
TRINITY_DN4877_c0_g2_i6 436 0
TRINITY_DN48811_c0_g1_i4 391 2
TRINITY_DN48813_c0_g1_i5 538 17
TRINITY_DN48834_c0_g1_i1 328 0
TRINITY_DN48841_c0_g1_i2 364 1
TRINITY_DN4884_c0_g1_i4 793 10
TRINITY_DN4887_c0_g1_i3 499 0
TRINITY_DN488_c1_g1_i4 2167 0
TRINITY_DN48902_c0_g1_i2 649 0
TRINITY_DN4901_c0_g2_i1 1303 0
TRINITY_DN4903_c0_g1_i8 364 14
TRINITY_DN4907_c0_g1_i5 946 18
TRINITY_DN49081_c0_g1_i3 730 0
TRINITY_DN490_c2_g1_i1 343 1
TRINITY_DN4911_c0_g1_i7 1939 10
TRINITY_DN4911_c1_g3_i1 3553 9
TRINITY_DN491_c1_g1_i7 1168 17
TRINITY_DN491_c1_g2_i3 811 1
TRINITY_DN491_c1_g3_i1 838 27
TRINITY_DN491_c2_g1_i4 325 6
TRINITY_DN491_c3_g1_i7 880 37
TRINITY_DN491_c5_g1_i1 1663 4
TRINITY_DN49257_c0_g1_i1 316 4
TRINITY_DN4925_c0_g1_i5 445 11
TRINITY_DN4930_c0_g1_i6 751 15
TRINITY_DN4934_c0_g1_i5 688 29
TRINITY_DN4936_c0_g2_i1 709 2
TRINITY_DN49381_c0_g1_i1 532 3
TRINITY_DN49407_c0_g1_i4 469 19
TRINITY_DN49435_c1_g1_i3 361 12
TRINITY_DN4943_c0_g2_i3 712 46
TRINITY_DN49452_c0_g1_i1 598 14
TRINITY_DN4945_c0_g1_i9 373 0
TRINITY_DN49524_c0_g1_i5 913 11
TRINITY_DN49526_c0_g1_i4 301 8
TRINITY_DN49535_c0_g2_i1 352 7
TRINITY_DN49540_c0_g1_i2 661 0
TRINITY_DN49540_c0_g2_i1 664 0
TRINITY_DN4959_c0_g1_i7 316 3
TRINITY_DN495_c0_g1_i8 595 1
TRINITY_DN4960_c0_g7_i1 403 1
TRINITY_DN4978_c0_g1_i8 1306 0
TRINITY_DN49791_c0_g1_i2 772 0
TRINITY_DN497_c0_g1_i5 538 4
TRINITY_DN49807_c0_g2_i1 934 0
TRINITY_DN49828_c0_g1_i1 403 0
TRINITY_DN4983_c1_g1_i1 307 0
TRINITY_DN498_c17_g1_i1 1054 0
TRINITY_DN498_c2_g1_i1 388 6
TRINITY_DN49923_c0_g1_i4 292 7
TRINITY_DN4994_c0_g1_i5 394 11
TRINITY_DN4995_c0_g1_i3 463 0
TRINITY_DN499_c2_g2_i4 2362 29
TRINITY_DN499_c4_g1_i7 646 13
TRINITY_DN4_c1_g2_i1 3691 0
TRINITY_DN50038_c0_g2_i3 310 0
TRINITY_DN50041_c1_g1_i5 655 0
TRINITY_DN50054_c0_g1_i3 328 6
TRINITY_DN5006_c0_g1_i10 2353 4
TRINITY_DN5010_c0_g2_i6 514 1
TRINITY_DN50119_c0_g1_i1 409 16
TRINITY_DN50119_c0_g2_i1 451 0
TRINITY_DN5012_c0_g2_i1 706 0
TRINITY_DN50171_c0_g1_i3 529 0
TRINITY_DN50174_c0_g1_i1 385 0
TRINITY_DN50196_c0_g3_i1 316 0
TRINITY_DN50217_c0_g2_i1 406 14
TRINITY_DN50256_c0_g1_i2 592 17
TRINITY_DN5028_c0_g1_i8 418 19
TRINITY_DN50290_c0_g1_i1 1090 0
TRINITY_DN50290_c0_g2_i6 979 0
TRINITY_DN502_c1_g1_i1 1552 0
TRINITY_DN50311_c0_g1_i4 430 1
TRINITY_DN5031_c0_g1_i7 1120 35
TRINITY_DN5033_c0_g3_i1 1333 0
TRINITY_DN5036_c0_g1_i3 1909 0
TRINITY_DN5036_c0_g2_i2 343 0
TRINITY_DN503_c0_g2_i5 1582 1
TRINITY_DN503_c1_g1_i2 1516 0
TRINITY_DN50430_c0_g2_i1 634 8
TRINITY_DN50481_c0_g2_i1 460 0
TRINITY_DN50486_c0_g1_i13 1279 0
TRINITY_DN50501_c1_g1_i3 628 0
TRINITY_DN5052_c0_g1_i4 613 8
TRINITY_DN50556_c0_g3_i1 883 0
TRINITY_DN5057_c0_g1_i6 1102 16
TRINITY_DN50598_c0_g1_i1 304 0
TRINITY_DN505_c2_g1_i10 346 7
TRINITY_DN50626_c0_g1_i2 352 3
TRINITY_DN50644_c0_g1_i3 1381 0
TRINITY_DN5069_c0_g2_i1 400 0
TRINITY_DN5069_c0_g5_i1 643 9
TRINITY_DN506_c0_g2_i2 826 0
TRINITY_DN50747_c0_g1_i4 445 0
TRINITY_DN5075_c0_g1_i2 433 3
TRINITY_DN50767_c0_g1_i3 319 6
TRINITY_DN50770_c0_g1_i3 976 0
TRINITY_DN507_c6_g1_i1 382 5
TRINITY_DN50806_c0_g1_i1 391 13
TRINITY_DN5081_c0_g1_i1 1546 0
TRINITY_DN5081_c0_g2_i1 517 2
TRINITY_DN50833_c0_g1_i2 472 21
TRINITY_DN50841_c0_g1_i2 781 0
TRINITY_DN50874_c1_g1_i8 436 15
TRINITY_DN50882_c0_g3_i1 307 4
TRINITY_DN50898_c0_g1_i2 454 0
TRINITY_DN508_c0_g2_i13 565 0
TRINITY_DN5091_c0_g1_i1 541 0
TRINITY_DN5091_c0_g2_i2 454 0
TRINITY_DN5091_c2_g2_i2 3328 1
TRINITY_DN50934_c1_g1_i1 1372 0
TRINITY_DN5095_c0_g2_i2 472 15
TRINITY_DN50966_c0_g1_i5 463 0
TRINITY_DN50966_c0_g2_i3 763 0
TRINITY_DN50972_c1_g1_i1 319 0
TRINITY_DN50972_c1_g3_i3 394 0
TRINITY_DN50972_c2_g1_i2 355 0
TRINITY_DN5097_c0_g1_i12 1453 1
TRINITY_DN5098_c0_g1_i7 430 20
TRINITY_DN50998_c0_g1_i3 607 12
TRINITY_DN50998_c0_g2_i1 313 0
TRINITY_DN509_c0_g1_i10 2083 103
TRINITY_DN509_c12_g1_i1 319 0
TRINITY_DN509_c2_g1_i2 304 10
TRINITY_DN5100_c0_g1_i1 1384 1
TRINITY_DN5100_c2_g1_i8 574 0
