OG BRO-BGM BAT-BGM BAT-BRO
OG0008093 2.86 1.08 3.21
OG0008094 3.26 1.31 3.38
OG0008095 4.18 1.52 4.58
OG0008096 5.40 2.15 5.28
OG0008097 3.47 11.02 3.64
OG0008098 2.68 1.60 2.86
OG0008099 3.81 0.99 3.81
OG0008100 18.41 3.46 9.64
OG0008101 3.04 2.42 2.97
OG0008102 4.56 1.36 4.89
OG0008103 3.18 2.60 3.88
OG0008104 5.11 2.06 6.08
OG0008105 2.30 1.93 2.45
OG0008106 1.46 0.29 1.76
OG0008107 1.76 6.71 4.71
OG0008108 9.28 1.19 8.71
OG0008109 4.07 0.97 4.30
OG0008110 4.38 2.91 3.78
OG0008111 3.70 3.12 3.92
OG0008112 6.61 1.16 1.92
OG0008113 4.41 1.90 3.63
OG0008114 1.19 0.80 0.95
OG0008115 3.20 0.95 3.03
OG0008116 1.81 0.25 1.68
OG0008117 3.96 1.38 4.58
OG0008118 3.59 7.15 3.82
OG0008119 5.79 2.19 9.22
OG0008120 15.43 3.08 5.02
OG0008121 5.24 0.66 5.24
OG0008122 1.99 1.90 2.33
OG0008123 9.52 7.95 11.00
OG0008124 3.71 2.23 4.37
OG0008125 18.85 3.21 5.45
OG0008126 3.43 1.80 4.26
OG0008127 82.56 83.91 2.05
OG0008128 3.19 3.35 3.93
OG0008129 12.01 2.25 12.54
OG0008130 0.69 0.27 0.97
OG0008131 5.67 3.80 7.06
OG0008132 2.03 20.37 20.37
OG0008133 4.52 1.59 3.70
OG0008134 8.66 7.62 2.59
OG0008135 2.38 1.27 2.76
OG0008136 2.59 2.11 2.00
OG0008137 4.83 7.76 12.24
OG0008138 3.32 1.71 3.47
OG0008139 2.56 1.05 2.54
OG0008140 2.13 0.65 1.79
OG0008141 1.16 1.48 1.22
OG0008142 8.25 3.56 10.97
OG0008144 2.92 1.62 3.29
OG0008145 1.34 0.67 1.43
OG0008146 2.29 1.96 2.19
OG0008148 1.11 0.81 0.86
OG0008149 9.31 4.42 4.68
OG0008150 5.38 2.10 5.30
OG0008151 1.41 0.96 1.28
OG0008152 4.99 1.63 4.74
OG0008153 1.94 1.71 2.18
OG0008154 4.46 1.84 5.01
OG0008155 7.37 3.91 7.34
OG0008156 6.14 4.54 5.07
OG0008157 10.72 1.59 10.81
OG0008158 2.59 1.48 2.59
OG0008159 2.28 1.64 2.21
OG0008160 16.91 1.30 17.46
OG0008161 3.34 2.18 4.16
OG0008162 1.86 5.40 3.62
OG0008163 2.92 0.82 1.38
OG0008164 4.44 1.95 4.58
OG0008165 4.04 2.95 3.87
OG0008166 1.23 1.56 1.23
OG0008167 3.64 3.96 3.20
OG0008168 2.99 1.14 3.24
OG0008169 3.36 2.72 3.39
OG0008170 2.19 0.78 1.82
OG0008171 1.81 1.30 2.17
OG0008172 4.12 2.55 4.25
OG0008173 7.32 3.62 5.24
OG0008174 2.89 1.66 4.56
OG0008175 4.67 1.50 4.50
OG0008176 35.35 17.40 80.19
OG0008177 8.49 0.81 8.95
OG0008178 6.82 10.86 14.75
OG0008179 1.79 3.32 3.94
OG0008180 4.21 5.60 4.77
OG0008181 3.28 0.81 3.92
OG0008182 4.85 1.35 4.89
OG0008183 6.35 3.37 7.00
OG0008184 1.24 1.14 1.32
OG0008185 6.77 4.33 6.22
OG0008186 1.76 0.99 1.88
OG0008187 2.80 1.88 3.02
OG0008188 4.02 1.38 4.63
OG0008190 3.97 2.96 1.82
OG0008191 73.56 2.36 78.73
OG0008192 0.65 0.44 0.65
OG0008193 4.93 1.95 4.82
OG0008194 2.07 0.80 2.11
OG0008195 18.38 23.57 0.92
OG0008196 5.62 1.95 5.31
OG0008197 2.23 2.24 2.91
OG0008199 3.43 1.76 3.01
OG0008200 6.16 3.09 4.71
OG0008201 13.08 13.39 1.62
OG0008202 1.59 1.35 2.30
OG0008203 3.32 2.18 2.95
OG0008204 2.14 0.87 1.30
OG0008205 2.11 0.53 2.34
OG0008206 3.17 2.00 3.47
OG0008207 3.74 17.60 20.45
OG0008208 1.23 6.82 7.37
OG0008209 6.61 3.04 8.18
OG0008210 1.21 0.32 1.53
OG0008211 2.93 1.32 3.31
OG0008212 10.71 8.98 3.96
OG0008213 2.08 0.98 2.17
OG0008214 4.84 4.26 2.28
OG0008215 38.56 11.06 30.95
OG0008216 4.05 1.48 5.46
OG0008217 9.21 6.45 6.46
OG0008218 6.32 5.43 1.15
OG0008219 7.30 1.09 7.78
OG0008220 8.20 3.77 3.74
OG0008221 3.08 1.27 3.19
OG0008222 19.05 17.48 5.98
OG0008223 2.12 0.66 2.27
OG0008224 9.43 4.99 13.59
OG0008225 6.30 2.99 6.30
OG0008226 26.71 1.99 32.33
OG0008227 5.41 1.78 5.20
OG0008228 23.79 18.85 1.88
OG0008229 2.30 0.79 2.10
OG0008230 1.44 0.80 1.60
OG0008231 2.00 1.47 1.83
OG0008232 1.93 0.27 2.21
OG0008233 73.33 74.70 7.12
OG0008234 6.34 5.05 7.58
OG0008235 6.53 2.73 5.88
OG0008236 3.00 1.65 3.12
OG0008237 4.85 3.14 5.30
OG0008238 23.80 2.03 26.04
OG0008239 2.69 3.72 5.41
OG0008240 1.88 1.66 2.30
OG0008241 3.00 2.06 3.60
OG0008242 3.16 1.07 3.07
OG0008243 5.95 2.87 2.94
OG0008244 2.97 1.25 3.18
OG0008245 19.42 16.72 8.25
OG0008246 3.50 1.27 3.37
OG0008247 3.01 2.38 3.08
OG0008248 2.09 5.86 2.09
OG0008249 4.73 5.77 14.79
OG0008250 3.59 6.13 6.43
OG0008251 0.81 1.30 1.63
OG0008252 1.35 1.47 1.89
OG0008253 2.49 1.27 2.94
OG0008254 8.02 4.40 7.74
OG0008255 2.93 2.02 2.11
OG0008256 1.82 1.46 2.00
OG0008257 2.18 1.21 2.07
OG0008258 1.99 0.94 1.84
OG0008259 4.11 4.10 4.51
OG0008260 4.84 1.43 4.89
OG0008261 40.50 1.89 39.34
OG0008262 2.57 1.50 3.11
OG0008263 15.27 15.43 3.75
OG0008264 3.24 1.13 3.73
OG0008265 6.00 1.88 6.26
OG0008266 1.24 0.86 1.05
OG0008267 1.91 0.68 1.84
OG0008268 2.42 0.74 1.79
OG0008269 5.24 1.22 5.29
OG0008270 2.52 1.24 2.50
OG0008271 0.74 0.75 0.74
OG0008272 8.24 3.52 6.48
OG0008273 8.94 4.68 9.08
OG0008274 2.81 1.95 2.83
OG0008275 1.90 0.56 1.75
OG0008277 10.41 4.66 6.73
OG0008278 3.95 1.51 4.00
OG0008279 4.60 6.10 6.49
OG0008280 14.17 14.04 7.15
OG0008281 3.97 4.08 5.03
OG0008282 6.69 3.16 7.76
OG0008283 3.79 1.50 5.56
OG0008284 0.98 0.77 1.06
OG0008285 1.45 1.30 1.99
OG0008286 2.32 0.77 2.89
OG0008287 1.76 1.04 2.02
OG0008288 1.54 1.54 1.18
OG0008289 25.29 27.64 2.40
OG0008290 7.98 9.08 9.19
OG0008291 2.16 18.31 10.85
OG0008292 2.86 1.94 2.70
OG0008293 2.26 1.53 2.43
OG0008294 3.68 2.93 4.54
OG0008295 1.68 1.08 1.89
OG0008296 3.40 1.61 3.67
OG0008297 8.27 1.75 8.64
OG0008298 2.12 1.25 2.04
OG0008299 8.47 3.60 8.79
OG0008300 2.03 16.20 23.26
OG0008301 15.41 12.92 3.53
OG0008302 2.97 2.47 2.67
OG0008303 1.84 1.22 2.28
OG0008304 -0.00 0.27 -0.00
OG0008305 1.69 1.09 2.41
OG0008306 5.36 9.28 12.38
OG0008307 6.52 0.80 12.23
OG0008308 1.94 1.09 2.26
OG0008309 18.96 20.02 11.49
OG0008310 4.41 1.42 3.35
OG0008311 5.52 3.57 3.85
OG0008312 2.36 0.87 2.26
OG0008313 2.17 1.22 1.88
OG0008314 5.99 5.58 5.39
OG0008315 2.70 2.02 3.05
OG0008316 2.36 0.88 2.66
OG0008317 7.76 2.17 7.45
OG0008318 9.00 3.53 9.10
OG0008319 9.86 5.87 13.25
OG0008320 4.16 1.51 4.39
OG0008321 6.50 5.57 4.20
OG0008322 5.40 2.16 5.04
OG0008323 0.23 -0.00 0.23
OG0008324 4.40 2.66 3.90
OG0008325 6.75 8.79 7.72
OG0008326 5.71 4.79 1.68
OG0008327 6.78 2.70 4.71
OG0008328 7.07 3.58 8.24
OG0008329 9.43 10.40 13.50
OG0008330 3.09 3.32 5.16
OG0008331 1.67 0.45 1.67
OG0008332 6.01 4.35 2.77
OG0008333 1.75 1.09 1.92
OG0008334 2.48 0.53 2.31
OG0008335 2.25 1.15 2.25
OG0008336 3.84 2.12 4.01
OG0008337 4.01 83.26 77.27
OG0008338 14.73 2.23 3.56
OG0008339 17.69 4.23 24.34
OG0008340 1.24 0.44 1.24
OG0008341 1.77 1.11 1.52
OG0008342 1.74 25.53 9.78
OG0008343 2.16 2.33 3.56
OG0008344 3.63 2.57 3.52
OG0008345 10.52 17.41 11.37
OG0008346 5.65 4.35 6.70
OG0008347 4.52 3.74 2.47
OG0008348 5.67 3.03 3.35
OG0008349 17.65 14.15 2.49
OG0008350 3.43 1.10 3.09
OG0008351 1.85 1.46 1.38
OG0008352 1.72 0.72 1.82
OG0008353 7.10 2.04 7.95
OG0008354 2.83 55.87 3.38
OG0008355 3.12 7.07 9.59
OG0008356 26.96 13.17 10.30
OG0008357 2.41 3.03 3.59
OG0008358 3.37 1.37 3.62
OG0008359 2.37 1.38 4.26
OG0008360 2.48 1.68 2.86
OG0008361 7.24 3.30 3.58
OG0008363 3.57 4.96 3.16
OG0008364 1.95 1.10 2.21
OG0008366 1.58 1.15 1.44
OG0008367 2.90 4.36 4.96
OG0008368 2.43 1.13 3.99
OG0008369 3.47 16.50 19.00
OG0008370 2.84 1.81 2.80
OG0008371 3.32 2.24 5.64
OG0008372 7.22 0.88 7.46
OG0008373 2.17 1.21 1.82
OG0008374 9.07 2.63 8.52
OG0008375 3.05 1.20 3.47
OG0008376 2.83 0.81 2.79
OG0008377 2.87 1.22 2.48
OG0008378 3.38 3.44 5.29
OG0008379 2.51 0.90 2.62
OG0008380 2.67 1.81 3.31
OG0008381 2.96 1.53 3.48
OG0008382 9.09 1.96 8.83
OG0008383 2.77 1.52 3.18
OG0008384 2.02 1.39 2.39
OG0008385 4.30 5.53 7.24
OG0008386 4.77 3.61 5.54
OG0008387 0.72 0.58 0.72
OG0008388 2.68 1.84 2.74
OG0008390 1.51 0.90 1.41
OG0008391 2.39 1.59 2.59
OG0008392 5.23 5.40 8.83
OG0008393 3.31 0.75 2.72
OG0008394 1.22 0.91 1.79
OG0008395 3.00 0.88 3.27
OG0008396 82.40 3.12 4.15
OG0008397 6.43 2.69 6.31
OG0008398 1.25 0.33 1.50
OG0008399 3.69 1.82 2.56
OG0008400 1.43 0.77 1.48
OG0008401 6.14 1.63 5.78
OG0008402 7.77 42.62 2.67
OG0008403 1.87 0.96 1.97
OG0008404 1.81 1.84 2.36
OG0008405 2.52 1.49 2.71
OG0008406 7.48 5.79 4.25
OG0008407 1.60 0.64 1.82
OG0008408 2.30 0.98 2.36
OG0008409 3.20 1.67 3.28
OG0008410 3.14 1.07 3.44
OG0008411 2.04 0.34 2.38
OG0008412 3.00 1.23 5.04
OG0008413 6.52 4.70 9.01
OG0008414 10.29 3.62 6.59
OG0008415 4.26 0.87 4.69
OG0008416 3.13 1.44 3.65
OG0008417 2.62 2.06 3.00
OG0008419 1.13 0.89 1.46
OG0008420 6.09 1.50 5.90
OG0008421 4.79 1.49 3.94
OG0008422 3.31 4.49 5.17
OG0008423 6.32 1.44 6.36
OG0008424 1.17 0.36 1.40
OG0008425 3.52 1.05 3.51
OG0008427 4.20 0.88 82.40
OG0008428 3.15 1.73 4.01
OG0008429 2.58 0.99 3.31
OG0008430 2.41 2.08 2.63
OG0008431 2.85 1.93 3.75
OG0008432 5.49 2.85 3.27
OG0008433 1.21 1.03 1.51
OG0008434 3.62 1.88 3.50
OG0008435 4.64 1.89 4.76
OG0008436 6.16 0.60 1.21
OG0008437 2.12 1.33 2.40
OG0008438 5.94 2.75 5.33
OG0008439 9.33 6.89 3.01
OG0008440 13.59 3.38 13.52
OG0008441 3.45 0.89 3.26
OG0008442 4.20 2.01 6.71
OG0008443 2.64 1.75 3.09
OG0008444 2.92 0.90 2.83
OG0008445 10.05 5.10 6.91
OG0008446 4.39 3.23 2.95
OG0008448 2.35 1.58 2.31
OG0008449 1.89 0.62 1.80
OG0008450 3.91 2.29 1.50
OG0008451 3.02 0.78 5.07
OG0008452 3.57 2.71 1.60
OG0008453 2.44 1.43 2.64
OG0008454 1.92 1.53 1.56
OG0008455 2.99 1.29 3.54
OG0008456 1.95 3.26 3.78
OG0008457 3.15 2.70 2.90
OG0008458 5.27 2.21 4.27
OG0008459 1.23 0.97 1.13
OG0008460 4.36 1.62 4.61
OG0008461 5.77 2.70 6.22
OG0008462 3.70 1.97 4.42
OG0008463 3.68 5.96 7.12
OG0008464 3.09 6.39 25.02
OG0008465 7.08 5.59 4.70
OG0008466 1.72 1.75 1.94
OG0008467 5.30 3.00 4.80
OG0008468 3.65 2.05 5.87
OG0008469 45.67 7.58 50.92
OG0008470 4.08 2.52 4.60
OG0008471 1.22 0.58 0.81
OG0008472 4.77 0.82 7.67
OG0008473 3.22 1.24 2.83
OG0008474 2.39 1.77 2.92
OG0008475 2.74 3.02 9.50
OG0008476 2.84 2.09 4.18
OG0008477 4.33 4.07 5.93
OG0008478 78.65 0.52 43.51
OG0008479 3.48 2.12 3.97
OG0008480 52.19 2.85 54.82
OG0008481 16.85 6.72 10.19
OG0008482 3.20 13.94 14.33
OG0008483 3.49 2.58 3.64
OG0008484 1.88 1.47 1.69
OG0008485 1.59 0.91 1.13
OG0008486 4.57 2.09 4.38
OG0008487 2.80 0.60 1.61
OG0008488 24.93 10.32 26.06
OG0008489 4.89 25.64 31.85
OG0008490 1.64 1.23 1.78
OG0008491 5.97 2.28 6.89
OG0008492 9.03 0.99 8.98
OG0008494 6.40 2.85 5.65
OG0008495 6.08 16.16 14.99
OG0008496 2.63 0.87 2.33
OG0008497 4.14 2.04 4.09
OG0008498 3.92 1.83 3.78
OG0008499 5.32 2.38 5.02
OG0008500 2.12 1.67 3.15
OG0008501 4.64 2.18 3.62
OG0008502 3.56 1.69 3.45
OG0008503 3.97 1.96 4.46
OG0008504 3.28 2.08 2.72
OG0008505 71.61 1.25 72.31
OG0008506 1.01 0.30 1.19
OG0008507 8.36 2.68 10.91
OG0008508 2.30 1.24 2.72
OG0008509 5.52 1.63 3.11
OG0008510 4.02 1.10 5.40
OG0008511 1.96 3.89 4.60
OG0008512 3.74 1.04 3.58
OG0008513 2.76 9.03 6.84
OG0008514 2.79 2.24 3.52
OG0008516 2.38 1.31 2.44
OG0008517 21.28 15.60 9.38
OG0008518 1.94 0.98 1.99
OG0008519 3.74 1.88 3.97
OG0008520 2.01 1.61 1.78
OG0008521 91.98 92.05 3.13
OG0008522 2.72 3.66 5.24
OG0008523 5.70 2.23 31.78
OG0008524 2.77 2.28 3.88
OG0008525 5.28 2.87 4.96
OG0008526 4.11 1.88 3.64
OG0008527 2.30 1.90 2.58
OG0008528 3.24 2.06 2.37
OG0008529 2.22 2.35 2.89
OG0008530 3.91 2.64 3.75
OG0008531 14.34 2.34 2.88
OG0008532 4.89 1.30 6.51
OG0008533 0.92 0.51 0.96
OG0008534 3.24 1.23 3.37
OG0008535 0.76 0.46 0.89
OG0008536 3.79 0.62 4.44
OG0008537 5.77 2.73 5.23
OG0008538 4.41 2.37 4.22
OG0008539 4.44 82.40 6.20
OG0008540 5.97 2.06 4.65
OG0008541 4.33 1.83 4.05
OG0008542 3.49 1.00 3.70
OG0008543 3.97 5.26 4.55
OG0008544 2.86 1.06 2.27
OG0008545 0.74 0.31 1.13
OG0008546 3.92 1.89 4.55
OG0008547 4.10 0.79 5.52
OG0008548 5.21 2.56 4.20
OG0008549 4.80 1.66 3.87
OG0008550 3.49 1.97 3.62
OG0008551 0.65 0.48 0.46
OG0008552 3.10 2.06 3.41
OG0008553 3.44 1.19 1.77
OG0008554 1.39 1.40 2.33
OG0008555 4.41 2.15 4.76
OG0008557 11.62 5.00 8.98
OG0008558 3.20 4.80 6.76
OG0008559 2.48 2.61 2.64
OG0008560 11.75 7.59 5.27
OG0008561 2.85 0.77 2.59
OG0008562 3.73 1.54 3.43
OG0008563 1.62 3.15 8.76
OG0008564 9.75 4.92 8.46
OG0008565 3.88 2.67 3.88
OG0008566 5.79 4.42 7.27
OG0008568 25.61 3.47 45.99
OG0008569 1.34 1.34 2.15
OG0008570 2.28 0.89 2.28
OG0008571 2.44 1.34 2.39
OG0008572 5.33 2.33 7.49
OG0008573 3.55 3.29 1.48
OG0008574 3.85 1.30 4.10
OG0008575 2.31 4.60 2.75
OG0008576 4.14 1.98 3.62
OG0008577 3.62 6.80 7.54
OG0008578 4.78 5.20 6.49
OG0008579 4.29 1.19 4.18
OG0008580 18.85 1.20 18.13
OG0008581 10.17 3.32 15.37
OG0008582 27.19 13.63 3.85
OG0008583 2.72 1.57 3.44
OG0008584 3.38 9.99 8.53
OG0008585 6.50 3.82 7.05
OG0008587 3.21 2.05 1.96
OG0008588 2.79 1.83 2.83
OG0008589 5.84 4.24 1.67
OG0008590 7.75 4.03 8.44
OG0008591 0.99 1.02 1.65
OG0008592 2.85 2.42 3.35
OG0008593 2.29 10.36 12.08
OG0008594 9.52 3.70 8.35
OG0008595 2.01 1.28 1.96
OG0008596 3.00 0.94 3.70
OG0008597 2.06 1.26 2.18
OG0008598 11.67 4.28 4.85
OG0008599 6.52 4.43 6.31
OG0008600 3.92 96.07 2.88
OG0008601 30.19 9.42 17.57
OG0008602 10.48 4.47 44.08
OG0008603 1.19 0.49 1.49
OG0008604 0.98 1.07 1.74
OG0008605 2.60 4.04 5.15
OG0008606 1.66 5.31 0.94
OG0008607 5.91 0.77 4.87
OG0008608 1.10 0.62 1.10
OG0008609 2.50 2.11 2.00
OG0008610 2.38 1.79 3.28
OG0008611 6.67 2.55 6.75
OG0008612 6.20 1.26 3.57
OG0008613 11.93 22.63 8.43
OG0008614 5.76 4.15 6.04
OG0008615 3.75 2.75 2.69
OG0008616 5.05 3.79 5.77
OG0008618 0.77 0.72 1.22
OG0008619 7.39 12.77 15.61
OG0008620 14.10 5.73 12.63
OG0008621 7.20 3.12 12.90
OG0008622 6.93 2.66 6.93
OG0008623 2.12 0.88 2.12
OG0008624 3.56 7.79 3.32
OG0008626 17.60 10.81 17.34
OG0008627 6.52 2.07 6.58
OG0008628 5.78 5.40 4.78
OG0008629 2.12 1.40 2.34
OG0008630 86.65 1.57 85.98
OG0008631 2.41 92.02 89.68
OG0008632 8.89 2.63 15.58
OG0008633 2.84 3.56 5.30
OG0008634 3.12 1.84 2.29
OG0008635 5.75 1.05 8.37
OG0008636 3.51 1.73 3.71
OG0008637 4.18 2.86 4.21
OG0008638 5.70 2.69 5.94
OG0008639 6.73 4.69 5.22
OG0008640 3.51 2.90 4.07
OG0008641 1.88 1.05 2.70
OG0008642 3.89 3.48 2.48
OG0008643 4.23 8.85 11.08
OG0008644 21.50 1.98 22.42
OG0008645 3.16 1.56 2.63
OG0008646 5.54 3.25 4.56
OG0008647 3.86 1.77 4.08
OG0008648 12.78 82.40 7.94
OG0008650 5.19 3.42 4.74
OG0008651 4.51 23.77 4.00
OG0008652 9.64 1.63 10.63
OG0008653 6.79 3.67 7.02
OG0008655 7.01 0.98 7.17
OG0008656 3.00 1.53 3.59
OG0008658 7.68 0.98 8.03
OG0008659 2.47 1.60 1.90
OG0008660 5.48 1.03 4.72
OG0008661 2.80 0.99 2.81
OG0008663 2.53 0.98 2.68
OG0008664 2.81 8.13 6.38
OG0008665 4.42 1.16 4.24
OG0008666 1.79 3.24 2.11
OG0008667 1.80 0.68 2.14
OG0008668 2.37 1.23 3.07
OG0008669 13.99 1.29 10.63
OG0008670 59.29 59.96 3.54
OG0008671 88.10 1.86 94.05
OG0008672 8.65 2.59 40.82
OG0008673 1.64 1.66 2.46
OG0008674 4.62 1.13 3.25
OG0008675 3.03 4.26 4.76
OG0008677 4.70 1.65 6.19
OG0008678 3.13 1.37 2.47
OG0008679 22.60 1.56 9.88
OG0008680 3.92 2.70 3.49
OG0008681 5.87 3.09 3.65
OG0008682 4.10 1.27 39.61
OG0008683 14.06 11.45 3.68
OG0008684 3.19 1.61 3.73
OG0008685 2.96 0.83 2.91
OG0008686 5.19 3.41 3.69
OG0008687 3.94 1.07 3.87
OG0008688 11.21 6.14 6.07
OG0008689 6.07 7.52 13.08
OG0008690 7.44 3.87 5.01
OG0008691 5.20 3.42 5.94
OG0008692 3.11 2.01 3.11
OG0008693 3.83 1.21 3.94
OG0008694 3.25 1.30 44.08
OG0008695 6.76 5.73 5.25
OG0008696 112.44 108.83 9.49
OG0008697 3.77 3.33 3.85
OG0008698 6.30 1.06 6.06
OG0008699 2.02 1.31 1.80
OG0008700 28.09 20.74 6.07
OG0008701 1.03 18.41 18.66
OG0008702 5.02 1.62 4.31
OG0008703 1.83 1.11 1.80
OG0008704 2.30 1.05 2.11
OG0008705 1.96 1.22 1.99
OG0008706 9.68 1.69 9.58
OG0008707 2.63 40.79 96.16
OG0008708 6.27 3.89 4.42
OG0008709 6.55 6.82 17.22
OG0008710 2.99 1.20 1.81
OG0008711 7.83 4.10 9.79
OG0008712 3.18 1.41 3.55
OG0008713 3.17 1.44 3.17
OG0008714 6.00 2.62 5.49
OG0008715 4.03 3.07 7.16
OG0008716 4.09 6.85 4.09
OG0008717 3.38 1.43 3.07
OG0008718 5.37 3.31 6.33
OG0008719 3.85 3.02 3.95
OG0008720 11.60 10.75 4.26
OG0008721 60.60 54.73 7.77
OG0008722 2.88 1.91 3.88
OG0008723 4.44 2.04 4.97
OG0008724 3.58 29.28 30.67
OG0008725 1.48 0.73 1.32
OG0008726 2.14 1.31 1.48
OG0008727 6.42 2.76 5.11
OG0008728 6.30 1.73 6.81
OG0008729 105.96 4.81 109.07
OG0008730 15.44 22.43 41.69
OG0008731 2.05 1.11 1.79
OG0008732 11.06 9.52 11.02
OG0008733 1.55 1.18 1.79
OG0008734 3.05 1.17 2.46
OG0008735 6.91 4.21 6.95
OG0008736 3.69 6.98 3.39
OG0008737 3.74 6.00 7.76
OG0008738 17.89 2.79 17.89
OG0008739 4.94 1.84 5.01
OG0008740 14.93 2.06 16.18
OG0008741 2.90 2.08 3.63
OG0008742 3.29 1.54 3.61
OG0008743 4.38 2.89 2.59
OG0008744 3.44 5.60 6.55
OG0008745 3.11 2.19 4.04
OG0008746 2.65 3.08 3.84
OG0008747 11.71 2.96 7.83
OG0008748 7.09 3.26 8.56
OG0008749 4.53 2.95 4.29
OG0008750 5.64 0.93 6.16
OG0008751 49.26 1.25 7.89
OG0008752 0.85 0.36 1.04
OG0008753 1.99 4.40 4.48
OG0008754 3.67 2.16 5.05
OG0008755 2.76 1.04 2.71
OG0008756 7.25 2.96 6.67
OG0008757 4.91 10.20 12.98
OG0008758 3.20 1.61 3.11
OG0008759 2.23 0.71 2.02
OG0008760 7.24 6.11 8.66
OG0008761 13.84 12.46 3.84
OG0008762 5.13 0.97 4.52
OG0008763 -nan 29.15 1.99
OG0008764 32.08 70.59 1.61
OG0008765 3.13 1.33 3.52
OG0008766 6.87 3.51 4.51
OG0008767 7.09 2.35 7.30
OG0008768 1.23 0.76 1.18
OG0008769 2.13 1.15 2.09
OG0008770 21.18 2.21 19.35
OG0008771 6.32 6.03 19.03
OG0008772 3.13 1.33 2.65
OG0008773 0.60 0.67 0.60
OG0008774 5.12 1.60 7.68
OG0008775 128.45 12.70 40.21
OG0008776 3.12 1.71 4.43
OG0008778 3.72 3.41 3.90
OG0008779 1.23 1.52 1.56
OG0008780 2.14 1.83 1.83
OG0008781 4.79 11.20 14.65
OG0008782 2.46 0.71 2.26
OG0008783 3.37 1.97 3.67
OG0008784 2.30 2.01 3.19
OG0008785 7.72 0.92 8.19
OG0008786 2.84 1.39 3.23
OG0008787 1.04 0.78 1.25
OG0008788 4.20 2.24 3.52
OG0008789 1.42 2.21 0.96
OG0008790 2.40 0.65 2.63
OG0008791 4.89 3.74 8.15
OG0008792 9.03 9.30 0.99
OG0008793 4.97 93.13 97.79
OG0008794 3.91 3.01 5.04
OG0008795 3.07 3.73 2.15
OG0008796 2.85 1.62 2.76
OG0008797 7.45 2.85 10.04
OG0008798 2.27 1.60 1.73
OG0008799 0.73 10.87 11.49
OG0008801 2.19 1.00 2.34
OG0008802 3.13 1.33 3.59
OG0008803 3.51 3.16 3.73
OG0008804 4.76 1.17 4.88
OG0008805 2.46 1.26 2.49
OG0008808 4.52 1.61 4.30
OG0008809 2.99 2.01 3.36
OG0008810 -0.00 0.11 -0.00
OG0008811 2.58 3.51 4.94
OG0008812 2.71 4.66 2.87
OG0008813 2.69 8.34 8.52
OG0008814 1.84 1.41 2.17
OG0008815 6.68 4.57 6.33
OG0008816 5.31 5.19 5.60
OG0008817 4.97 3.31 4.69
OG0008818 2.17 1.03 2.77
OG0008819 2.20 1.88 2.52
OG0008820 3.49 1.46 2.61
OG0008821 1.71 1.58 2.40
OG0008822 18.75 0.43 18.35
OG0008823 4.68 2.67 5.00
OG0008824 2.38 1.00 2.65
OG0008825 8.59 1.18 77.31
OG0008826 3.97 2.85 4.24
OG0008827 1.54 1.04 2.33
OG0008828 2.36 2.00 4.00
OG0008829 6.65 3.03 5.51
OG0008830 2.25 1.55 2.26
OG0008831 2.21 1.09 2.59
OG0008832 3.24 4.80 4.65
OG0008833 4.64 3.10 3.54
OG0008834 3.04 2.62 2.58
OG0008835 3.17 0.57 3.09
OG0008836 4.11 1.11 3.58
OG0008837 7.02 20.52 19.60
OG0008838 8.31 0.27 8.75
OG0008839 34.23 16.50 20.13
OG0008840 5.29 1.76 4.80
OG0008841 5.51 4.25 2.70
OG0008842 2.89 7.85 11.76
OG0008843 3.22 1.11 3.36
OG0008844 6.76 2.91 6.82
OG0008845 2.55 0.67 2.55
OG0008846 8.69 1.45 8.69
OG0008847 11.64 8.13 7.18
OG0008848 3.09 1.60 3.40
OG0008849 5.53 2.55 5.75
OG0008850 2.83 39.50 14.22
OG0008851 3.13 0.92 3.04
OG0008852 3.01 1.68 3.58
OG0008853 3.07 1.31 2.45
OG0008854 0.58 0.66 0.80
OG0008855 91.64 95.44 4.62
OG0008856 13.16 12.26 12.28
OG0008857 3.80 7.27 10.73
OG0008858 1.76 1.37 2.47
OG0008859 0.75 0.83 0.75
OG0008860 4.07 2.65 4.53
OG0008861 3.05 1.55 2.89
OG0008862 7.31 3.18 7.86
OG0008863 2.49 1.45 2.38
OG0008864 18.46 3.64 39.37
OG0008865 2.46 2.27 3.56
OG0008866 36.73 4.84 27.12
OG0008867 6.77 2.30 6.42
OG0008868 4.75 2.97 6.73
OG0008869 5.45 1.92 6.58
OG0008870 2.19 3.56 5.18
OG0008871 0.94 29.51 29.51
OG0008872 5.20 3.16 6.21
OG0008873 4.51 1.78 2.91
OG0008874 1.82 1.09 1.74
OG0008875 0.76 0.61 1.07
OG0008876 2.42 1.02 2.60
OG0008877 9.57 2.75 120.71
OG0008878 18.59 16.24 15.88
OG0008879 2.63 3.29 4.95
OG0008880 0.47 0.47 0.78
OG0008881 3.16 1.25 3.23
OG0008882 6.39 2.17 5.27
OG0008883 2.33 2.33 0.91
OG0008884 3.85 1.63 4.02
OG0008885 4.41 1.76 3.56
OG0008886 7.04 2.62 7.18
OG0008887 5.72 14.68 12.16
OG0008888 2.39 0.83 2.34
OG0008889 2.07 0.72 1.93
OG0008890 3.64 0.96 3.70
OG0008891 2.72 1.73 2.61
OG0008892 9.03 9.69 4.15
OG0008893 7.37 4.33 6.94
OG0008894 3.82 1.85 3.67
OG0008895 2.68 1.10 2.79
