OG BGM_model BGM_dNdS BGM_t BGM_dN BGM_dS BAT_model BAT_dNdS BAT_t BAT_dN BAT_dS BRO_model BRO_dNdS BRO_t BRO_dN BRO_dS
OG0004690 general 0.1832 0.008 0.0013 0.0072 general 0.1832 0.003 0.0006 0.0031 general 0.1832 0.018 0.0030 0.0165
OG0004691 general 0.0290 0.007 0.0003 0.0090 general 0.0290 0.015 0.0005 0.0187 general 0.0290 0.018 0.0007 0.0226
OG0004692 alternative 0.0272 0.007 0.0003 0.0099 alternative 0.0001 0.003 0.0000 0.0041 alternative 0.2940 0.034 0.0074 0.0252
OG0004693 general 0.0718 0.003 0.0002 0.0031 general 0.0718 0.004 0.0003 0.0040 general 0.0718 0.019 0.0015 0.0213
OG0004694 general 0.1353 0.019 0.0031 0.0226 general 0.1353 0.064 0.0101 0.0750 general 0.1353 0.056 0.0089 0.0659
OG0004696 general 0.0987 0.010 0.0010 0.0096 general 0.0987 0.020 0.0019 0.0196 general 0.0987 0.030 0.0029 0.0292
OG0004697 general 0.2049 0.008 0.0013 0.0066 general 0.2049 0.008 0.0013 0.0066 general 0.2049 0.000 0.0000 0.0000
OG0004698 alternative 0.3774 0.251 0.0625 0.1657 alternative 0.0001 0.006 0.0000 0.0093 alternative 0.0653 0.076 0.0065 0.0989
OG0004701 general 0.2737 0.027 0.0053 0.0193 general 0.2737 0.020 0.0040 0.0145 general 0.2737 0.066 0.0130 0.0475
OG0004703 general 0.1068 0.015 0.0022 0.0210 general 0.1068 0.015 0.0023 0.0214 general 0.1068 0.004 0.0006 0.0058
OG0004705 general 0.1203 0.020 0.0034 0.0279 general 0.1203 0.017 0.0029 0.0240 general 0.1203 0.043 0.0072 0.0596
OG0004706 alternative 0.0001 0.003 0.0000 0.0043 alternative 0.0001 0.008 0.0000 0.0113 alternative 0.1313 0.007 0.0009 0.0068
OG0004707 general 0.1161 0.002 0.0003 0.0022 general 0.1161 0.005 0.0007 0.0060 general 0.1161 0.010 0.0014 0.0121
OG0004708 general 0.0859 0.011 0.0010 0.0116 general 0.0859 0.013 0.0013 0.0146 general 0.0859 0.030 0.0028 0.0325
OG0004709 alternative 0.2451 0.064 0.0138 0.0562 alternative 0.2767 0.094 0.0213 0.0768 alternative 0.0461 0.047 0.0033 0.0721
OG0004710 general 0.1749 0.018 0.0029 0.0164 general 0.1749 0.008 0.0013 0.0075 general 0.1749 0.000 0.0000 0.0000
OG0004711 general 0.0407 0.017 0.0014 0.0342 general 0.0407 0.010 0.0008 0.0204 general 0.0407 0.047 0.0038 0.0941
OG0004712 general 0.2442 0.009 0.0017 0.0071 general 0.2442 0.008 0.0015 0.0061 general 0.2442 0.018 0.0034 0.0138
OG0004713 general 0.0737 0.007 0.0009 0.0119 general 0.0737 0.019 0.0023 0.0311 general 0.0737 0.056 0.0067 0.0909
OG0004714 general 0.0962 0.010 0.0013 0.0135 general 0.0962 0.033 0.0043 0.0446 general 0.0962 0.019 0.0025 0.0262
OG0004715 alternative 0.6631 0.027 0.0081 0.0122 alternative 0.3604 0.025 0.0057 0.0158 alternative 0.6323 0.043 0.0125 0.0197
OG0004716 alternative 0.0529 0.013 0.0008 0.0155 alternative 0.0001 0.008 0.0000 0.0103 alternative 0.3835 0.243 0.0581 0.1514
OG0004717 general 0.3571 0.019 0.0046 0.0130 general 0.3571 0.084 0.0208 0.0581 general 0.3571 0.069 0.0170 0.0475
OG0004718 general 0.0912 0.011 0.0017 0.0190 general 0.0912 0.014 0.0023 0.0255 general 0.0912 0.000 0.0000 0.0000
OG0004719 general 0.0186 0.015 0.0008 0.0423 general 0.0186 0.011 0.0006 0.0305 general 0.0186 0.013 0.0007 0.0372
OG0004720 alternative 0.1283 0.034 0.0054 0.0421 alternative 0.0001 0.005 0.0000 0.0113 alternative 1.7603 0.000 0.0000 0.0000
OG0004723 general 0.0510 0.006 0.0004 0.0080 general 0.0510 0.005 0.0003 0.0065 general 0.0510 0.014 0.0010 0.0191
OG0004724 general 0.2917 0.006 0.0014 0.0048 general 0.2917 0.010 0.0022 0.0075 general 0.2917 0.028 0.0062 0.0213
OG0004726 alternative 0.5430 0.033 0.0091 0.0167 alternative 0.1689 0.035 0.0051 0.0302 alternative 1.7009 0.000 0.0000 0.0000
OG0004727 alternative 2.2453 0.000 0.0000 0.0000 alternative 0.3551 0.027 0.0063 0.0179 alternative 0.5775 0.356 0.1014 0.1756
OG0004728 alternative 0.0277 0.012 0.0005 0.0197 alternative 0.0001 0.011 0.0000 0.0202 alternative 0.0284 0.036 0.0017 0.0593
OG0004729 alternative 0.1775 0.017 0.0029 0.0164 alternative 0.1318 0.019 0.0028 0.0209 alternative 0.2509 0.033 0.0068 0.0273
OG0004730 general 0.0896 0.034 0.0033 0.0364 general 0.0896 0.019 0.0019 0.0207 general 0.0896 0.009 0.0009 0.0098
OG0004731 general 0.1043 0.022 0.0033 0.0315 general 0.1043 0.012 0.0018 0.0175 general 0.1043 0.021 0.0032 0.0306
OG0004732 general 0.2116 0.003 0.0006 0.0026 general 0.2116 0.012 0.0019 0.0090 general 0.2116 0.033 0.0053 0.0250
OG0004734 general 0.1273 0.003 0.0004 0.0033 general 0.1273 0.001 0.0002 0.0013 general 0.1273 0.031 0.0043 0.0335
OG0004735 alternative 0.2330 0.011 0.0019 0.0080 alternative 0.1445 0.003 0.0004 0.0029 alternative 0.0829 0.016 0.0013 0.0155
OG0004736 general 0.0475 0.005 0.0002 0.0050 general 0.0475 0.006 0.0003 0.0059 general 0.0475 0.006 0.0003 0.0065
OG0004737 general 0.2074 0.011 0.0021 0.0101 general 0.2074 0.012 0.0024 0.0115 general 0.2074 0.013 0.0025 0.0122
OG0004738 alternative 0.3061 0.006 0.0013 0.0043 alternative 0.0822 0.005 0.0006 0.0070 alternative 999.0000 0.006 0.0023 0.0000
OG0004739 general 0.1125 0.015 0.0020 0.0178 general 0.1125 0.010 0.0014 0.0127 general 0.1125 0.000 0.0000 0.0000
OG0004742 general 0.0969 0.012 0.0014 0.0144 general 0.0969 0.010 0.0011 0.0114 general 0.0969 0.020 0.0023 0.0240
OG0004743 alternative 0.3106 0.106 0.0253 0.0816 alternative 0.7220 0.006 0.0018 0.0024 alternative 1.9065 0.000 0.0000 0.0000
OG0004744 general 0.0228 0.005 0.0002 0.0087 general 0.0228 0.003 0.0001 0.0057 general 0.0228 0.034 0.0014 0.0606
OG0004745 general 0.0329 0.004 0.0002 0.0064 general 0.0329 0.004 0.0002 0.0073 general 0.0329 0.015 0.0008 0.0252
OG0004746 alternative 0.0001 0.003 0.0000 0.0036 alternative 0.0001 0.007 0.0000 0.0092 alternative 0.4365 0.089 0.0226 0.0518
OG0004747 general 0.0265 0.004 0.0001 0.0047 general 0.0265 0.013 0.0004 0.0163 general 0.0265 0.069 0.0024 0.0893
OG0004748 general 0.1334 0.022 0.0035 0.0261 general 0.1334 0.016 0.0027 0.0199 general 0.1334 0.579 0.0934 0.7003
OG0004749 alternative 0.0001 0.014 0.0000 0.0183 alternative 0.0125 0.028 0.0004 0.0345 alternative 1.7747 0.111 0.0420 0.0237
OG0004750 general 0.2113 0.012 0.0028 0.0132 general 0.2113 0.016 0.0035 0.0167 general 0.2113 0.046 0.0102 0.0485
OG0004751 general 0.0656 0.011 0.0007 0.0113 general 0.0656 0.008 0.0006 0.0084 general 0.0656 0.010 0.0007 0.0106
OG0004752 general 0.0847 0.016 0.0022 0.0258 general 0.0847 0.000 0.0000 0.0000 general 0.0847 0.022 0.0029 0.0346
OG0004755 alternative 0.5094 0.068 0.0182 0.0358 alternative 0.0412 0.021 0.0010 0.0243 alternative 0.2509 0.024 0.0045 0.0178
OG0004756 general 0.0463 0.006 0.0004 0.0088 general 0.0463 0.014 0.0009 0.0199 general 0.0463 0.031 0.0020 0.0432
OG0004757 alternative 0.3565 0.178 0.0448 0.1256 alternative 0.0802 0.029 0.0031 0.0390 alternative 0.0630 0.068 0.0061 0.0966
OG0004758 general 0.0763 0.011 0.0010 0.0129 general 0.0763 0.018 0.0016 0.0203 general 0.0763 0.007 0.0006 0.0083
OG0004759 alternative 0.5086 0.180 0.0487 0.0957 alternative 0.0001 0.006 0.0000 0.0089 alternative 0.0313 0.026 0.0010 0.0330
OG0004760 general 0.2476 0.028 0.0056 0.0226 general 0.2476 0.027 0.0054 0.0219 general 0.2476 0.011 0.0021 0.0086
OG0004762 general 0.1403 0.008 0.0011 0.0077 general 0.1403 0.006 0.0007 0.0053 general 0.1403 0.044 0.0059 0.0419
OG0004763 general 0.0319 0.004 0.0002 0.0048 general 0.0319 0.011 0.0004 0.0131 general 0.0319 0.012 0.0005 0.0151
OG0004764 general 0.0254 0.009 0.0005 0.0210 general 0.0254 0.007 0.0004 0.0170 general 0.0254 0.020 0.0012 0.0464
OG0004765 general 0.2137 0.011 0.0022 0.0103 general 0.2137 0.043 0.0088 0.0412 general 0.2137 0.092 0.0187 0.0875
OG0004766 general 0.1773 0.009 0.0014 0.0076 general 0.1773 0.013 0.0019 0.0107 general 0.1773 0.027 0.0039 0.0218
OG0004767 general 0.5161 0.009 0.0024 0.0046 general 0.5161 0.014 0.0037 0.0072 general 0.5161 0.029 0.0081 0.0157
OG0004770 general 0.2570 0.012 0.0024 0.0093 general 0.2570 0.017 0.0034 0.0132 general 0.2570 0.042 0.0083 0.0322
OG0004771 general 0.1162 0.009 0.0014 0.0122 general 0.1162 0.002 0.0003 0.0029 general 0.1162 0.023 0.0038 0.0327
OG0004772 general 0.1313 0.004 0.0004 0.0033 general 0.1313 0.011 0.0013 0.0098 general 0.1313 0.047 0.0055 0.0422
OG0004774 general 0.0813 0.004 0.0003 0.0040 general 0.0813 0.004 0.0004 0.0046 general 0.0813 0.010 0.0009 0.0110
OG0004775 general 0.1454 0.013 0.0021 0.0146 general 0.1454 0.013 0.0021 0.0143 general 0.1454 0.082 0.0136 0.0935
OG0004776 general 0.1914 0.030 0.0049 0.0254 general 0.1914 0.017 0.0027 0.0139 general 0.1914 0.039 0.0063 0.0327
OG0004777 general 0.0616 0.021 0.0016 0.0252 general 0.0616 0.015 0.0011 0.0182 general 0.0616 0.041 0.0031 0.0507
OG0004778 general 0.3429 0.006 0.0012 0.0035 general 0.3429 0.008 0.0016 0.0048 general 0.3429 0.002 0.0005 0.0015
OG0004779 general 0.2097 0.022 0.0037 0.0176 general 0.2097 0.046 0.0078 0.0374 general 0.2097 0.038 0.0064 0.0307
OG0004780 general 0.2087 0.018 0.0027 0.0130 general 0.2087 0.018 0.0026 0.0127 general 0.2087 0.019 0.0028 0.0134
OG0004781 general 0.0580 0.002 0.0002 0.0026 general 0.0580 0.004 0.0003 0.0051 general 0.0580 0.009 0.0006 0.0098
OG0004782 general 0.0222 0.016 0.0006 0.0276 general 0.0222 0.015 0.0006 0.0272 general 0.0222 0.015 0.0006 0.0271
OG0004784 general 0.1399 0.008 0.0012 0.0087 general 0.1399 0.007 0.0010 0.0070 general 0.1399 0.032 0.0046 0.0327
OG0004785 general 0.0545 0.009 0.0009 0.0162 general 0.0545 0.013 0.0013 0.0239 general 0.0545 0.025 0.0024 0.0444
OG0004786 general 0.2754 0.009 0.0019 0.0069 general 0.2754 0.012 0.0024 0.0086 general 0.2754 0.045 0.0091 0.0331
OG0004787 alternative 0.3083 0.037 0.0103 0.0334 alternative 0.0997 0.020 0.0037 0.0369 alternative 0.1335 0.074 0.0153 0.1142
OG0004788 general 0.0633 0.011 0.0009 0.0145 general 0.0633 0.012 0.0010 0.0153 general 0.0633 0.074 0.0060 0.0952
OG0004789 alternative 0.0372 0.002 0.0001 0.0038 alternative 0.2607 0.080 0.0180 0.0692 alternative 0.0071 0.018 0.0002 0.0344
OG0004790 general 0.0703 0.003 0.0002 0.0032 general 0.0703 0.004 0.0003 0.0045 general 0.0703 0.011 0.0010 0.0143
OG0004791 alternative 0.1709 0.009 0.0016 0.0092 alternative 0.2118 0.020 0.0038 0.0181 alternative 0.3410 0.406 0.0990 0.2903
OG0004792 alternative 0.0892 0.016 0.0020 0.0221 alternative 0.3197 0.020 0.0049 0.0153 alternative 0.2786 0.228 0.0533 0.1914
OG0004793 general 0.0115 0.011 0.0002 0.0175 general 0.0115 0.005 0.0001 0.0078 general 0.0115 0.024 0.0004 0.0376
OG0004794 general 0.1493 0.007 0.0012 0.0078 general 0.1493 0.016 0.0025 0.0167 general 0.1493 0.069 0.0108 0.0723
OG0004795 general 0.3431 0.007 0.0015 0.0043 general 0.3431 0.011 0.0024 0.0071 general 0.3431 0.020 0.0043 0.0124
OG0004796 general 0.1176 0.007 0.0008 0.0070 general 0.1176 0.005 0.0007 0.0057 general 0.1176 0.024 0.0029 0.0244
OG0004798 alternative 0.4930 0.045 0.0118 0.0240 alternative 0.3765 0.008 0.0019 0.0049 alternative 0.9365 0.019 0.0062 0.0066
OG0004799 general 0.4158 0.015 0.0036 0.0085 general 0.4158 0.020 0.0050 0.0119 general 0.4158 0.030 0.0074 0.0177
OG0004800 general 0.0504 0.014 0.0008 0.0164 general 0.0504 0.016 0.0010 0.0193 general 0.0504 0.057 0.0034 0.0683
OG0004801 alternative 0.0001 0.006 0.0000 0.0109 alternative 0.0001 0.011 0.0000 0.0210 alternative 0.1921 0.099 0.0189 0.0983
OG0004802 alternative 0.1079 0.008 0.0008 0.0078 alternative 0.2172 0.008 0.0013 0.0062 alternative 0.2048 0.029 0.0047 0.0231
OG0004803 general 0.0388 0.006 0.0004 0.0101 general 0.0388 0.003 0.0002 0.0044 general 0.0388 0.005 0.0003 0.0076
OG0004804 general 0.0748 0.003 0.0002 0.0030 general 0.0748 0.003 0.0002 0.0031 general 0.0748 0.010 0.0007 0.0097
OG0004805 general 0.0136 0.005 0.0002 0.0129 general 0.0136 0.017 0.0005 0.0396 general 0.0136 0.043 0.0014 0.1020
OG0004806 general 0.2126 0.030 0.0050 0.0237 general 0.2126 0.010 0.0017 0.0079 general 0.2126 0.050 0.0084 0.0395
OG0004807 general 0.6770 0.014 0.0041 0.0061 general 0.6770 0.004 0.0013 0.0019 general 0.6770 0.040 0.0119 0.0175
OG0004808 general 0.1800 0.025 0.0042 0.0232 general 0.1800 0.022 0.0036 0.0201 general 0.1800 0.019 0.0031 0.0173
OG0004809 general 0.1843 0.000 0.0000 0.0000 general 0.1843 0.088 0.0138 0.0751 general 0.1843 0.002 0.0003 0.0016
OG0004810 general 0.0398 0.023 0.0023 0.0590 general 0.0398 0.039 0.0040 0.1014 general 0.0398 0.046 0.0048 0.1217
OG0004811 general 0.1223 0.013 0.0021 0.0171 general 0.1223 0.017 0.0028 0.0230 general 0.1223 0.074 0.0122 0.1000
OG0004812 general 0.0351 0.006 0.0003 0.0076 general 0.0351 0.009 0.0004 0.0120 general 0.0351 0.008 0.0004 0.0102
OG0004813 alternative 181.5329 0.000 0.0000 0.0000 alternative 0.0469 0.006 0.0004 0.0075 alternative 0.4033 0.298 0.0746 0.1850
OG0004815 general 0.0578 0.006 0.0005 0.0079 general 0.0578 0.011 0.0009 0.0151 general 0.0578 0.052 0.0041 0.0718
OG0004816 general 0.5734 0.011 0.0031 0.0055 general 0.5734 0.013 0.0037 0.0064 general 0.5734 0.031 0.0085 0.0148
OG0004817 alternative 0.1223 0.021 0.0027 0.0217 alternative 0.1647 0.008 0.0012 0.0073 alternative 0.5647 0.130 0.0369 0.0653
OG0004818 general 0.0774 0.007 0.0008 0.0102 general 0.0774 0.014 0.0016 0.0213 general 0.0774 0.106 0.0122 0.1571
OG0004819 general 0.0622 0.005 0.0004 0.0070 general 0.0622 0.005 0.0004 0.0068 general 0.0622 0.024 0.0020 0.0321
OG0004822 general 0.0778 0.003 0.0003 0.0035 general 0.0778 0.003 0.0003 0.0035 general 0.0778 0.007 0.0006 0.0077
OG0004823 general 0.2155 0.000 0.0000 0.0000 general 0.2155 0.000 0.0000 0.0000 general 0.2155 0.000 0.0000 0.0000
OG0004824 general 0.3028 0.005 0.0011 0.0037 general 0.3028 0.010 0.0023 0.0077 general 0.3028 0.066 0.0154 0.0510
OG0004825 general 0.1012 0.008 0.0008 0.0081 general 0.1012 0.015 0.0014 0.0142 general 0.1012 0.018 0.0018 0.0177
OG0004826 general 0.2381 0.027 0.0048 0.0203 general 0.2381 0.039 0.0071 0.0297 general 0.2381 0.472 0.0845 0.3549
OG0004827 alternative 0.2792 0.107 0.0246 0.0883 alternative 0.0172 0.006 0.0002 0.0103 alternative 0.0001 0.003 0.0000 0.0065
OG0004828 general 0.0993 0.006 0.0007 0.0068 general 0.0993 0.008 0.0010 0.0102 general 0.0993 0.022 0.0026 0.0261
OG0004830 general 0.1254 0.003 0.0003 0.0023 general 0.1254 0.010 0.0011 0.0087 general 0.1254 0.023 0.0026 0.0207
OG0004831 general 0.3210 0.006 0.0011 0.0036 general 0.3210 0.007 0.0013 0.0041 general 0.3210 0.033 0.0066 0.0204
OG0004832 general 0.0379 0.000 0.0000 0.0000 general 0.0379 0.004 0.0002 0.0054 general 0.0379 0.039 0.0020 0.0532
OG0004833 alternative 0.4303 0.277 0.0730 0.1696 alternative 43.7113 0.000 0.0000 0.0000 alternative 0.0526 0.015 0.0011 0.0205
OG0004834 alternative 0.0873 0.008 0.0007 0.0081 alternative 0.5539 0.022 0.0061 0.0111 alternative 0.1156 0.019 0.0021 0.0182
OG0004835 alternative 0.7802 0.012 0.0039 0.0050 alternative 1.2791 0.014 0.0048 0.0038 alternative 5.6274 0.020 0.0082 0.0015
OG0004836 general 0.0773 0.005 0.0004 0.0051 general 0.0773 0.007 0.0005 0.0071 general 0.0773 0.012 0.0009 0.0115
OG0004837 general 0.2161 0.021 0.0041 0.0191 general 0.2161 0.010 0.0019 0.0088 general 0.2161 0.000 0.0000 0.0000
OG0004838 alternative 0.0293 0.007 0.0003 0.0106 alternative 0.0001 0.008 0.0000 0.0135 alternative 0.0173 0.019 0.0005 0.0292
OG0004839 general 0.0486 0.036 0.0027 0.0564 general 0.0486 0.008 0.0006 0.0118 general 0.0486 0.056 0.0043 0.0876
OG0004841 general 0.2076 0.005 0.0007 0.0035 general 0.2076 0.010 0.0015 0.0073 general 0.2076 0.000 0.0000 0.0000
OG0004843 general 0.0998 0.006 0.0006 0.0055 general 0.0998 0.006 0.0006 0.0061 general 0.0998 0.007 0.0007 0.0073
OG0004844 general 0.0483 0.006 0.0004 0.0090 general 0.0483 0.011 0.0008 0.0169 general 0.0483 0.016 0.0012 0.0247
OG0004845 general 0.0345 0.009 0.0005 0.0131 general 0.0345 0.022 0.0011 0.0331 general 0.0345 0.022 0.0011 0.0328
OG0004846 general 0.0321 0.009 0.0004 0.0109 general 0.0321 0.014 0.0005 0.0166 general 0.0321 0.002 0.0001 0.0023
OG0004848 general 0.1505 0.017 0.0028 0.0186 general 0.1505 0.025 0.0041 0.0273 general 0.1505 0.035 0.0058 0.0383
OG0004849 general 0.1497 0.014 0.0020 0.0137 general 0.1497 0.012 0.0017 0.0114 general 0.1497 0.000 0.0000 0.0000
OG0004850 alternative 0.3584 0.031 0.0072 0.0201 alternative 0.2638 0.009 0.0017 0.0066 alternative 0.1121 0.025 0.0028 0.0249
OG0004851 general 0.0716 0.063 0.0090 0.1258 general 0.0716 0.212 0.0303 0.4239 general 0.0716 0.085 0.0122 0.1704
OG0004852 alternative 0.1027 0.076 0.0103 0.1003 alternative 0.5491 0.082 0.0240 0.0436 alternative 0.1012 0.058 0.0078 0.0766
OG0004854 general 0.1833 0.008 0.0013 0.0070 general 0.1833 0.033 0.0052 0.0282 general 0.1833 0.010 0.0016 0.0090
OG0004855 general 0.1803 0.009 0.0014 0.0078 general 0.1803 0.009 0.0014 0.0080 general 0.1803 0.009 0.0013 0.0072
OG0004857 general 0.1343 0.056 0.0067 0.0497 general 0.1343 0.010 0.0012 0.0086 general 0.1343 0.025 0.0030 0.0220
OG0004858 general 0.0852 0.014 0.0014 0.0170 general 0.0852 0.008 0.0009 0.0101 general 0.0852 0.007 0.0007 0.0084
OG0004859 general 0.5121 0.007 0.0018 0.0035 general 0.5121 0.111 0.0297 0.0581 general 0.5121 0.026 0.0069 0.0136
OG0004860 general 0.1529 0.009 0.0012 0.0077 general 0.1529 0.004 0.0006 0.0037 general 0.1529 0.000 0.0000 0.0000
OG0004861 general 0.2001 0.005 0.0008 0.0039 general 0.2001 0.009 0.0016 0.0078 general 0.2001 0.147 0.0252 0.1258
OG0004862 general 0.0605 0.006 0.0004 0.0065 general 0.0605 0.009 0.0006 0.0093 general 0.0605 0.041 0.0026 0.0425
OG0004863 alternative 0.0735 0.017 0.0019 0.0256 alternative 0.0523 0.016 0.0014 0.0274 alternative 0.0846 0.025 0.0031 0.0362
OG0004864 alternative 0.4313 0.063 0.0155 0.0359 alternative 0.0001 0.008 0.0000 0.0103 alternative 0.0001 0.011 0.0000 0.0141
OG0004865 alternative 0.4628 0.039 0.0099 0.0214 alternative 0.7072 0.014 0.0043 0.0060 alternative 0.4888 0.112 0.0289 0.0592
OG0004866 general 0.3086 0.006 0.0013 0.0041 general 0.3086 0.008 0.0017 0.0056 general 0.3086 0.024 0.0051 0.0166
OG0004867 general 0.0477 0.012 0.0009 0.0183 general 0.0477 0.019 0.0013 0.0276 general 0.0477 0.027 0.0019 0.0399
OG0004868 alternative 0.5464 0.082 0.0217 0.0396 alternative 0.1780 0.007 0.0010 0.0055 alternative 0.1223 0.029 0.0029 0.0240
OG0004869 general 0.1379 0.024 0.0031 0.0226 general 0.1379 0.021 0.0027 0.0197 general 0.1379 0.062 0.0080 0.0582
OG0004870 general 0.0323 0.006 0.0002 0.0066 general 0.0323 0.010 0.0004 0.0115 general 0.0323 0.010 0.0004 0.0119
OG0004871 general 0.1690 0.000 0.0000 0.0000 general 0.1690 0.013 0.0019 0.0113 general 0.1690 0.013 0.0019 0.0115
OG0004872 general 0.3823 0.035 0.0081 0.0212 general 0.3823 0.005 0.0012 0.0030 general 0.3823 0.026 0.0059 0.0155
OG0004874 general 0.0363 0.011 0.0005 0.0147 general 0.0363 0.014 0.0007 0.0191 general 0.0363 0.018 0.0009 0.0243
OG0004875 alternative 0.3150 0.012 0.0026 0.0082 alternative 0.0823 0.007 0.0006 0.0076 alternative 0.3242 0.076 0.0166 0.0512
OG0004876 general 0.0120 0.008 0.0001 0.0095 general 0.0120 0.003 0.0000 0.0040 general 0.0120 0.005 0.0001 0.0055
OG0004877 general 0.1032 0.007 0.0008 0.0077 general 0.1032 0.019 0.0020 0.0191 general 0.1032 0.025 0.0027 0.0259
OG0004878 general 0.1096 0.006 0.0006 0.0057 general 0.1096 0.014 0.0014 0.0132 general 0.1096 0.018 0.0018 0.0168
OG0004879 general 0.2371 0.008 0.0014 0.0061 general 0.2371 0.006 0.0010 0.0041 general 0.2371 0.003 0.0005 0.0023
OG0004882 general 0.0744 0.004 0.0004 0.0051 general 0.0744 0.000 0.0000 0.0000 general 0.0744 0.007 0.0007 0.0088
OG0004884 general 0.0743 0.021 0.0021 0.0286 general 0.0743 0.022 0.0022 0.0297 general 0.0743 0.110 0.0111 0.1500
OG0004885 alternative 0.1302 0.018 0.0025 0.0193 alternative 0.5224 0.032 0.0088 0.0169 alternative 0.2467 0.023 0.0046 0.0187
OG0004886 general 0.1711 0.006 0.0008 0.0047 general 0.1711 0.007 0.0010 0.0060 general 0.1711 0.013 0.0019 0.0110
OG0004887 general 0.0734 0.005 0.0004 0.0055 general 0.0734 0.006 0.0005 0.0068 general 0.0734 0.014 0.0012 0.0166
OG0004888 general 0.4553 0.005 0.0013 0.0028 general 0.4553 0.000 0.0000 0.0000 general 0.4553 0.025 0.0063 0.0138
OG0004889 alternative 0.2979 0.193 0.0467 0.1569 alternative 0.5011 0.004 0.0012 0.0024 alternative 0.2638 0.014 0.0032 0.0121
OG0004890 general 0.0513 0.013 0.0009 0.0184 general 0.0513 0.006 0.0004 0.0077 general 0.0513 0.014 0.0009 0.0185
OG0004891 general 0.1254 0.005 0.0007 0.0053 general 0.1254 0.012 0.0016 0.0128 general 0.1254 0.031 0.0040 0.0320
OG0004892 general 0.2405 0.035 0.0063 0.0263 general 0.2405 0.032 0.0057 0.0239 general 0.2405 0.096 0.0174 0.0722
OG0004893 general 0.2447 0.091 0.0174 0.0713 general 0.2447 0.016 0.0031 0.0129 general 0.2447 0.011 0.0020 0.0083
OG0004894 general 0.0512 0.017 0.0011 0.0215 general 0.0512 0.016 0.0010 0.0200 general 0.0512 0.013 0.0008 0.0166
OG0004895 general 0.1193 0.009 0.0012 0.0100 general 0.1193 0.010 0.0013 0.0110 general 0.1193 0.030 0.0038 0.0320
OG0004896 general 0.0345 0.008 0.0005 0.0144 general 0.0345 0.008 0.0005 0.0149 general 0.0345 0.030 0.0020 0.0567
OG0004897 general 0.0173 0.010 0.0004 0.0231 general 0.0173 0.012 0.0005 0.0284 general 0.0173 0.018 0.0007 0.0416
OG0004898 alternative 0.6287 0.299 0.0913 0.1453 alternative 2.1251 0.000 0.0000 0.0000 alternative 0.0001 0.035 0.0000 0.0750
OG0004900 general 0.1186 0.006 0.0008 0.0068 general 0.1186 0.015 0.0021 0.0177 general 0.1186 0.017 0.0025 0.0210
OG0004901 general 0.0566 0.011 0.0006 0.0111 general 0.0566 0.008 0.0004 0.0079 general 0.0566 0.022 0.0013 0.0224
OG0004903 general 0.2214 0.013 0.0025 0.0111 general 0.2214 0.006 0.0011 0.0049 general 0.2214 0.024 0.0044 0.0201
OG0004904 general 0.0989 0.005 0.0006 0.0060 general 0.0989 0.003 0.0004 0.0038 general 0.0989 0.007 0.0008 0.0083
OG0004905 general 0.0734 0.012 0.0014 0.0186 general 0.0734 0.017 0.0020 0.0269 general 0.0734 0.036 0.0042 0.0578
OG0004907 general 0.0382 0.012 0.0007 0.0186 general 0.0382 0.010 0.0006 0.0147 general 0.0382 0.044 0.0026 0.0678
OG0004908 alternative 0.1458 0.032 0.0057 0.0388 alternative 0.7791 0.002 0.0005 0.0006 alternative 0.0997 0.013 0.0018 0.0182
OG0004909 general 0.0608 0.020 0.0018 0.0301 general 0.0608 0.007 0.0006 0.0100 general 0.0608 0.052 0.0048 0.0794
OG0004910 alternative 0.0001 0.014 0.0000 0.0244 alternative 0.1153 0.014 0.0018 0.0158 alternative 0.1144 0.026 0.0035 0.0304
