OG BRO-BGM BAT-BGM BAT-BRO PHY-BAT PHY-BRO PHY-BGM
OG0006327 4.29 1.78 3.93 24.54 28.04 24.71
OG0006328 9.35 3.98 8.69 40.49 38.11 40.24
OG0006329 5.47 0.94 5.59 9.11 8.74 8.37
OG0006330 3.39 1.33 3.25 25.91 26.74 26.08
OG0006331 6.92 2.86 6.71 35.05 37.13 35.32
OG0006332 8.94 1.65 3.32 27.20 26.95 26.69
OG0006333 1.93 1.20 2.91 14.68 16.14 15.26
OG0006334 1.82 1.36 1.36 16.67 16.86 16.86
OG0006336 0.72 22.70 23.01 45.44 6.17 5.84
OG0006337 2.84 1.72 2.59 45.86 45.63 46.99
OG0006338 4.97 1.34 5.44 19.24 19.88 19.24
OG0006339 1.39 0.69 1.69 17.67 17.93 17.93
OG0006340 4.13 3.16 4.87 30.88 32.12 29.70
OG0006341 2.66 1.31 3.50 18.89 22.43 19.68
OG0006342 3.39 1.46 3.11 20.56 20.56 20.88
OG0006344 3.87 0.92 3.87 21.61 23.31 21.07
OG0006345 3.42 7.67 7.41 16.90 17.81 18.04
OG0006346 3.97 3.79 4.45 27.17 26.29 27.89
OG0006347 12.42 2.19 13.44 31.52 42.03 30.86
OG0006348 1.91 1.54 2.18 65.28 67.05 65.28
OG0006349 11.49 21.17 6.55 28.33 32.18 38.17
OG0006350 3.31 1.23 4.39 28.82 28.82 28.82
OG0006351 3.02 2.01 3.10 36.53 35.68 36.14
OG0006353 3.98 93.13 23.52 46.22 25.00 24.07
OG0006354 5.36 3.68 3.54 36.63 37.54 35.60
OG0006356 1.14 0.65 1.51 22.74 22.96 22.53
OG0006357 4.76 0.94 2.11 22.18 -nan 22.54
OG0006358 5.03 1.25 5.03 20.98 24.45 21.44
OG0006359 2.52 7.37 9.11 73.01 25.41 22.90
OG0006360 3.80 2.51 3.63 13.74 14.28 13.79
OG0006361 7.74 1.63 7.05 32.17 26.84 30.12
OG0006363 1.70 1.53 1.20 25.01 24.90 25.03
OG0006364 4.66 3.60 5.30 26.58 26.70 27.06
OG0006365 3.02 2.53 3.68 101.24 15.89 16.95
OG0006366 1.17 1.65 1.97 29.37 28.84 28.97
OG0006367 2.36 0.86 2.31 19.06 19.63 18.78
OG0006368 1.52 0.89 1.40 22.56 22.58 22.58
OG0006369 3.66 3.18 2.08 21.28 21.08 23.43
OG0006370 2.97 1.53 2.52 19.22 19.13 19.22
OG0006371 3.44 1.30 3.17 17.04 18.35 17.04
OG0006372 3.51 1.44 4.00 31.26 38.41 35.97
OG0006373 3.31 2.00 3.29 29.60 29.74 30.05
OG0006375 2.38 0.92 2.49 16.20 15.71 16.20
OG0006376 3.15 4.92 7.51 52.98 49.63 48.36
OG0006377 2.13 4.81 5.61 18.27 15.41 14.58
OG0006378 1.88 30.72 31.64 43.36 21.54 20.84
OG0006379 12.87 6.29 8.79 18.85 30.64 33.90
OG0006380 1.14 0.57 1.07 30.18 30.18 31.26
OG0006381 3.61 2.72 3.64 38.38 38.30 39.91
OG0006382 6.77 2.52 7.01 24.22 25.69 24.22
OG0006383 5.31 7.15 5.45 29.06 30.47 29.24
OG0006384 16.10 9.37 8.09 38.34 38.83 46.22
