sp transcript logFC pval sp transcript logFC pval sp transcript logFC pval sp transcript logFC pval OG branch transcript dNdS t dN dS branch transcript dNdS t dN dS branch transcript dNdS t dN dS branch transcript OTUs dNdS t dN dS contig_BGM 1+2GC% 3rdGC% totGC% contig_BRO 1+2GC% 3rdGC% totGC% contig_BGM 1+2GC% 3rdGC% totGC% OG BAT_W-S BAT_S-W BRO_W-S BRO_S-W BGM_W-S BGM_S-W BGC_BAT BGC_BRO BGC_BGM ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
BGM_M TRINITY_DN63693_c0_g3 852.095223589943 2.34575768917185e-130 BAT TRINITY_DN13207_c0_g2 95.8566893589046 2.26724727829744e-22 BRO TRINITY_DN1165_c0_g1 230.479312394077 9.91794455222464e-63 BGM TRINITY_DN63693_c0_g3 138.83791277443 2.37409623853083e-38 OG0004559 BAT OG0004559.ref.mafft.n 0.2901 0.013 0.0029 0.0099 BRO OG0004559.ref.mafft.n 0.2901 0.058 0.0134 0.0462 BGM OG0004559.ref.mafft.n 0.2901 0.043 0.0099 0.0341 BGM_BAT OG0004559.ref.mafft.n 2 0.2901 0.000 0.0000 0.0000 TRINITY_DN13207_c0_g2_i6.p1 50.63 84.19 61.81 TRINITY_DN1165_c0_g1_i2.p1 50.79 81.68 61.14 TRINITY_DN63693_c0_g3_i4.p1 50.93 84.95 62.27 OG0004559 6.983723 18.05077 57.16754 45.73834 39.9873 40.95508 NA NA NA 40.68537 41.96747 40.67349 0.2638593 0.2410544 0.2638593 0.4777498 0.4821339 0.4777498 0.862069 0.9655172 0.8965517
BGM_M TRINITY_DN4285_c0_g2 30.094893885624 8.20984680366753e-17 BAT TRINITY_DN1372_c0_g1 27.6266247301736 3.65278938939259e-05 BRO TRINITY_DN3350_c2_g1 24.7630318982632 1.47223811418153e-15 BGM TRINITY_DN4285_c0_g2 16.649132739584 9.40986048174169e-09 OG0004560 BAT OG0004560.ref.mafft.n 0.1677 0.004 0.0006 0.0035 BRO OG0004560.ref.mafft.n 0.1677 0.007 0.0012 0.0071 BGM OG0004560.ref.mafft.n 0.1677 0.004 0.0006 0.0035 BGM_BAT OG0004560.ref.mafft.n 2 0.1677 0.000 0.0000 0.0000 TRINITY_DN1372_c0_g1_i11.p1 42.89 42.64 42.81 TRINITY_DN3350_c2_g1_i2.p1 42.17 42.21 42.33 TRINITY_DN4285_c0_g2_i4.p1 43.15 43.15 43.15 OG0004560 3.830539e-16 -1.493689e-13 0.0156634 4.004819 1.011333 1.001551 NA NA NA 52.29749 55.20744 53.44369 0.1455766 0.1437054 0.1455766 0.3102756 0.3210401 0.3102756 0.3235294 0.3235294 0.3235294
BGM_M TRINITY_DN1979_c1_g1 544.934718683123 0.000341872082094539 BAT TRINITY_DN1713_c0_g1 709.114798928122 0.232897639027331 BRO TRINITY_DN924_c1_g1 535.222853260145 7.59284465200302e-06 BGM TRINITY_DN1979_c1_g1 360.767717680257 0.00224422539753732 OG0004561 BAT OG0004561.ref.mafft.n 0.0269 0.003 0.0002 0.0057 BRO OG0004561.ref.mafft.n 0.0269 0.019 0.0010 0.0378 BGM OG0004561.ref.mafft.n 0.0269 0.014 0.0007 0.0275 BGM_BAT OG0004561.ref.mafft.n 2 0.0269 0.004 0.0002 0.0077 TRINITY_DN1713_c0_g1_i1.p1 42.62 80.60 55.32 TRINITY_DN924_c1_g1_i1.p1 42.93 81.93 55.93 TRINITY_DN1979_c1_g1_i1.p1 42.70 80.93 55.51 OG0004561 0.5304808 6.322573 21.20777 10.59868 8.934405 12.59154 NA NA NA 43.2545 42.45345 45.13023 0.269629 0.273856 0.269629 0.4719041 0.4876337 0.4719041 0.8145161 0.8346774 0.8427419
BGM_M TRINITY_DN10810_c0_g1 9.79774830762946 1.38781062243221e-06 BAT TRINITY_DN23069_c0_g2 2.39163618579017 0.000979800663194925 BRO TRINITY_DN16433_c0_g1 6.38011689222489 0.00808365359289379 BGM TRINITY_DN10810_c0_g1 3.04301330183245 0.000197285786850867 OG0004563 BAT OG0004563.ref.mafft.n 0.0817 0.002 0.0002 0.0022 BRO OG0004563.ref.mafft.n 0.0817 0.001 0.0001 0.0008 BGM OG0004563.ref.mafft.n 0.0817 0.002 0.0001 0.0016 BGM_BAT OG0004563.ref.mafft.n 2 0.0817 0.008 0.0006 0.0077 TRINITY_DN23069_c0_g2_i1.p1 56.17 61.73 58.02 TRINITY_DN16433_c0_g1_i2.p1 58.21 64.25 60.23 TRINITY_DN10810_c0_g1_i1.p1 58.84 65.12 60.93 OG0004563 1.105481e-14 -1.210997e-15 2.04542 2.093291 1.018524 0.008559035 NA NA NA 56.45022 50.64432 51.11067 0.1774639 0.169968 0.1774639 0.3608282 0.3607491 0.3608282 0.6166667 0.6166667 0.6333333
BGM_M TRINITY_DN1718_c0_g1 573.491611859472 0.00484776955667769 BAT TRINITY_DN23100_c0_g1 309.503297526232 0.000604513996681511 BRO TRINITY_DN13886_c0_g1 904.330160498369 1.65271112325571e-09 BGM TRINITY_DN1718_c0_g1 459.73128095831 2.50362673518349e-11 OG0004564 BAT OG0004564.ref.mafft.n 0.4592 0.008 0.0022 0.0047 BRO OG0004564.ref.mafft.n 0.4592 0.027 0.0068 0.0149 BGM OG0004564.ref.mafft.n 0.4592 0.023 0.0059 0.0129 BGM_BAT OG0004564.ref.mafft.n 2 0.4592 0.012 0.0032 0.0069 TRINITY_DN23100_c0_g1_i1.p1 43.88 52.88 46.88 TRINITY_DN13886_c0_g1_i3.p1 44.43 54.92 47.93 TRINITY_DN1718_c0_g1_i4.p1 43.45 52.40 46.43 OG0004564 2.63498 6.17817 29.627 16.16209 11.58301 21.27554 NA NA NA 60.01457 61 59.4608 0.05078079 0.03425245 0.05078079 0.4427995 0.4531143 0.4427995 0.5333333 0.5428571 0.5142857
BGM_M TRINITY_DN65499_c2_g1 2.22957390979344 0.83569622890333 BAT TRINITY_DN244_c1_g1 12.0283812537932 2.24833702661214e-07 BRO TRINITY_DN856_c0_g4 12.1452005744786 1.20019629223012e-06 BGM TRINITY_DN65499_c2_g1 3.07194216834737 0.0155660489273573 OG0004565 BAT OG0004565.ref.mafft.n 0.1190 0.008 0.0015 0.0122 BRO OG0004565.ref.mafft.n 0.1190 0.041 0.0072 0.0602 BGM OG0004565.ref.mafft.n 0.1190 0.006 0.0010 0.0088 BGM_BAT OG0004565.ref.mafft.n 2 0.1190 0.000 0.0000 0.0000 TRINITY_DN244_c1_g1_i2.p1 57.14 93.79 69.36 TRINITY_DN856_c0_g4_i1.p1 56.52 93.17 68.74 TRINITY_DN65499_c2_g1_i1.p1 57.01 95.12 69.72 OG0004565 1.080584 3.374071 5.837346 5.823229 0.3094002 0.6375772 NA NA NA 31.57657 29.95521 30.55894 0.6470884 0.618281 0.6470884 0.3819377 0.4212684 0.3819377 0.9180328 0.9180328 0.9344262
BGM_M TRINITY_DN1072_c8_g1 67.2612166199093 5.65013535313317e-07 BAT TRINITY_DN2798_c1_g1 49.0725552943627 0.000340338840104674 BRO TRINITY_DN190871_c0_g1 35.1436395170062 0.194219217309152 BGM TRINITY_DN1072_c8_g1 34.2670372581706 0.810418507242659 OG0004566 BAT OG0004566.ref.mafft.n 0.1649 0.014 0.0025 0.0153 BRO OG0004566.ref.mafft.n 0.1649 0.032 0.0059 0.0356 BGM OG0004566.ref.mafft.n 0.1649 0.008 0.0015 0.0093 BGM_BAT OG0004566.ref.mafft.n 2 0.1649 0.025 0.0046 0.0279 TRINITY_DN2798_c1_g1_i1.p1 60.54 88.53 69.87 TRINITY_DN190871_c0_g1_i1.p1 64.22 89.59 72.78 TRINITY_DN1072_c8_g1_i1.p1 60.49 88.58 69.85 OG0004566 4.211089 5.148896 37.0047 22.14704 5.533993 6.822097 NA NA NA 35.75582 35.08176 36.00294 0.3656769 0.3871218 0.3656769 0.4709944 0.4741423 0.4709944 0.8703704 0.9166667 0.8796296
BGM_M TRINITY_DN134_c8_g2 180.32173894132 2.65143118900992e-26 BAT TRINITY_DN280_c5_g2 205.152646697902 0.865002769890096 BRO TRINITY_DN1880_c0_g1 145.28169277378 0.548910606167495 BGM TRINITY_DN134_c8_g2 146.550656117813 0.0218428755758685 OG0004567 BAT OG0004567.ref.mafft.n 0.0341 0.011 0.0005 0.0154 BRO OG0004567.ref.mafft.n 0.0341 0.016 0.0007 0.0217 BGM OG0004567.ref.mafft.n 0.0341 0.013 0.0006 0.0184 BGM_BAT OG0004567.ref.mafft.n 2 0.0341 0.018 0.0008 0.0246 TRINITY_DN280_c5_g2_i1.p1 48.69 80.10 59.16 TRINITY_DN1880_c0_g1_i2.p1 48.70 79.27 59.13 TRINITY_DN134_c8_g2_i1.p1 48.44 77.72 58.43 OG0004567 1.608978 1.325872 5.368256 3.81934 0.5621753 3.2502 NA NA NA 38.82328 40.59347 40.32185 0.3262358 0.3630409 0.3262358 0.4073961 0.4044425 0.4073961 0.755814 0.7674419 0.7325581
BGM_M TRINITY_DN73850_c1_g1 103.518665855747 1.50566696862332e-05 BAT TRINITY_DN2924_c0_g2 841.422100413396 0.797760967212285 BRO TRINITY_DN377_c2_g1 883.085373397653 3.26614347372711e-07 BGM TRINITY_DN73850_c1_g1 85.0620504759429 0.000659160307352817 OG0004568 BAT OG0004568.ref.mafft.n 0.0507 0.000 0.0000 0.0000 BRO OG0004568.ref.mafft.n 0.0507 0.002 0.0001 0.0026 BGM OG0004568.ref.mafft.n 0.0507 0.005 0.0003 0.0054 BGM_BAT OG0004568.ref.mafft.n 2 0.0507 0.004 0.0003 0.0051 TRINITY_DN2924_c0_g2_i2.p1 41.06 62.80 48.31 TRINITY_DN377_c2_g1_i1.p1 41.06 62.80 48.31 TRINITY_DN73850_c1_g1_i1.p3 41.83 80.95 55.31 OG0004568 0.9964552 0.956228 0.05491487 0.01468759 0.5074513 1.362971 NA NA NA 52.83178 54.04762 43.28037 0.3976877 0.1401806 0.3976877 0.5730533 0.3320903 0.5730533 0.8684211 0.8684211 0.8421053
BGM_M TRINITY_DN5819_c0_g1 111.276726680471 0.00417511416126325 BAT TRINITY_DN29_c1_g1 96.792059375722 0.00699866394647113 BRO TRINITY_DN38817_c0_g4 130.495855436452 0.187230019323276 BGM TRINITY_DN5819_c0_g1 73.2387260238568 0.950596378821891 OG0004569 BAT OG0004569.ref.mafft.n 0.1614 0.010 0.0014 0.0088 BRO OG0004569.ref.mafft.n 0.1614 0.015 0.0022 0.0137 BGM OG0004569.ref.mafft.n 0.1614 0.008 0.0011 0.0069 BGM_BAT OG0004569.ref.mafft.n 2 0.1614 0.007 0.0011 0.0067 TRINITY_DN29_c1_g1_i4.p1 51.48 69.95 57.64 TRINITY_DN38817_c0_g4_i3.p1 51.72 72.91 58.78 TRINITY_DN5819_c0_g1_i1.p1 51.97 70.44 58.13 OG0004569 0.02740634 5.007736 5.013408 2.993738 1.012061 2.992392 NA NA NA 48.03584 46.17235 47.04549 0.1974271 0.226173 0.1974271 0.3482279 0.3735966 0.3482279 0.6404494 0.6741573 0.6516854
BGM_M TRINITY_DN5986_c0_g4 688.137863401107 0.145114172429242 BAT TRINITY_DN30364_c0_g2 253.550404125945 0.954916030734624 BRO TRINITY_DN3455_c0_g2 227.423062341563 1.88031976952745e-06 BGM TRINITY_DN5986_c0_g4 339.645594084651 0.184694289338134 OG0004570 BAT OG0004570.ref.mafft.n 0.1099 0.012 0.0018 0.0165 BRO OG0004570.ref.mafft.n 0.0257 0.021 0.0011 0.0443 BGM OG0004570.ref.mafft.n 0.0255 0.009 0.0005 0.0180 BGM_BAT OG0004570.ref.mafft.n 2 999.0000 0.005 0.0018 0.0000 TRINITY_DN30364_c0_g2_i2.p1 49.63 91.32 63.52 TRINITY_DN3455_c0_g2_i1.p1 48.59 91.81 62.99 TRINITY_DN5986_c0_g4_i2.p1 49.63 92.06 63.77 OG0004570 1.507199 4.837132 7.083636 5.982857 3.178389 3.554342 NA NA NA 34.2177 34.19691 33.66505 0.4783176 0.4829816 0.4783176 0.4909959 0.4833264 0.4909959 0.9078014 0.929078 0.9361702
BGM_M TRINITY_DN3152_c2_g4 152.836674478635 9.09827399007574e-25 BAT TRINITY_DN3163_c0_g2 66.5194504953983 0.423252062106879 BRO TRINITY_DN103_c2_g1 63.8839505440383 1.0395646331265e-06 BGM TRINITY_DN3152_c2_g4 45.2191228722331 0.18027897437672 OG0004571 BAT OG0004571.ref.mafft.n 0.1739 0.012 0.0021 0.0122 BRO OG0004571.ref.mafft.n 0.1197 0.055 0.0079 0.0659 BGM OG0004571.ref.mafft.n 0.4383 0.010 0.0027 0.0061 BGM_BAT OG0004571.ref.mafft.n 2 827.6164 0.000 0.0001 0.0000 TRINITY_DN3163_c0_g2_i2.p1 47.88 82.81 59.53 TRINITY_DN103_c2_g1_i6.p1 48.51 83.31 60.11 TRINITY_DN3152_c2_g4_i3.p1 47.95 82.57 59.49 OG0004571 7.53671 6.161413 40.97002 26.09415 9.227186 9.35132 NA NA NA 41.74557 41.27522 42.11255 0.2528305 0.2655612 0.2528305 0.4592757 0.4609945 0.4592757 0.9625 0.95 0.95
BGM_M TRINITY_DN1524_c14_g1 680.399269894532 4.93441637607594e-37 BAT TRINITY_DN3321_c12_g1 587.060864888126 0.00285021939167742 BRO TRINITY_DN785_c2_g1 1437.19669369538 5.55825169884864e-22 BGM TRINITY_DN1524_c14_g1 792.071663284406 5.41110954821165e-19 OG0004572 BAT OG0004572.ref.mafft.n 0.0854 0.010 0.0008 0.0090 BRO OG0004572.ref.mafft.n 0.0854 0.001 0.0001 0.0008 BGM OG0004572.ref.mafft.n 0.0854 0.005 0.0004 0.0045 BGM_BAT OG0004572.ref.mafft.n 2 0.0854 0.004 0.0003 0.0036 TRINITY_DN3321_c12_g1_i1.p1 50.91 46.06 49.49 TRINITY_DN785_c2_g1_i2.p1 51.23 47.85 50.10 TRINITY_DN1524_c14_g1_i1.p1 50.61 46.63 49.28 OG0004572 0.2475642 1.867912 1.984574 0.00507375 0.0003135503 2.020813 NA NA NA 61 61 61 0.09976128 0.1092667 0.09976128 0.2804198 0.2864224 0.2804198 0.44 0.4533333 0.4266667
BGM_M TRINITY_DN1845_c0_g2 83.9946820912806 0.00266957279904653 BAT TRINITY_DN347_c0_g1 318.847090459032 6.93002670767077e-46 BRO TRINITY_DN50278_c0_g1 529.78045447478 1.03963446807152e-136 BGM TRINITY_DN1845_c0_g2 270.040541225108 3.0050225564792e-18 OG0004573 BAT OG0004573.ref.mafft.n 0.0505 0.020 0.0018 0.0366 BRO OG0004573.ref.mafft.n 0.1169 0.058 0.0095 0.0814 BGM OG0004573.ref.mafft.n 0.2556 0.021 0.0051 0.0200 BGM_BAT OG0004573.ref.mafft.n 2 0.7333 0.026 0.0082 0.0112 TRINITY_DN347_c0_g1_i5.p1 56.65 92.81 68.71 TRINITY_DN50278_c0_g1_i1.p1 57.84 93.62 69.77 TRINITY_DN1845_c0_g2_i5.p1 57.50 93.93 69.64 OG0004573 6.196146 16.8146 27.07152 25.9649 13.2902 9.755077 NA NA NA 31.93418 31.34201 30.3409 0.5409919 0.5309796 0.5409919 0.497554 0.4867141 0.497554 0.9147982 0.9282511 0.9237668
BGM_M TRINITY_DN2503_c2_g1 174.488559969919 0.512807111907866 BAT TRINITY_DN3522_c0_g1 161.470501817455 0.338394929127043 BRO TRINITY_DN20829_c0_g2 256.637610172796 0.0246643202171099 BGM TRINITY_DN2503_c2_g1 130.59839773248 0.011870540785642 OG0004574 BAT OG0004574.ref.mafft.n 0.1226 0.017 0.0024 0.0198 BRO OG0004574.ref.mafft.n 0.1226 0.034 0.0048 0.0391 BGM OG0004574.ref.mafft.n 0.1226 0.015 0.0021 0.0168 BGM_BAT OG0004574.ref.mafft.n 2 0.1226 0.014 0.0019 0.0158 TRINITY_DN3522_c0_g1_i1.p1 56.53 90.95 68.01 TRINITY_DN20829_c0_g2_i1.p1 57.31 91.11 68.67 TRINITY_DN2503_c2_g1_i1.p1 56.92 91.43 68.42 OG0004574 5.211076 10.395 19.84721 17.80722 5.221236 8.40996 NA NA NA 34.85886 35.44598 34.63469 0.4547072 0.4682069 0.4547072 0.5251146 0.5264409 0.5251146 0.9130435 0.9371981 0.942029
BGM_M TRINITY_DN11393_c0_g1 51.886754263693 6.17502175611738e-13 BAT TRINITY_DN541_c0_g1 38.9572742887402 0.832535563495648 BRO TRINITY_DN230_c4_g1 144.37164774181 0.902173356881137 BGM TRINITY_DN11393_c0_g1 17.0648499366902 0.764715346660686 OG0004575 BAT OG0004575.ref.mafft.n 0.0001 0.000 0.0000 0.0000 BRO OG0004575.ref.mafft.n 1.8144 0.000 0.0000 0.0000 BGM OG0004575.ref.mafft.n 0.3652 0.049 0.0115 0.0314 BGM_BAT OG0004575.ref.mafft.n 2 0.6806 0.345 0.1032 0.1516 TRINITY_DN541_c0_g1_i2.p1 38.79 59.39 45.66 TRINITY_DN230_c4_g1_i2.p1 40.55 57.60 46.24 TRINITY_DN11393_c0_g1_i5.p1 39.53 63.85 47.93 OG0004575 9.791948e-15 5.807152e-14 42.99959 39.40832 12.25675 7.062875 NA NA NA 55.64021 61 49.18645 0.271187 0.103417 0.271187 0.4241322 0.3884985 0.4241322 0.6896552 0.7241379 0.7241379
BGM_M TRINITY_DN20687_c0_g1 166.974990080445 0.821337521678592 BAT TRINITY_DN5927_c0_g1 535.752913594648 0.609226724549789 BRO TRINITY_DN652_c0_g1 339.647169013368 1.34146511622084e-10 BGM TRINITY_DN20687_c0_g1 128.484043760087 0.0430416550827886 OG0004576 BAT OG0004576.ref.mafft.n 0.0001 0.007 0.0000 0.0100 BRO OG0004576.ref.mafft.n 0.1477 0.040 0.0059 0.0397 BGM OG0004576.ref.mafft.n 0.3736 0.147 0.0357 0.0954 BGM_BAT OG0004576.ref.mafft.n 2 0.1571 0.004 0.0006 0.0037 TRINITY_DN5927_c0_g1_i1.p1 48.11 73.22 56.48 TRINITY_DN652_c0_g1_i2.p1 50.10 82.57 60.92 TRINITY_DN20687_c0_g1_i5.p1 50.99 81.53 61.17 OG0004576 2.996342 6.249747 24.43129 14.97803 48.08634 53.61014 NA NA NA 47.90844 41.75249 39.99808 0.3015305 0.2821906 0.3015305 0.5019922 0.4852959 0.5019922 0.8333333 0.8636364 0.8560606
BGM_M TRINITY_DN29975_c0_g3 109.398105568736 1.81736996966343e-12 BAT TRINITY_DN7008_c0_g1 64.359946672473 4.13642940193693e-05 BRO TRINITY_DN15145_c1_g1 77.4024483435836 0.04504225187088 BGM TRINITY_DN29975_c0_g3 64.3798977914924 2.79539944096804e-10 OG0004577 BAT OG0004577.ref.mafft.n 0.0301 0.013 0.0005 0.0171 BRO OG0004577.ref.mafft.n 0.2421 0.075 0.0143 0.0590 BGM OG0004577.ref.mafft.n 0.2785 0.004 0.0009 0.0032 BGM_BAT OG0004577.ref.mafft.n 2 0.7671 0.018 0.0057 0.0075 TRINITY_DN7008_c0_g1_i1.p1 48.13 70.52 55.60 TRINITY_DN15145_c1_g1_i3.p1 47.27 71.60 55.54 TRINITY_DN29975_c0_g3_i1.p1 48.69 72.76 56.72 OG0004577 0.03618746 2.722673 15.0857 15.09526 2.745546 0.0167151 NA NA NA 52.151 51.51587 48.06341 0.1804265 0.1888496 0.1804265 0.3859926 0.4046886 0.3859926 0.6847826 0.6847826 0.7065217
BGM_M TRINITY_DN501_c1_g1 317.372803687832 0.720282202251947 BAT TRINITY_DN852_c0_g1 185.497603200603 4.33132744443821e-08 BRO TRINITY_DN4_c1_g1 334.187985112627 9.91727119401486e-32 BGM TRINITY_DN501_c1_g1 205.743446129342 0.23277593279578 OG0004578 BAT OG0004578.ref.mafft.n 0.0918 0.015 0.0014 0.0157 BRO OG0004578.ref.mafft.n 0.0918 0.014 0.0014 0.0148 BGM OG0004578.ref.mafft.n 0.0918 0.007 0.0007 0.0075 BGM_BAT OG0004578.ref.mafft.n 2 0.0918 0.006 0.0006 0.0067 TRINITY_DN852_c0_g1_i1.p1 39.81 43.04 40.88 TRINITY_DN4_c1_g1_i1.p1 40.13 40.13 40.13 TRINITY_DN501_c1_g1_i1.p1 39.64 42.72 40.67 OG0004578 7.018805 1.212202 7.472418 8.653742 5.043156 1.262404 NA NA NA 59.65876 59.96256 58.53885 0.07408997 0.07521227 0.07408997 0.3917932 0.3844238 0.3917932 0.4 0.4 0.4333333
BGM_M TRINITY_DN45_c4_g1 56.6482282198901 6.09294022292426e-12 BAT TRINITY_DN8671_c0_g2 58.8686872271354 0.703615361922103 BRO TRINITY_DN12918_c0_g1 92.6831585496665 0.0116013467194469 BGM TRINITY_DN45_c4_g1 36.5771137464633 0.0608114953473592 OG0004579 BAT OG0004579.ref.mafft.n 0.1294 0.017 0.0018 0.0139 BRO OG0004579.ref.mafft.n 0.1294 0.027 0.0029 0.0222 BGM OG0004579.ref.mafft.n 0.1294 0.012 0.0013 0.0098 BGM_BAT OG0004579.ref.mafft.n 2 0.1294 0.019 0.0020 0.0156 TRINITY_DN8671_c0_g2_i2.p1 53.85 64.10 57.26 TRINITY_DN12918_c0_g1_i1.p1 52.19 58.33 54.24 TRINITY_DN45_c4_g1_i1.p1 51.10 53.51 51.90 OG0004579 0.558722 1.933248 14.69192 3.064861 1.113465 5.531466 NA NA NA 53.60812 55.67222 59.29901 0.1125091 0.1411981 0.1125091 0.3629864 0.4148718 0.3629864 0.6142857 0.6857143 0.5857143
BGM_M TRINITY_DN11954_c0_g2 586.934575884838 1.03366830772532e-57 BAT TRINITY_DN900_c2_g1 778.156198073931 0.159514442752795 BRO TRINITY_DN1418_c3_g1 680.149442321757 3.09554484367429e-15 BGM TRINITY_DN11954_c0_g2 657.831985748358 0.0352830786160179 OG0004580 BAT OG0004580.ref.mafft.n 0.2432 0.005 0.0009 0.0039 BRO OG0004580.ref.mafft.n 0.2432 0.010 0.0021 0.0085 BGM OG0004580.ref.mafft.n 0.2432 0.003 0.0005 0.0022 BGM_BAT OG0004580.ref.mafft.n 2 0.2432 0.000 0.0000 0.0000 TRINITY_DN900_c2_g1_i2.p1 38.00 30.75 35.58 TRINITY_DN1418_c3_g1_i1.p1 37.88 30.25 35.33 TRINITY_DN11954_c0_g2_i1.p1 38.25 30.25 35.58 OG0004580 3.147892 2.209516 4.307237 6.431545 2.087975 1.128532 NA NA NA 48.02341 47.97646 48.22795 0.1890895 0.1863789 0.1890895 0.4143207 0.417465 0.4143207 0.2894737 0.254386 0.2719298
BGM_M TRINITY_DN2969_c0_g2 87.4339788946656 1.40250327453681e-07 BAT TRINITY_DN10285_c0_g1 83.8092427524731 0.294941142207192 BRO TRINITY_DN2613_c0_g1 115.600163363172 0.132211195948746 BGM TRINITY_DN2969_c0_g2 55.2618449446982 0.853485186184661 OG0004581 BAT OG0004581.ref.mafft.n 0.1172 0.010 0.0012 0.0099 BRO OG0004581.ref.mafft.n 0.1172 0.014 0.0018 0.0150 BGM OG0004581.ref.mafft.n 0.1172 0.006 0.0008 0.0067 BGM_BAT OG0004581.ref.mafft.n 2 0.1172 0.016 0.0020 0.0169 TRINITY_DN10285_c0_g1_i9.p1 54.38 76.09 61.62 TRINITY_DN2613_c0_g1_i9.p1 54.68 78.07 62.48 TRINITY_DN2969_c0_g2_i4.p1 54.61 75.74 61.68 OG0004581 5.408445 35.96492 94.16986 29.60259 6.708046 23.79183 NA 1.35098 NA 45.11181 44.0641 44.86353 0.1773798 0.1947938 0.1773798 0.4800296 0.4874105 0.4800296 0.8157895 0.8947368 0.8947368
BGM_M TRINITY_DN23622_c0_g1 5717.05960453289 2.27627421814815e-88 BAT TRINITY_DN107817_c0_g3 2236.76701803829 3.16297395813028e-123 BRO TRINITY_DN3713_c1_g1 672.695340744481 2.12827032091549e-21 BGM TRINITY_DN23622_c0_g1 2015.60351886783 5.68443794646865e-205 OG0004582 BAT OG0004582.ref.mafft.n 0.0414 0.007 0.0004 0.0090 BRO OG0004582.ref.mafft.n 0.0414 0.013 0.0007 0.0165 BGM OG0004582.ref.mafft.n 0.0414 0.004 0.0002 0.0056 BGM_BAT OG0004582.ref.mafft.n 2 0.0414 0.008 0.0004 0.0107 TRINITY_DN107817_c0_g3_i1.p1 52.28 76.19 60.25 TRINITY_DN3713_c1_g1_i1.p1 52.38 79.96 61.57 TRINITY_DN23622_c0_g1_i1.p1 52.28 77.18 60.58 OG0004582 0.02200392 0.7793097 16.58797 4.490172 1.148998 4.051951 NA NA NA 44.82302 41.05598 43.94095 0.2047645 0.2242915 0.2047645 0.4386176 0.4652468 0.4386176 0.776699 0.8252427 0.7815534
BGM_M TRINITY_DN7452_c0_g1 34.1429319796981 0.464461079115824 BAT TRINITY_DN10867_c0_g1 34.3957347611441 0.169520122408741 BRO TRINITY_DN36560_c0_g1 38.482453113676 0.644673850157512 BGM TRINITY_DN7452_c0_g1 23.2952122479752 0.162348185618554 OG0004583 BAT OG0004583.ref.mafft.n 0.0294 0.025 0.0013 0.0448 BRO OG0004583.ref.mafft.n 0.1476 0.061 0.0106 0.0715 BGM OG0004583.ref.mafft.n 0.1598 0.007 0.0013 0.0084 BGM_BAT OG0004583.ref.mafft.n 2 0.1047 0.049 0.0068 0.0653 TRINITY_DN10867_c0_g1_i20.p3 54.60 93.02 67.41 TRINITY_DN36560_c0_g1_i1.p2 54.91 90.21 66.84 TRINITY_DN7452_c0_g1_i1.p2 54.45 93.56 67.48 OG0004583 6.445792 5.542513 11.34547 16.35353 1.917576 2.847417 NA NA NA 30.2166 31.52049 30.33102 0.5593849 0.5166306 0.5593849 0.4602648 0.4494365 0.4602648 0.9358974 0.9230769 0.974359
BGM_M TRINITY_DN854_c3_g1 160.803861816988 0.360732574256379 BAT TRINITY_DN11228_c2_g2 124.289216930388 0.148863855109579 BRO TRINITY_DN16633_c1_g1 116.927535657404 0.0514129481086789 BGM TRINITY_DN854_c3_g1 137.654939868513 0.683334634924299 OG0004584 BAT OG0004584.ref.mafft.n 0.2766 0.006 0.0013 0.0046 BRO OG0004584.ref.mafft.n 0.2766 0.020 0.0041 0.0147 BGM OG0004584.ref.mafft.n 0.2766 0.006 0.0013 0.0047 BGM_BAT OG0004584.ref.mafft.n 2 0.2766 0.010 0.0020 0.0071 TRINITY_DN11228_c2_g2_i2.p1 49.47 72.54 57.16 TRINITY_DN16633_c1_g1_i3.p1 50.35 74.65 58.45 TRINITY_DN854_c3_g1_i5.p1 49.47 72.03 57.14 OG0004584 0.2264509 3.739955 11.40439 4.106475 1.119013 3.850238 NA NA NA 49.16776 48.2278 48.75755 0.1739952 0.1975239 0.1739952 0.4205654 0.4361404 0.4205654 0.7529412 0.7647059 0.7529412
BGM_M TRINITY_DN16610_c0_g2 717.474688935307 1.75751011571963e-33 BAT TRINITY_DN1127_c9_g1 591.864659355923 4.68536982260361e-36 BRO TRINITY_DN352_c2_g2 278.123669020104 2.11068093474289e-40 BGM TRINITY_DN16610_c0_g2 453.193858743434 5.64942937006756e-08 OG0004585 BAT OG0004585.ref.mafft.n 0.0204 0.003 0.0001 0.0052 BRO OG0004585.ref.mafft.n 0.0204 0.011 0.0004 0.0213 BGM OG0004585.ref.mafft.n 0.0204 0.004 0.0002 0.0076 BGM_BAT OG0004585.ref.mafft.n 2 0.0204 0.006 0.0002 0.0115 TRINITY_DN1127_c9_g1_i1.p1 51.08 87.26 63.14 TRINITY_DN352_c2_g2_i3.p1 50.95 85.90 62.68 TRINITY_DN16610_c0_g2_i1.p1 51.08 86.45 62.87 OG0004585 0.4845675 1.1744 6.342068 12.1702 0.8102211 3.840745 NA NA NA 36.39995 36.1355 37.59954 0.4698447 0.4744931 0.4698447 0.4344933 0.4885858 0.4344933 0.8294118 0.8 0.8176471
